uid,number_of_sessions,length_of_sessions,interval_between_sessions,playCount,time_get_info
fmdktt6aDXde3fWpLtMBWoZZ9Hi2,14,0.234783336520195,24.0931339263916,35,2022-09-19 11:05:35
FiEP9LI0FtNS1Fy7GCvjxs5P90g2,12,0.31520000100135805,0.08465000241994858,47,2022-09-19 11:05:45
JszimuEhudQFPraDtOPVXRFe00r2,11,1.1655000448226929,0.10103332996368408,10,2022-09-19 11:06:19
YfnCpPfQdbgwYUX2Wiuvd0usrbg1,39,25.077899932861329,1838.58837890625,254,2022-09-19 11:07:19
Huaa61LfGIaJVwzDwRCIUc9xNzH3,41,7.6832499504089359,104.49303436279297,511,2022-09-19 11:07:30
Pp7gtIFDkmZ9GYVAk3Fmd1A9dTn2,3,1.2086833715438843,0.1735333353281021,0,2022-09-19 11:07:38
Pp7gtIFDkmZ9GYVAk3Fmd1A9dTn2,4,0.4446999728679657,0.27071666717529299,0,2022-09-19 11:08:18
FiEP9LI0FtNS1Fy7GCvjxs5P90g2,13,2.541133403778076,0.8868666887283325,49,2022-09-19 11:09:12
XXreLiQpTwTCg0Qqhgt1Fo9ukLW2,14,12.900799751281739,366.4073791503906,37,2022-09-19 11:10:25
6AfYLoQgXsdwOP8AwaZ70ESWLVA2,2,1.958883285522461,91.37837219238281,1,2022-09-19 11:10:28
lz01csE0L5MdWJAAiQxZXqvIeqA3,4,0.5329000353813171,5.510749816894531,0,2022-09-19 11:10:38
9KU0Bb9HCPPJTXT45S7PSMQpVGl1,43,6.524899959564209,2685.04150390625,57,2022-09-19 11:10:48
0SVWflrkhafHoCD9tpk9kYpuXdq2,3,0.13165000081062318,0.24381665885448457,0,2022-09-19 11:10:48
NEnvHbuFsXVpCbT7fBzKHRo5gku1,89,3.1877334117889406,1003.0315551757813,319,2022-09-19 11:11:17
JszimuEhudQFPraDtOPVXRFe00r2,12,0.40290001034736636,6.3762664794921879,11,2022-09-19 11:13:06
R6TarumTrAcjSc4Xh3UK2kZ0mEF2,38,2.8546833992004396,18605.763671875,85,2022-09-19 11:13:14
aqpM1lkCPwa303AqmGR3ZC4VqJD2,11,2.543116807937622,188.76039123535157,37,2022-09-19 11:13:51
wmNAKCho1gXmwhOqrLAinrfKA852,5,5.801283359527588,2178.746337890625,11,2022-09-19 11:14:46
QbGRTrIm4tNVcvTXV48jeEXrBr42,6,0.7246999740600586,23974.5390625,0,2022-09-19 11:14:57
UDfd5TpD0kNFyOqQ6sUekDcSljf2,43,10.180116653442383,1.7042499780654908,489,2022-09-19 11:15:25
aqpM1lkCPwa303AqmGR3ZC4VqJD2,12,1.493816614151001,0.1963166743516922,37,2022-09-19 11:15:31
d4cM5PmI5ZZNvBjbP2gTBCbCQxj2,142,4.020333290100098,547.6511840820313,1708,2022-09-19 11:16:18
uYS7G2lEPCPatRnuox4IR2sNYnn1,4,8.795549392700196,1116.9278564453125,17,2022-09-19 11:18:25
JTRowyIp5qTrYgmK2DqjaV1s8M02,51,22.463232040405275,65.56969451904297,578,2022-09-19 11:18:39
FiEP9LI0FtNS1Fy7GCvjxs5P90g2,14,2.6749165058135988,7.602650165557861,51,2022-09-19 11:19:22
dKGP9I2hRjgnldhXt0s2XHXOnuo1,2,2.237499952316284,138.92868041992188,1,2022-09-19 11:20:09
OJ5ZIXPZwkPNcXwnCPQ0jXpVCV72,9,257.10919189453127,888.6805419921875,38,2022-09-19 11:20:40
gV9FL3h65dXyUbDAOVbo1MsiGlR2,20,64.10230255126953,1317.2109375,44,2022-09-19 11:20:44
hZ29IQRt7lgtGKqZP4sZWwyO0gB2,7,10.59731674194336,8537.6220703125,15,2022-09-19 11:21:17
hZ29IQRt7lgtGKqZP4sZWwyO0gB2,8,0.31386667490005495,0.16183333098888398,16,2022-09-19 11:21:45
VAu6YOJgVqgc4cyeLu18aoTKEX32,5,3.822683095932007,1057.0467529296875,6,2022-09-19 11:22:20
hZ29IQRt7lgtGKqZP4sZWwyO0gB2,9,0.7149166464805603,0.446483314037323,17,2022-09-19 11:22:55
FiEP9LI0FtNS1Fy7GCvjxs5P90g2,15,2.4059832096099855,2.4130332469940187,52,2022-09-19 11:24:03
hZ29IQRt7lgtGKqZP4sZWwyO0gB2,10,1.5960500240325928,0.12388333678245545,18,2022-09-19 11:24:38
CoUh1mwwReYYqyTkANWd7zgh9CS2,3,28.890100479125978,987.5315551757813,25,2022-09-19 11:24:40
FiEP9LI0FtNS1Fy7GCvjxs5P90g2,16,0.2659666836261749,0.09173333644866944,52,2022-09-19 11:25:06
czD7M4sTQuTpbUOMH2FrZJUr22I3,3,14.043950080871582,1380.01171875,15,2022-09-19 11:25:46
TmsMomwppGWrQxBMEQvoEkfj5l93,42,10.35165023803711,682.0439453125,154,2022-09-19 11:26:18
cdTXT6H4MKRkB8v5o0AdRwOxypq2,7,6.360583305358887,147.31265258789063,20,2022-09-19 11:26:32
sA5hn8ZoPBMlrrYGNbSNBxpDG6y2,2,26.906049728393556,1634.0264892578125,13,2022-09-19 11:27:03
46e79lkxreXiQaGerHRYdy1lUIB2,4,0.8237167000770569,607.8121337890625,1,2022-09-19 11:27:12
hZ29IQRt7lgtGKqZP4sZWwyO0gB2,11,2.491166591644287,0.7217167019844055,19,2022-09-19 11:27:50
cdTXT6H4MKRkB8v5o0AdRwOxypq2,8,0.6471166610717773,1.2693833112716675,21,2022-09-19 11:28:25
JszimuEhudQFPraDtOPVXRFe00r2,13,0.6969833374023438,15.268682479858399,11,2022-09-19 11:29:04
uiePeNvWK8OjIaTsU7yPSGZKaGS2,14,10.285750389099121,4235.6669921875,14,2022-09-19 11:29:08
muKjjBEn46S5vcFlof7xghsEZBG3,5,6.000916481018066,24.2370662689209,15,2022-09-19 11:30:36
4zFVXss1h2R6T306nowbRqGNolo2,35,0.7245833277702332,8513.73046875,59,2022-09-19 11:30:43
34vvDVYmISYs9zD6MODTuhTOOKq2,57,3.8619000911712648,764.6361083984375,175,2022-09-19 11:30:54
wKXwESiWkKMKns2w2Hgd5k0LvES2,9,23.898466110229493,422.3066101074219,39,2022-09-19 11:30:55
46e79lkxreXiQaGerHRYdy1lUIB2,5,3.5637166500091554,0.5698667168617249,5,2022-09-19 11:31:20
rMwpFeaFE7hFBpBOl9j0MbadSry2,31,12.30739974975586,41.367698669433597,188,2022-09-19 11:31:25
0VPshp6QNidMhnV8ZXH17NuK7WC2,59,92.78466796875,791.3629760742188,415,2022-09-19 11:32:25
iHmILdtB1DM984MiFaSXB9mVNZI3,26,2.195166826248169,30.30146598815918,73,2022-09-19 11:32:53
rMwpFeaFE7hFBpBOl9j0MbadSry2,32,1.1513667106628419,0.7833000421524048,188,2022-09-19 11:33:19
ecowsBsdYwUpwaGsaapuGLS467C2,199,22.179933547973634,143.4517059326172,2240,2022-09-19 11:34:06
f2anZ0gosaZLcEgZeLx5Y6sNHpL2,124,42.09898376464844,692.1148071289063,2505,2022-09-19 11:35:07
SctJEP589aNTzJZz4kQqslmiVAE2,117,5.597233772277832,54.13920211791992,310,2022-09-19 11:35:57
KVqbuxSTwjgZIyqsOg5GIbo8iWS2,2,14.016083717346192,719.4166870117188,10,2022-09-19 11:36:00
FiEP9LI0FtNS1Fy7GCvjxs5P90g2,17,8.715116500854493,2.675983428955078,55,2022-09-19 11:36:19
0VPshp6QNidMhnV8ZXH17NuK7WC2,60,1.1419665813446046,3.753516674041748,416,2022-09-19 11:37:22
qBO41jF37ESBOesm5in04VQ3dYR2,9,0.9055999517440796,812.8494873046875,12,2022-09-19 11:37:42
RZ5fSgS054cCLfTt28AX4yNiahw2,17,55.351200103759769,887.3876953125,84,2022-09-19 11:39:09
kyBx7P5DbkTBiGI9bzpk93TU0dk2,8,2.033050060272217,174.82318115234376,9,2022-09-19 11:39:46
h8PENftqHKXYh6O5BUWgxfwmGOH2,3,0.6466000080108643,2.3388166427612306,1,2022-09-19 11:40:42
zwC5AcFeBZMZJcbzBw8W7i9tU602,15,3.54146671295166,799.2012329101563,39,2022-09-19 11:40:45
46e79lkxreXiQaGerHRYdy1lUIB2,6,10.210566520690918,0.7440332770347595,10,2022-09-19 11:42:18
btWDmWPsqycxVEjt4vUAypfYVx03,3,0.9519666433334351,126.72408294677735,2,2022-09-19 11:42:37
A8ng9ARRiheth7xxhw2ocwHdaDp1,4,1.5924166440963746,32696.55078125,7,2022-09-19 11:43:00
wm357F5mjyfvf7J7EorFgePwRgj1,40,26.290550231933595,4183.35693359375,207,2022-09-19 11:44:12
JYa48gNNDLUYPybo4T1UhOBrLYk2,2,2.5690999031066896,1428.7442626953125,2,2022-09-19 11:44:12
LevU08ckwRePj6H9NoYY57jFCku1,288,13.04419994354248,58.85151672363281,2532,2022-09-19 11:44:52
zb5Gq5WMTOg13CoNlxUg5IhjyhD3,20,3.6472833156585695,908.7826538085938,40,2022-09-19 11:45:46
rvDbnh0Tp2XU0rfbq4rN7UswV0j2,29,10.00961685180664,1608.8236083984375,82,2022-09-19 11:46:26
lyXmEAO9uIYb1beo1hqtw1xuMEC2,46,75.93110656738281,110.19023132324219,323,2022-09-19 11:48:10
bxOJL2cEegUwCIvixclqM1HW2f32,4,6.383633613586426,1213.060302734375,7,2022-09-19 11:48:32
PMc7zGjOsXVTjREI6ag05YFHU662,3,0.5626000165939331,19.590314865112306,0,2022-09-19 11:51:09
KmvCEeAJqUd9EZCSBaVAqaoXCtH3,12,39.13361740112305,886.1071166992188,43,2022-09-19 11:51:34
pFLOrAnep4gLkTpS2bPBJRxbYUl2,37,0.14365001022815705,2218.41259765625,198,2022-09-19 11:51:40
d4cM5PmI5ZZNvBjbP2gTBCbCQxj2,143,0.26501667499542239,35.387229919433597,1708,2022-09-19 11:51:58
6AfYLoQgXsdwOP8AwaZ70ESWLVA2,3,0.09361667186021805,41.827415466308597,1,2022-09-19 11:52:22
TFFpBID1WEdTKebh9awaPxFn6xF3,5,9.38900089263916,62.28304672241211,27,2022-09-19 11:52:29
96mLVfESEggSWNCfg4k6wgHF9cm1,8,2.913233518600464,2500.646240234375,7,2022-09-19 11:52:29
aEI5A7lgtlgUIJHXcHlZXimD9xg1,4,1.822616696357727,0.46674999594688418,2,2022-09-19 11:52:40
JszimuEhudQFPraDtOPVXRFe00r2,14,0.2734833359718323,25.301450729370118,11,2022-09-19 11:54:39
JszimuEhudQFPraDtOPVXRFe00r2,15,0.3262999951839447,0.0762166678905487,11,2022-09-19 11:55:03
d4cM5PmI5ZZNvBjbP2gTBCbCQxj2,144,0.5051000118255615,3.409450054168701,1708,2022-09-19 11:55:53
iHmILdtB1DM984MiFaSXB9mVNZI3,27,1.9931833744049073,21.122034072875978,74,2022-09-19 11:56:01
fyaHxYfpPrRs1RXwbnCxsU3JIY62,3,18.550649642944337,1106.903564453125,23,2022-09-19 11:56:07
esOAfBF6McSUNQiAufsyERkGR512,73,4.540116786956787,1870.538818359375,151,2022-09-19 11:56:13
cl1nBtgZAhM071eGhla93Q1LZNV2,98,18.00721549987793,1302.5650634765625,628,2022-09-19 11:56:14
SctJEP589aNTzJZz4kQqslmiVAE2,118,3.151599884033203,18.617048263549806,311,2022-09-19 11:57:42
d29swzQPtwNMBkMSr5CMdsaOwQB2,14,2.200066566467285,549.8275146484375,38,2022-09-19 11:57:49
P0O13mOvWBd34CaA2DqaOl1Qexi2,5,679.2889404296875,704.101318359375,6,2022-09-19 11:59:32
s2ayEWLrEHc4GPhLXCzQxfe7xuu2,3,1.5734165906906129,1008.6640625,0,2022-09-19 11:59:56
xZH2sfDpGPXS2nnlZFKb4W8A0Uw1,4,0.9283666610717773,749.9053955078125,18,2022-09-19 12:00:53
FEVMEMh2LnS9vPErGG17K0dwY4Y2,42,1.0247167348861695,16028.326171875,81,2022-09-19 12:01:31
vGPGmMs64KaXYRe6OMK6A1EtjhB3,2,25.70411491394043,0.12489999830722809,21,2022-09-19 12:01:51
JszimuEhudQFPraDtOPVXRFe00r2,16,7.295783519744873,0.46141666173934939,13,2022-09-19 12:02:48
JszimuEhudQFPraDtOPVXRFe00r2,17,1.8633500337600709,0.46336665749549868,14,2022-09-19 12:05:08
6UAzdt4AujZoem8RDQkpYJqaLJk1,25,3.9449665546417238,133.6941375732422,68,2022-09-19 12:05:41
PMc7zGjOsXVTjREI6ag05YFHU662,4,0.8443832993507385,13.836732864379883,1,2022-09-19 12:05:50
cdTXT6H4MKRkB8v5o0AdRwOxypq2,9,2.597416639328003,37.44963455200195,22,2022-09-19 12:08:29
rRfdEwSjZGOq9cnZCPXZPugclQJ2,77,30.584148406982423,786.114013671875,883,2022-09-19 12:09:04
DA2xOBiTCxWjm691VjjEZmfs4j72,8,3.9454333782196047,823.952392578125,0,2022-09-19 12:09:34
vNeEFYHi6rfbJXpZaR8urzoK39X2,7,0.165516659617424,18696.61328125,3,2022-09-19 12:10:33
xVgnwuxVb9h0qLdwz0ODOlhBowF2,7,1.6126667261123658,1334.600830078125,9,2022-09-19 12:11:32
JszimuEhudQFPraDtOPVXRFe00r2,18,6.2789998054504398,0.30063334107398989,15,2022-09-19 12:11:42
wDkYbno9UDVNZtJy13gxsyRinVa2,3,0.5293166637420654,1.0001167058944703,0,2022-09-19 12:17:08
m3mnswfbZyPmsnrM04zSJvaGDk63,4,1.386116623878479,1075.4298095703125,2,2022-09-19 12:17:59
2LdfpEJluKYz8vsEVLWEHep313l2,27,0.17553332448005677,2294.17041015625,90,2022-09-19 12:18:25
fyaHxYfpPrRs1RXwbnCxsU3JIY62,4,2.1903998851776125,20.69303321838379,24,2022-09-19 12:18:59
Vudb62QNwXMIGP4yTQMQLhnCOOU2,14,0.6240333318710327,1910.4459228515625,56,2022-09-19 12:18:59
ZcN86nvrRJhGXOcBILk3EJeesrH3,19,1.5430999994277955,1286.9600830078125,12,2022-09-19 12:19:08
F2sL9YocW5dqK21HXT2tP3cRFkP2,10,0.3920166790485382,0.08579999953508377,73,2022-09-19 12:19:23
LEbHIBkd2jcR8Pa0i5bcmpDmAFF3,564,13.549966812133789,82.14570617675781,2734,2022-09-19 12:19:25
muKjjBEn46S5vcFlof7xghsEZBG3,6,12.911932945251465,36.77629852294922,20,2022-09-19 12:20:16
LevU08ckwRePj6H9NoYY57jFCku1,289,27.584768295288087,7.910416603088379,2545,2022-09-19 12:20:21
ecowsBsdYwUpwaGsaapuGLS467C2,200,38.46296691894531,8.580367088317871,2257,2022-09-19 12:21:08
SctJEP589aNTzJZz4kQqslmiVAE2,119,6.153183460235596,17.47319984436035,312,2022-09-19 12:21:19
NjHWW7u2zAdzdzWWL6HKIHJ3yAk1,3,1.9173333644866944,153.90869140625,2,2022-09-19 12:21:29
r7MO47QsenRZi5IHOy81IKnBpoc2,8,-389.27789306640627,1497.3590087890625,34,2022-09-19 12:21:56
LevU08ckwRePj6H9NoYY57jFCku1,290,1.3925833702087403,0.27148333191871645,2546,2022-09-19 12:22:01
b78ZJ18fkBblJSzIQlJy5mo9RAV2,2,90.03778839111328,38.368934631347659,50,2022-09-19 12:22:23
J5Np3qCj5lY18kc3vsL0AItMYzQ2,2,4.094466686248779,2617.51416015625,3,2022-09-19 12:23:15
NjHWW7u2zAdzdzWWL6HKIHJ3yAk1,4,1.9164999723434449,0.1758333295583725,2,2022-09-19 12:23:36
tP9kqN7g3EU2v4SErQ4Zekuftog2,2,0.6546666622161865,315.2160949707031,1,2022-09-19 12:25:26
zdoRCxrkv4bIGw2xamGJMig5Mtu1,2,46.18874740600586,0.1005999967455864,10,2022-09-19 12:27:03
bha7kSB6t3c2EmBbpesoVYLZID53,5,0.7771999835968018,1069.649169921875,33,2022-09-19 12:27:10
LUidczisZIRMlGfyeVmoqVSOof83,2,5.760883808135986,569.7095947265625,7,2022-09-19 12:27:35
fy0Ka8jFWSdcC1wP8BIPEpYimdU2,3,1.3147833347320557,900.66015625,0,2022-09-19 12:28:17
qXmgP29tqNa5gheOeu84rJWTDQH2,15,1.0931333303451539,2092.67041015625,25,2022-09-19 12:28:35
J5Np3qCj5lY18kc3vsL0AItMYzQ2,3,4.911233425140381,0.9570833444595337,5,2022-09-19 12:29:07
ylN7mfMBDVNsZUHPlq9wQncRXfk2,7,0.43966665863990786,2167.277587890625,0,2022-09-19 12:29:09
lNNhJIk2QON7ZWWokiodh9QUnlI2,50,0.5080000162124634,0.10539999604225159,108,2022-09-19 12:29:23
3pX0dhUXeOcTkR0GAvp7kAb0riG3,54,41.939334869384769,740.8973388671875,333,2022-09-19 12:30:28
d1J3JWv7noMKlyI7Ngi2UjYwror1,13,0.05218333378434181,1051.52490234375,42,2022-09-19 12:31:29
MRBJibEQ10NYWoWPyLJjzryR9AR2,4,27.18316650390625,412.52252197265627,16,2022-09-19 12:31:45
RuvcUJ7NBQe1c9CydQMSmC13ClY2,3,3.6948165893554689,718.1976928710938,9,2022-09-19 12:32:13
aOZxRzAmcegAx69YsfOknSac5Uv1,9,2.144700050354004,8159.16845703125,12,2022-09-19 12:32:16
fyaHxYfpPrRs1RXwbnCxsU3JIY62,5,13.975116729736329,0.10481666773557663,33,2022-09-19 12:33:04
d1J3JWv7noMKlyI7Ngi2UjYwror1,14,1.9001500606536866,0.2602500021457672,43,2022-09-19 12:33:38
muKjjBEn46S5vcFlof7xghsEZBG3,7,6.2452168464660648,8.309416770935059,23,2022-09-19 12:34:50
d1J3JWv7noMKlyI7Ngi2UjYwror1,15,1.2682666778564454,0.1390666663646698,44,2022-09-19 12:35:02
yNNCupbaaMdQbIVbXIqJ145OFrb2,118,10.572600364685059,767.2216186523438,385,2022-09-19 12:35:28
46e79lkxreXiQaGerHRYdy1lUIB2,7,52.95596694946289,0.47620001435279848,17,2022-09-19 12:35:44
U8vb5V6FCuYbkCI2MI1U4Yis2Wb2,5,1.9629499912261963,141.4590301513672,20,2022-09-19 12:38:06
4gCI5kt2lefShKHAewcBYVzr1ua2,12,2.8619165420532228,1231.11572265625,38,2022-09-19 12:38:35
6UAzdt4AujZoem8RDQkpYJqaLJk1,26,8.435517311096192,25.513267517089845,70,2022-09-19 12:39:39
4gCI5kt2lefShKHAewcBYVzr1ua2,13,0.6787166595458984,1.172950029373169,38,2022-09-19 12:40:26
RCUCpAnWGAO1B6s84utVTWPFM0h2,3,0.08551666885614395,7021.5634765625,0,2022-09-19 12:40:36
zwC5AcFeBZMZJcbzBw8W7i9tU602,16,60.2570686340332,0.07468333095312119,39,2022-09-19 12:41:05
46e79lkxreXiQaGerHRYdy1lUIB2,8,1.4698001146316529,4.443483352661133,18,2022-09-19 12:41:38
RMxMlydVVoSIuCGKK0E9IGM0S8p1,5,76.41028594970703,962.6166381835938,0,2022-09-19 12:41:54
wDkYbno9UDVNZtJy13gxsyRinVa2,4,0.5394666790962219,24.24850082397461,1,2022-09-19 12:41:55
z15nywjWv5PwCLA0zZIITNj8PbU2,5,0.41233333945274355,1057.07373046875,12,2022-09-19 12:41:56
hSiCqgJ5GLRnmSPOv7LLNwZkc5F3,3,49.78158187866211,243.23484802246095,37,2022-09-19 12:42:56
EHkAGnfsr4XGIFqUrgyqEyGQyhF3,2,7.402866840362549,8.356983184814454,4,2022-09-19 12:42:58
DEQ60az7ZDSZtzZuuJ0bdTcID4j1,19,2.7014834880828859,9592.439453125,46,2022-09-19 12:43:42
IIigWRPU6jbz71tYj4n8lxOv2E93,211,9.723649978637696,584.378173828125,2823,2022-09-19 12:45:04
MAgHbtHYyuW4wVMRGOSwsgWW6VC3,5,1.2273666858673096,902.0108642578125,0,2022-09-19 12:45:14
NdWO1oR19TbPQCctxuWURPDXRZc2,10,1.7854000329971314,1015.672607421875,35,2022-09-19 12:45:32
3o6rIiI6PiZZAHmZ1hUQLdMoUo53,152,49.97323226928711,73.62576293945313,596,2022-09-19 12:46:32
aOX76DAXQIW18Guejtq5WI1XYH32,358,0.03603333234786987,190.6559600830078,3407,2022-09-19 12:47:01
kXJoB7YuZdgVtpcTOuPGapY1tmn1,16,1.3342334032058716,2284.5390625,29,2022-09-19 12:47:20
Z7BY8QITKRSxUTSOQI73hNuPyp83,2,6.290783405303955,89.01944732666016,3,2022-09-19 12:48:26
KyMhMpltgUO5BQPPotAw2qOG6R73,5,0.03413333371281624,1122.86376953125,43,2022-09-19 12:48:33
OgkMH1EVG8esnL7dAsXPxTsqLZB2,10,1.4620999097824097,1645.38623046875,20,2022-09-19 12:49:39
5W9h2eEsWsVen6D5XE8MqKsemcd2,31,3.3653500080108644,4182.3349609375,125,2022-09-19 12:50:00
COnjjz1HwsOB2F03vlZUDh7PPIo2,4,0.2980833351612091,576.9937744140625,1,2022-09-19 12:50:20
W28tcrqyQpe8MEeuTzwSlWzMy3J3,56,25.309967041015626,614.4246826171875,381,2022-09-19 12:50:29
pWgXQ4FHQrdX7QMN8wkGg8ZlgId2,21,1.2923833131790162,671.689453125,38,2022-09-19 12:50:40
pWgXQ4FHQrdX7QMN8wkGg8ZlgId2,22,0.5122833251953125,0.062300000339746478,38,2022-09-19 12:51:14
pWgXQ4FHQrdX7QMN8wkGg8ZlgId2,23,0.5770333409309387,0.07106666266918183,38,2022-09-19 12:51:54
pWgXQ4FHQrdX7QMN8wkGg8ZlgId2,24,0.5641666650772095,0.058150000870227817,38,2022-09-19 12:52:31
8X8tMlN3koMEiX7pnGzJHbaw86F2,3,1.221750020980835,0.3886833190917969,0,2022-09-19 12:53:43
I1uv4DLgknNS5PnHBpxrYr0gC9P2,81,8.873433113098145,151.22776794433595,526,2022-09-19 12:54:29
T8e6G3cFKJbKSkkoQsgbxIGDIfz1,243,66.33426666259766,282.25860595703127,807,2022-09-19 12:56:04
3o6rIiI6PiZZAHmZ1hUQLdMoUo53,153,9.824167251586914,0.9528833627700806,602,2022-09-19 12:57:18
TUf0lgKblMVtWBwNAfsXbfUD17J2,115,0.895216703414917,848.8305053710938,486,2022-09-19 13:02:01
QxKQ7pT1DqUIOgJ0T8m04nwCUvI3,2,1.160249948501587,15543.73828125,1,2022-09-19 13:02:53
EeycbzKKffgtfO6Zai0G7IC2vE22,9,46.59596633911133,378.82763671875,29,2022-09-19 13:03:10
0XAyyHO1gaSXupqRppS8kWqFphp1,13,0.4098166823387146,0.49916666746139529,18,2022-09-19 13:04:47
25cJcjZ04khIoRM0h3wOkY2b5Zg1,20,0.18530000746250153,5288.853515625,193,2022-09-19 13:05:00
Csxe4GqD8cgDYDrL6RrFX0rcGi73,19,0.4058833420276642,626.1157836914063,80,2022-09-19 13:05:12
OJ5ZIXPZwkPNcXwnCPQ0jXpVCV72,10,7.073533058166504,97.62265014648438,41,2022-09-19 13:05:21
Be4O6pf7obcvptIJELHDgYU1ViH2,26,0.5542333722114563,1152.94384765625,54,2022-09-19 13:06:05
T9EjfabhObgYJcdZBhAa960TaHA3,2,7.467100143432617,1422.8184814453125,5,2022-09-19 13:06:26
yVqfNiLg8rQBsgS25Q8f0EyCccI3,3,0.9650833010673523,0.2207833230495453,0,2022-09-19 13:06:43
StpMEQVLh5QYL0qLNA9Z8LT9qSY2,8,0.5330833196640015,1713.595703125,38,2022-09-19 13:07:38
Li4NKA39dHcMnHcIv02NtoyOOE33,6,0.33143332600593569,932.2418823242188,34,2022-09-19 13:08:03
StpMEQVLh5QYL0qLNA9Z8LT9qSY2,9,0.7665833234786987,0.14186666905879975,38,2022-09-19 13:08:33
f5sNXjqe0tNkBGrT6tUAP02qc572,9,4.603750228881836,209.19595336914063,10,2022-09-19 13:09:16
wzAibZ3uQtMmPIEBReHGZ9kZjdK2,3,0.9605333209037781,698.3906860351563,1,2022-09-19 13:09:25
GBmL1TXwGASZgrJozLJrGSmX5Dp1,4,0.08838333189487457,921.1318359375,0,2022-09-19 13:10:21
JXL55InrQ8gFs3HPSmmQNuKevKZ2,7,0.8128166794776917,0.18854999542236329,0,2022-09-19 13:11:04
46e79lkxreXiQaGerHRYdy1lUIB2,9,1.3388500213623047,28.880733489990236,19,2022-09-19 13:11:51
PDqLqyCWswQu35igvq1hhiLQtD53,8,26.920515060424806,1106.201171875,58,2022-09-19 13:13:46
