uid,number_of_sessions,length_of_sessions,interval_between_sessions,playCount,time_get_info
vtM6daRXSJWnwwLNX5oVykuFSH52,15,1.7168667316436768,977.7532958984376,36,2022-09-15 10:14:53
03m9hpVGztMOhFFRdvf1IPyD4f62,158,27.861499786376953,160.70303344726562,1730,2022-09-15 10:15:26
Ztaj0fzUS9VVApsOxDFq8PF6NWj1,4,1.46833336353302,0.20725001394748688,4,2022-09-15 10:15:49
cXE6QUf07kMpbMykv9GkWSC0Afq1,30,18.053565979003906,1061.3304443359377,21,2022-09-15 10:15:57
cXE6QUf07kMpbMykv9GkWSC0Afq1,31,0.22273333370685572,0.09613333642482758,21,2022-09-15 10:16:17
tcmqp82WKsgaakU9s9JYmTjirsR2,7,3.4304165840148926,1.2231000661849976,22,2022-09-15 10:17:38
Ztaj0fzUS9VVApsOxDFq8PF6NWj1,5,1.038333296775818,1.1267166137695312,5,2022-09-15 10:17:59
rAofSUUmNth6ubyRRakAevrycOf2,10,62.15935134887695,1.0217499732971191,33,2022-09-15 10:21:00
0puxTfORzQSslnxwte7mcebfm9y1,2,0.5540333390235901,0.19913333654403687,0,2022-09-15 10:22:25
JZDXlTmlhwYYgUCdfcfz23h8cUl1,110,1.200166702270508,530.1751708984375,117,2022-09-15 10:23:01
rRfdEwSjZGOq9cnZCPXZPugclQJ2,54,82.3676986694336,653.6976928710938,741,2022-09-15 10:23:40
uUE6ywiRVsXJWZdQaTzw42nvvS52,2,5.283666610717773,53253.046875,5,2022-09-15 10:23:53
PpjhX0wD91M6TIePmYfSnhxQgvJ2,74,2.713916778564453,17.804115295410156,245,2022-09-15 10:23:54
EX0xRtEOrZShCkeWOHceww717p03,23,11.186833381652832,0.915749967098236,69,2022-09-15 10:25:29
s1MUOjY1mdSHAdIdM517SljOPhK2,33,3.699866771697998,1408.9901123046875,75,2022-09-15 10:26:25
hcOVUENCMrScDd3rhNpYSmXTI4v1,20,4.137866497039795,999.7779541015624,79,2022-09-15 10:27:09
r2tIpDHilBR7j8TKC1kwnxZPx2y1,15,3.040183305740357,85.10697937011719,25,2022-09-15 10:27:43
NBMFMY3Fy6SpjxqwSqmwNgJdOD53,8,0.15378333628177646,246.1461639404297,20,2022-09-15 10:27:56
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,27,18.61916732788086,27.38864898681641,131,2022-09-15 10:28:20
TdzS835fuidcT0k8s8kjbprNvFr1,4,3.443716764450073,58.37046813964844,2,2022-09-15 10:29:02
5uhh5N5KXrZNRykxRMjehSL9n4k1,3,11.381067276000975,9400.4091796875,8,2022-09-15 10:29:27
L1OlPSFIwbOZkWF6sOqDnZZ0F402,3,39.71241760253906,779.653076171875,0,2022-09-15 10:29:59
v4rYKFLY8rcOG7NzjzPvxABxRYY2,5,1.0366833209991455,56.45048522949219,30,2022-09-15 10:31:30
L1OlPSFIwbOZkWF6sOqDnZZ0F402,4,0.6359833478927612,1.1799499988555908,0,2022-09-15 10:31:48
r6nmU5sSNohmqShM75xvicq3gHE3,43,3.739399909973145,1416.0521240234375,169,2022-09-15 10:31:49
YfiWDIsCAmfOKawdfS45v2oNUgJ2,48,1.6666666851961057e-05,8377.7236328125,166,2022-09-15 10:32:31
hcOVUENCMrScDd3rhNpYSmXTI4v1,21,4.45401668548584,1.1014999151229858,80,2022-09-15 10:32:42
GyygP0m0qaVXnTEmGmFcPyti7gM2,8,0.2136666625738144,321.2077331542969,7,2022-09-15 10:34:46
PpjhX0wD91M6TIePmYfSnhxQgvJ2,75,9.523932456970217,1.829699993133545,248,2022-09-15 10:35:19
rXzbj2PO1wYN6ybHQeG28Adap1g2,2,8.543149948120117,7.624899864196777,3,2022-09-15 10:36:40
OHxY40poS2ZCWYqXl7Xhg6OCOr72,3,35.23736572265625,597.5936279296875,19,2022-09-15 10:37:03
5W9h2eEsWsVen6D5XE8MqKsemcd2,28,7.2597832679748535,1362.8753662109375,119,2022-09-15 10:37:15
rF3eqSoNtBQ4RhFOuTVRXn58ts73,2,19.707582473754886,101.10526275634766,4,2022-09-15 10:38:38
DXwPzRoRB3YfrcLquKqcdmJOgxk1,3,14.336299896240234,0.45071664452552795,10,2022-09-15 10:38:55
ZA9wtOf0fIdm1pRAPVpGmadWxds2,119,10.281216621398926,314.9431457519531,699,2022-09-15 10:39:32
36mTzp1uBhVNNR3LhEHjsqXyJsq1,4,0.8339166641235352,66.27296447753906,3,2022-09-15 10:40:38
RvSpQ6mlY7d14JmkPVy1ls2xPQT2,4,4.102049827575684,1431.9405517578125,17,2022-09-15 10:41:03
Ynjwhk3FwbMfw9KpxY1DvUqDmZ32,4,0.4809499979019165,1.9981000423431399,0,2022-09-15 10:41:08
11QPHV1tXoU6YKJ9XGQ39yEaYxu1,27,43.48466873168945,1448.5701904296875,225,2022-09-15 10:41:28
eXJNy3GP0kRCDxQEXPhTHUtSp5x1,59,49.02893447875977,2872.536865234375,1143,2022-09-15 10:41:34
r3segjS5sTROskRNOGI856dKqu32,30,0.8374000191688538,485.4200134277344,53,2022-09-15 10:41:48
BP6Vgifp8AhYVSXSOVEWlmjYWnm1,81,1.6666666851961057e-05,29.727933883667003,163,2022-09-15 10:41:49
UIbeYkGcikhXTz9ZrOC5PWCvCtz2,18,5.3921170234680185,749.3849487304688,47,2022-09-15 10:43:26
PywACtNnkuWPpu6KUWaPUV8SLF63,18,23.25663185119629,47.78103256225586,154,2022-09-15 10:45:00
oNKbC5Qk36csm4a3AaWrXq7RsKB3,3,0.141483336687088,24599.873046875,1,2022-09-15 10:45:19
iHmILdtB1DM984MiFaSXB9mVNZI3,8,7.957533359527588,984.678466796875,10,2022-09-15 10:46:10
M4JfWG7DG5UmFc1NmhYgwMnTVe93,22,0.15098333358764648,895.8463134765625,49,2022-09-15 10:47:13
D4MOINPwFfZ1fzTv90LJx6ApVKg2,35,3.846916675567627,736.9884643554688,65,2022-09-15 10:48:04
esOAfBF6McSUNQiAufsyERkGR512,61,2.8112833499908447,316.11334228515625,132,2022-09-15 10:48:15
WMbZlD6nFVbRsGdBfyioxT3tVUu1,10,3.9800000190734868,1282.0645751953125,28,2022-09-15 10:48:55
XscfiSENuRfGOcDmmbVWWbXkdpq1,33,4.540116786956787,1538.411865234375,146,2022-09-15 10:50:17
hcOVUENCMrScDd3rhNpYSmXTI4v1,22,18.041566848754886,0.6029833555221558,81,2022-09-15 10:51:21
HH9OMLptgVXSNuTLKVJb5mivC0n1,19,0.9221499562263488,1091.818603515625,37,2022-09-15 10:53:20
JBfmTChMB0OMLShDtCuODCdBd5u1,4,6.223766803741455,657.1235961914062,8,2022-09-15 10:54:59
hcOVUENCMrScDd3rhNpYSmXTI4v1,23,3.477850198745728,1.428366780281067,82,2022-09-15 10:56:15
lsoHES5jA5SrEPg5hdMLNRM9EdF2,100,2.132766723632813,742.909912109375,567,2022-09-15 10:56:40
DFdWPFtCD6X3a7jcCU83fB1XlvT2,3,0.8208500146865845,1214.777099609375,1,2022-09-15 10:59:16
Tm1PWa4v1vT3l1m2UDIA9mF44Vm2,28,57.13581466674805,913.4244995117188,879,2022-09-15 10:59:35
zt9gjjZ9EsgGvzWbn7GHlzPHmVo1,17,5.439000129699707,47.54884719848633,30,2022-09-15 10:59:42
hcOVUENCMrScDd3rhNpYSmXTI4v1,24,2.863349914550781,0.6601333618164062,83,2022-09-15 10:59:47
PqY1z5Ici3gSU9mKT5XQ20Ig2Z03,23,0.3605666756629944,763.5362548828125,71,2022-09-15 10:59:52
zt9gjjZ9EsgGvzWbn7GHlzPHmVo1,18,1.6666666851961057e-05,0.24913333356380465,30,2022-09-15 10:59:56
fVKVUSDuwzXihCK3Xb3qD8ZnWrM2,3,106.32508087158205,582.8101196289062,14,2022-09-15 11:00:45
OpsfSGNXJuQvSq3PVuSvMkjUjcY2,4,0.6465499997138977,24.208932876586914,6,2022-09-15 11:00:58
xWU9JIWzyrhkqCoXmtAqKnTsqyK2,6,60.44318389892578,743.836669921875,31,2022-09-15 11:01:37
rXzbj2PO1wYN6ybHQeG28Adap1g2,4,1.6666666851961057e-05,3.248766660690308,7,2022-09-15 11:01:39
lsoHES5jA5SrEPg5hdMLNRM9EdF2,101,4.9404330253601065,0.4008166491985321,569,2022-09-15 11:02:00
DAmjuCk27ANLSDmlGA6IvDejZdv1,9,1.8392833471298216,4353.61962890625,17,2022-09-15 11:02:39
zOi8T2t4fZUx2lI8qP8MlaShe8V2,2,36.41671371459961,1.4182167053222656,9,2022-09-15 11:02:45
lVHEUd7GiWb3EOGRoZSMSds4cao1,213,215.62478637695315,598.8515625,599,2022-09-15 11:04:46
lVHEUd7GiWb3EOGRoZSMSds4cao1,214,0.11721666902303696,0.13391666114330292,599,2022-09-15 11:05:02
lVHEUd7GiWb3EOGRoZSMSds4cao1,215,0.4180833101272583,0.100683331489563,600,2022-09-15 11:05:32
yftzWWLVc7VlfARGfessK2WRbFB3,29,0.1616833359003067,62.16780090332031,28,2022-09-15 11:05:37
4GLgYcO2HDXw3CZ676C93vE1L913,133,0.037949997931718826,6.221316337585449,241,2022-09-15 11:05:56
Bz3GtaKsNIS2duPyQFkXIR4YVRL2,8,0.7523000240325928,1408.73583984375,3,2022-09-15 11:06:27
tsasCaHS0Lel1zMsOxYCb0wdfkq1,24,3.4769833087921143,22494.255859375,94,2022-09-15 11:06:50
hcOVUENCMrScDd3rhNpYSmXTI4v1,25,6.621066570281982,0.5756666660308838,85,2022-09-15 11:06:59
lVHEUd7GiWb3EOGRoZSMSds4cao1,216,1.709816575050354,0.12636665999889374,601,2022-09-15 11:07:23
hcOVUENCMrScDd3rhNpYSmXTI4v1,26,0.19681666791439054,0.24576666951179504,85,2022-09-15 11:07:25
0YM6M0z6EYet3TtUvAK7tdARPwI3,28,13.362982749938965,82.39848327636719,145,2022-09-15 11:07:34
lVHEUd7GiWb3EOGRoZSMSds4cao1,217,0.6574833393096924,0.09203333407640456,602,2022-09-15 11:08:07
lVHEUd7GiWb3EOGRoZSMSds4cao1,218,2.0729999542236333,0.08819999545812607,603,2022-09-15 11:10:17
hcOVUENCMrScDd3rhNpYSmXTI4v1,27,3.0186333656311035,0.35101667046546936,86,2022-09-15 11:10:47
DXwPzRoRB3YfrcLquKqcdmJOgxk1,4,5.7901997566223145,27.65988349914551,14,2022-09-15 11:12:22
rRfdEwSjZGOq9cnZCPXZPugclQJ2,55,19.12966728210449,30.30630111694336,746,2022-09-15 11:13:06
V5YiKBxgEZYhTYn8Oo2AuXsyysq1,5,4.758316516876222,1283.2283935546875,5,2022-09-15 11:13:55
FpTH05GMS5V333qDIXW2ZtEcYuq1,5,9.917933464050293,1894.4195556640625,20,2022-09-15 11:13:57
hcOVUENCMrScDd3rhNpYSmXTI4v1,28,3.153916597366333,0.16866666078567505,87,2022-09-15 11:14:07
FDcNfMhM0hNhlwxhitUhHxYqQXe2,7,26.469083786010746,672.1580200195312,0,2022-09-15 11:14:23
hWc7iGAGVKQUN9tFHAfmcxTXfPC3,77,7.52940034866333,323.1015319824219,277,2022-09-15 11:14:27
zTiMiLbN3ZgtpwgbRUDOqLMjGYi2,6,1.171116590499878,23985.2109375,6,2022-09-15 11:15:49
4WtscEtmnlNDu5P5e5a3ufOsBeX2,2,25.07218360900879,1157.7923583984375,2,2022-09-15 11:15:55
TOGDX3SH5cO1W95lzldq5Q2vqdi2,527,14.53516674041748,132.41531372070312,2530,2022-09-15 11:16:52
SJUEAP1wjQZxMJb8OcY8Y4RaCg53,13,5.354799747467041,6192.3447265625,47,2022-09-15 11:16:57
03m9hpVGztMOhFFRdvf1IPyD4f62,159,49.87183380126953,11.966766357421875,1747,2022-09-15 11:17:17
YNvt3RpUEAV9DXnOwd1nGOVWzHZ2,2,1.237616777420044,1.9620833396911617,1,2022-09-15 11:17:21
SJUEAP1wjQZxMJb8OcY8Y4RaCg53,14,0.14365001022815704,0.3703166544437409,47,2022-09-15 11:17:28
lsoHES5jA5SrEPg5hdMLNRM9EdF2,102,14.694799423217775,1.4662333726882937,576,2022-09-15 11:18:10
hzPakIe6HwdPm4c9p66Jmk5FW1I2,2,0.9249666929244996,2.500800132751465,1,2022-09-15 11:18:27
hzPakIe6HwdPm4c9p66Jmk5FW1I2,3,0.1779666692018509,0.21191667020320887,1,2022-09-15 11:18:52
Bz3GtaKsNIS2duPyQFkXIR4YVRL2,9,0.15888333320617676,13.128717422485352,3,2022-09-15 11:19:44
v4rYKFLY8rcOG7NzjzPvxABxRYY2,6,42.99958419799805,5.607866287231445,41,2022-09-15 11:20:03
RmchR9BmUWMKWiJozqUcZiYVhim1,4,184.81895446777344,784.4830322265625,51,2022-09-15 11:20:24
lsoHES5jA5SrEPg5hdMLNRM9EdF2,103,0.5210333466529846,2.072866678237915,576,2022-09-15 11:20:48
f0cfoWz5coZSP73B9r3C7oSbGvp1,3,5.442299842834473,564.5781860351562,1,2022-09-15 11:21:03
DXwPzRoRB3YfrcLquKqcdmJOgxk1,5,2.5980334281921387,6.733766555786133,15,2022-09-15 11:21:42
lsoHES5jA5SrEPg5hdMLNRM9EdF2,104,0.0006500000017695129,0.9998833537101746,577,2022-09-15 11:21:49
hcOVUENCMrScDd3rhNpYSmXTI4v1,29,8.889983177185059,0.24219998717308044,89,2022-09-15 11:23:15
ghgcX4Zvt0RIUCdUz1sW2qJnpuC3,15,0.5427500009536743,460.80706787109375,37,2022-09-15 11:23:53
lsoHES5jA5SrEPg5hdMLNRM9EdF2,105,0.5686166882514954,1.6364667415618896,577,2022-09-15 11:23:57
bDlJkNsTSlY4FXzwAlsBeWODgdO2,6,5.863633155822754,35.5823860168457,21,2022-09-15 11:24:20
ZbkUaTtWfcglEChOy0CzkXfbdvh2,26,13.40561580657959,177.4569854736328,139,2022-09-15 11:25:15
UnCkrcQHL0T9XNAxBu2ay8t11qb2,3,0.8074166774749756,0.06423333287239075,0,2022-09-15 11:25:34
wRK1NzTSJAT54NwIwCejOY3dFcT2,6,5.577116966247559,830.0606689453125,18,2022-09-15 11:26:37
ytkJN785KBSSQ3qzEuRszOeFRdk2,2,9.883400917053224,7.598099708557129,7,2022-09-15 11:28:14
xPsmSQZ6bzXehOnKEMvonWfb3m12,22,39.67024993896485,51.17004776000977,36,2022-09-15 11:29:26
rOtPPOm794d4xvJQ4cULXCYwAyC3,2,2.2721333503723145,0.08100000023841858,1,2022-09-15 11:30:10
hcOVUENCMrScDd3rhNpYSmXTI4v1,30,7.018050193786621,0.366183340549469,90,2022-09-15 11:30:38
BGcQhleIL3gxNGnXc1yIztAQs8T2,2,2.527600049972534,728.398193359375,2,2022-09-15 11:30:50
hzPakIe6HwdPm4c9p66Jmk5FW1I2,4,11.10830020904541,1.5742000341415403,8,2022-09-15 11:31:32
f5hm7Bt1aUNIaNpGjaAIDk6P6wm2,58,2.1256666183471684,1270.091552734375,154,2022-09-15 11:31:53
9UfGvAgq4bZG9EB2tsEz59YJ62k1,8,3.19035005569458,603.5677490234375,41,2022-09-15 11:32:09
hzPakIe6HwdPm4c9p66Jmk5FW1I2,5,0.8759166598320007,1.1859666109085083,9,2022-09-15 11:33:36
LjCwmjgFldg9XrbaajxlyFSfWgJ2,10,64.78489685058594,893.5350341796875,69,2022-09-15 11:33:37
vm1IlvisbRbQAbacQ1LYMXhAPUI2,3,0.2181833237409592,5.263166904449463,0,2022-09-15 11:34:48
zOi8T2t4fZUx2lI8qP8MlaShe8V2,3,0.0,33.13711929321289,9,2022-09-15 11:35:52
hzPakIe6HwdPm4c9p66Jmk5FW1I2,6,1.5576167106628418,1.7920833826065063,10,2022-09-15 11:36:55
RlJhZeVNklhiHVRDLRmClZm3V5J2,5,2.618550062179565,979.7415161132812,10,2022-09-15 11:37:38
zOi8T2t4fZUx2lI8qP8MlaShe8V2,4,1.5708333253860474,0.20846667885780326,10,2022-09-15 11:37:39
0v5xsxslGUWFw7EcDAdxfZb0JGK2,11,5.436283588409424,857.0692749023438,9,2022-09-15 11:38:27
zOi8T2t4fZUx2lI8qP8MlaShe8V2,5,1.221933364868164,0.09728333353996277,10,2022-09-15 11:38:58
Tr2mjesDmuQm2j4d9H29eA4iXsq2,4,0.117616668343544,742.4920043945312,8,2022-09-15 11:39:40
Huaa61LfGIaJVwzDwRCIUc9xNzH3,22,20.418066024780273,373.90673828125,323,2022-09-15 11:39:54
eXJNy3GP0kRCDxQEXPhTHUtSp5x1,60,55.9537353515625,2.350766658782959,1161,2022-09-15 11:39:54
PerHaFawCrVglthYHMzaIgRRwgF3,2,499.31488037109375,0.052533332258462906,15,2022-09-15 11:42:08
IdNiz1rbfugBPEKemygM9nwGbjw2,4,3.260116577148437,222.1317901611328,16,2022-09-15 11:42:17
O0qTyfhNvbYgqDaLycyMP9JUlN82,5,4.564516544342041,11156.0341796875,10,2022-09-15 11:45:28
O0qTyfhNvbYgqDaLycyMP9JUlN82,6,0.2550333440303803,0.07163333147764206,10,2022-09-15 11:45:48
ZGz3AID9FxNkv101LpD2vXXoRRA3,3,0.2320000082254409,0.06813333183526993,0,2022-09-15 11:45:50
bJMSVsALvVU4I3550bw6LwA7gQ12,33,2.488099813461304,999.686279296875,90,2022-09-15 11:46:22
1BabfO9zbDYvWMVqysfWcrq5nMk1,34,11.15684986114502,636.4429321289062,222,2022-09-15 11:46:34
7A9WDC44fic8X0cSZHX1xqL0L5h2,39,0.8793166279792786,1080.9014892578123,51,2022-09-15 11:47:09
Huaa61LfGIaJVwzDwRCIUc9xNzH3,23,5.60545015335083,3.6859667301177983,325,2022-09-15 11:49:11
rF3eqSoNtBQ4RhFOuTVRXn58ts73,3,0.2019166648387909,70.3718490600586,4,2022-09-15 11:49:14
vLuj2sndZuc6Hi0Q5DP5ODxfI0K2,98,5.84601640701294,0.2481333315372467,593,2022-09-15 11:50:42
ZGz3AID9FxNkv101LpD2vXXoRRA3,4,1.7065333127975464,3.3377165794372563,0,2022-09-15 11:50:53
QFd8HUZJmefYbffymcYusD5Slpc2,2,4.058133602142334,0.5032666325569153,4,2022-09-15 11:53:49
yNTeKY164Hh37ZXVRzBOIQoYmu12,326,12.719182968139648,502.4197998046875,2614,2022-09-15 11:54:11
exTKDvui35SWGo5RpjXlH0KooiC2,2,13.44776725769043,0.05623333528637886,0,2022-09-15 11:54:28
LpNIuua8B8XuhTOmaaZzVIJKwk83,8,2.031433343887329,525.4290771484375,33,2022-09-15 11:54:58
UCg11aUh5neT50n3r5sEdXqoDxN2,30,2.8920667171478267,827.5029296875,43,2022-09-15 11:55:29
K1LSKZyDlIY6o1YOvdwToH87IbI2,2,8.649216651916504,23.01241683959961,11,2022-09-15 11:55:54
7qV5dFlRzkV70LL0tPDGd6NGYya2,72,1.379683256149292,460.1348571777344,291,2022-09-15 11:56:34
LpNIuua8B8XuhTOmaaZzVIJKwk83,9,0.8330000042915344,0.949400007724762,33,2022-09-15 11:56:46
Huaa61LfGIaJVwzDwRCIUc9xNzH3,24,7.90779972076416,0.6714499592781067,327,2022-09-15 11:57:46
AT0L2zbP2mN3TZNbGGgkoDaieyM2,3,0.3227500021457672,0.06515000015497208,0,2022-09-15 11:58:08
exTKDvui35SWGo5RpjXlH0KooiC2,3,3.37701678276062,0.2729666829109192,0,2022-09-15 11:58:11
qqbTm3PUXNZ9jbGA1YbrTrmgJAd2,94,18.98331642150879,671.8258666992188,285,2022-09-15 11:58:36
ieCPQZzIXjYatjv5iPSnrYN9Eey1,8,1.4600833654403689,854.189208984375,3,2022-09-15 11:59:07
Ky45TFJFPbU5V3MpJzut5Pm3Emk2,8,1.4999001026153564,674.3521118164062,9,2022-09-15 11:59:09
R04rhhUKsFeXKhGPlNiuWcDIy1k2,33,244.7563781738281,115.65412139892578,97,2022-09-15 11:59:13
pCEX3cQaUwUcSu1D8q1QoMBQbuF2,2,7.328233242034912,50030.42578125,6,2022-09-15 11:59:24
JRzjlufznQUkxjzC0tNk2i13EYH3,3,0.5722166895866394,0.3015333116054535,1,2022-09-15 12:00:21
xX6uzOUcXsVXVyOhZEwSTs9DKmF3,5,1.726683259010315,1978.5902099609373,13,2022-09-15 12:00:37
iUYT01SWp6ZF8zuinFbhu9qJcbU2,3,4.643533229827881,2007.4857177734373,6,2022-09-15 12:00:42
R04rhhUKsFeXKhGPlNiuWcDIy1k2,35,0.3842833340167999,0.12008333206176758,100,2022-09-15 12:01:47
R04rhhUKsFeXKhGPlNiuWcDIy1k2,36,0.1580166667699814,0.3853666484355927,100,2022-09-15 12:02:06
ytkJN785KBSSQ3qzEuRszOeFRdk2,3,1.3472832441329956,33.03106689453125,8,2022-09-15 12:02:37
Zj8SkpSk0OQ6WK8MSMhgqstUSut2,3,1.2149165868759155,15.91688346862793,0,2022-09-15 12:03:25
R04rhhUKsFeXKhGPlNiuWcDIy1k2,37,1.350200057029724,0.12128333002328873,101,2022-09-15 12:03:30
3eYCio3124cjKdPi0Xv9cxbjkXN2,15,6.465250015258789,1387.121826171875,84,2022-09-15 12:03:35
ViUHNUNgbNTrbhsiinftr7o6CES2,9,76.163818359375,383.3734436035156,265,2022-09-15 12:03:49
hqIWoPEvl1b0fxieJjtvFWPIKr32,3,16.742517471313473,0.8903833627700806,25,2022-09-15 12:04:19
ddfa24RDS1UKDZ2qD5xGZbV5Yz43,25,11.436849594116213,468.2562255859375,364,2022-09-15 12:04:32
2vBet4wIxsQqwY8mOaJEqN7UDQZ2,4,4.2230167388916025,426.3395080566406,7,2022-09-15 12:04:36
VRKXU0YE57gTkbACDoPDR7UR2693,10,1.30923330783844,1415.7755126953125,11,2022-09-15 12:04:38
gaQb7DLiqkOZ2YznAnhpwDda8En1,7,29.91129875183105,223.87716674804688,46,2022-09-15 12:05:14
ZbkUaTtWfcglEChOy0CzkXfbdvh2,27,0.4425833523273468,39.57173156738281,139,2022-09-15 12:05:17
exTKDvui35SWGo5RpjXlH0KooiC2,4,8.925366401672363,0.0689999982714653,5,2022-09-15 12:07:10
FaPPyrXOxlQoWupYLYhumaHnKha2,13,87.84428405761719,1121.4609375,73,2022-09-15 12:07:48
