uid,level,time_to_play,ball_popped,ball_drop,shot,is_win,is_first_time_win,powerball,time_get_info
eriQAjT6xzbqGUoSZoLf5dhS6vT2,3,0.36666667461395266,"[0.0,40.0,24.0,0.0,46.0,0.0]","[0.0,13.0,9.0,0.0,14.0,0.0]",8,true,false,1,2022-09-20 09:15:35
cwwg1CzVaBeiqioOyTKfrwOLvB72,20,0.5333333611488342,"[31.0,34.0,18.0,13.0,38.0,0.0]","[0.0,13.0,4.0,6.0,22.0,0.0]",11,true,false,1,2022-09-20 09:16:01
Xqho4u5Gbkctd2UElxb7aH7Az4J2,82,0.8833333253860474,"[27.0,37.0,16.0,18.0,40.0,30.0]","[3.0,4.0,6.0,0.0,6.0,4.0]",32,true,true,0,2022-09-20 09:16:09
KPpJIwjdEgcSm60May5g7188xR13,1727,2.0,"[24.0,0.0,24.0,30.0,31.0,29.0]","[3.0,0.0,2.0,2.0,5.0,4.0]",35,true,true,0,2022-09-20 09:16:09
eriQAjT6xzbqGUoSZoLf5dhS6vT2,5,0.3333333432674408,"[0.0,0.0,27.0,25.0,33.0,17.0]","[0.0,0.0,11.0,24.0,18.0,2.0]",9,true,false,1,2022-09-20 09:16:30
RD6pICGVyUOyyCNoRYcUAhry1053,386,2.0333333015441896,"[49.0,0.0,26.0,36.0,51.0,55.0]","[20.0,0.0,12.0,15.0,11.0,18.0]",41,true,true,0,2022-09-20 09:16:32
cwwg1CzVaBeiqioOyTKfrwOLvB72,20,0.9333333373069763,"[33.0,35.0,21.0,15.0,44.0,0.0]","[1.0,13.0,1.0,8.0,17.0,0.0]",22,true,false,1,2022-09-20 09:17:07
eriQAjT6xzbqGUoSZoLf5dhS6vT2,6,0.5,"[32.0,0.0,27.0,41.0,24.0,42.0]","[0.0,0.0,1.0,3.0,5.0,19.0]",16,true,false,0,2022-09-20 09:17:09
zdoRCxrkv4bIGw2xamGJMig5Mtu1,31,1.8666666746139527,"[87.0,0.0,87.0,80.0,0.0,73.0]","[23.0,0.0,22.0,25.0,0.0,22.0]",38,true,false,1,2022-09-20 09:17:16
Xqho4u5Gbkctd2UElxb7aH7Az4J2,83,1.6166666746139527,"[64.0,57.0,49.0,65.0,46.0,0.0]","[11.0,11.0,1.0,13.0,4.0,0.0]",54,true,true,0,2022-09-20 09:17:55
cwwg1CzVaBeiqioOyTKfrwOLvB72,20,0.44999998807907107,"[26.0,33.0,17.0,13.0,38.0,0.0]","[19.0,17.0,10.0,6.0,24.0,0.0]",6,true,false,1,2022-09-20 09:18:14
p4xnQ4U2jFcJPF2HCOlUp5Td9Xr2,14,1.0,"[55.0,33.0,50.0,8.0,43.0,53.0]","[18.0,9.0,7.0,3.0,19.0,18.0]",27,true,true,1,2022-09-20 09:18:18
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,2,0.6833333373069763,"[10.0,16.0,20.0,0.0,16.0,14.0]","[6.0,10.0,15.0,0.0,16.0,12.0]",3,true,true,1,2022-09-20 09:18:57
eriQAjT6xzbqGUoSZoLf5dhS6vT2,7,1.1166666746139527,"[42.0,41.0,54.0,27.0,34.0,0.0]","[5.0,1.0,5.0,0.0,8.0,0.0]",32,true,false,0,2022-09-20 09:19:00
OqxKvYHSwEMauRDZ7G7sbg6RQOL2,2,0.4833333194255829,"[11.0,15.0,19.0,0.0,16.0,13.0]","[6.0,10.0,19.0,0.0,16.0,9.0]",3,true,true,1,2022-09-20 09:19:26
p4xnQ4U2jFcJPF2HCOlUp5Td9Xr2,15,1.1833332777023316,"[42.0,22.0,42.0,30.0,15.0,31.0]","[8.0,4.0,2.0,3.0,5.0,18.0]",29,false,false,1,2022-09-20 09:19:37
eriQAjT6xzbqGUoSZoLf5dhS6vT2,8,0.800000011920929,"[26.0,31.0,45.0,57.0,0.0,33.0]","[3.0,4.0,1.0,9.0,0.0,1.0]",31,true,false,0,2022-09-20 09:20:35
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,3,0.5833333134651184,"[0.0,38.0,24.0,0.0,44.0,0.0]","[0.0,24.0,9.0,0.0,31.0,0.0]",4,true,true,1,2022-09-20 09:20:36
zga4eMwnVyPkIHOr2flJkqJyCtT2,225,1.850000023841858,"[56.0,52.0,81.0,16.0,49.0,50.0]","[10.0,8.0,12.0,9.0,13.0,9.0]",42,true,true,5,2022-09-20 09:20:59
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,4,0.6833333373069763,"[66.0,0.0,0.0,0.0,88.0,0.0]","[37.0,0.0,0.0,0.0,23.0,0.0]",7,true,true,0,2022-09-20 09:21:28
gUxmf47LdTbxzUDEk44jl0Ccgjq2,2,1.149999976158142,"[15.0,23.0,27.0,0.0,18.0,14.0]","[4.0,8.0,24.0,0.0,10.0,14.0]",30,false,false,1,2022-09-20 09:21:34
eriQAjT6xzbqGUoSZoLf5dhS6vT2,9,0.4833333194255829,"[82.0,62.0,73.0,0.0,75.0,0.0]","[26.0,43.0,49.0,0.0,56.0,0.0]",16,true,false,0,2022-09-20 09:22:04
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,5,1.0333333015441895,"[0.0,0.0,30.0,26.0,34.0,16.0]","[0.0,0.0,11.0,25.0,22.0,8.0]",13,true,true,1,2022-09-20 09:22:48
zga4eMwnVyPkIHOr2flJkqJyCtT2,226,1.6666666269302369,"[41.0,0.0,20.0,36.0,28.0,26.0]","[4.0,0.0,0.0,2.0,5.0,2.0]",36,false,false,0,2022-09-20 09:22:49
eriQAjT6xzbqGUoSZoLf5dhS6vT2,10,0.6166666746139526,"[29.0,31.0,30.0,17.0,21.0,0.0]","[7.0,0.0,0.0,0.0,8.0,0.0]",15,true,false,2,2022-09-20 09:23:54
lyXmEAO9uIYb1beo1hqtw1xuMEC2,113,1.9833333492279053,"[59.0,0.0,63.0,80.0,0.0,57.0]","[15.0,0.0,15.0,19.0,0.0,12.0]",40,true,true,0,2022-09-20 09:24:02
zga4eMwnVyPkIHOr2flJkqJyCtT2,226,1.149999976158142,"[43.0,0.0,11.0,30.0,21.0,22.0]","[0.0,0.0,0.0,0.0,0.0,0.0]",36,false,false,0,2022-09-20 09:24:06
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,6,1.1833332777023316,"[31.0,0.0,27.0,39.0,24.0,45.0]","[8.0,0.0,7.0,19.0,6.0,19.0]",16,true,true,1,2022-09-20 09:24:09
p4xnQ4U2jFcJPF2HCOlUp5Td9Xr2,15,2.866666555404663,"[49.0,21.0,50.0,44.0,28.0,34.0]","[21.0,3.0,29.0,7.0,12.0,5.0]",28,true,true,4,2022-09-20 09:24:22
eriQAjT6xzbqGUoSZoLf5dhS6vT2,11,0.6000000238418579,"[0.0,0.0,54.0,60.0,29.0,41.0]","[0.0,0.0,2.0,12.0,0.0,11.0]",19,true,false,0,2022-09-20 09:25:16
0VDc0oSIirPvs2Ipxw4KPWtkBaT2,32,2.2833333015441896,"[38.0,48.0,76.0,54.0,7.0,58.0]","[2.0,3.0,7.0,11.0,0.0,7.0]",42,true,true,0,2022-09-20 09:25:18
D2vtwBDgwKaO8pltjmso8dTGXLn2,50974,1.0,"[31.0,0.0,18.0,25.0,26.0,25.0]","[4.0,0.0,9.0,0.0,0.0,0.0]",29,true,true,0,2022-09-20 09:25:44
p4xnQ4U2jFcJPF2HCOlUp5Td9Xr2,16,1.4500000476837159,"[21.0,15.0,20.0,18.0,24.0,35.0]","[11.0,8.0,13.0,7.0,6.0,15.0]",12,true,true,2,2022-09-20 09:26:05
lyXmEAO9uIYb1beo1hqtw1xuMEC2,114,1.7999999523162842,"[38.0,67.0,9.0,32.0,0.0,27.0]","[15.0,1.0,1.0,3.0,0.0,7.0]",40,true,true,0,2022-09-20 09:26:35
eriQAjT6xzbqGUoSZoLf5dhS6vT2,12,0.3333333432674408,"[0.0,0.0,53.0,0.0,63.0,40.0]","[0.0,0.0,25.0,0.0,11.0,6.0]",12,true,false,0,2022-09-20 09:26:41
zdoRCxrkv4bIGw2xamGJMig5Mtu1,31,1.8333333730697632,"[84.0,0.0,86.0,80.0,0.0,71.0]","[27.0,0.0,16.0,25.0,0.0,28.0]",36,true,false,0,2022-09-20 09:27:05
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,7,3.1500000953674318,"[36.0,44.0,54.0,23.0,29.0,0.0]","[18.0,6.0,14.0,8.0,17.0,0.0]",24,true,true,3,2022-09-20 09:27:27
qt2UxwOoZBQ9vhDQ1AGL9s2UYV63,2,1.100000023841858,"[11.0,16.0,19.0,0.0,17.0,14.0]","[7.0,10.0,19.0,0.0,13.0,6.0]",6,true,true,1,2022-09-20 09:27:31
gR5rVklV3oWGjhzkpRINJDDNVyZ2,9,1.1833332777023316,"[82.0,62.0,76.0,0.0,79.0,0.0]","[41.0,42.0,40.0,0.0,46.0,0.0]",23,true,true,0,2022-09-20 09:27:42
eriQAjT6xzbqGUoSZoLf5dhS6vT2,13,0.6833333373069763,"[29.0,0.0,23.0,93.0,31.0,0.0]","[15.0,0.0,8.0,15.0,15.0,0.0]",23,true,false,0,2022-09-20 09:27:44
0VDc0oSIirPvs2Ipxw4KPWtkBaT2,33,2.133333444595337,"[37.0,0.0,43.0,65.0,60.0,0.0]","[9.0,0.0,11.0,15.0,18.0,0.0]",37,true,true,0,2022-09-20 09:28:38
eriQAjT6xzbqGUoSZoLf5dhS6vT2,14,0.5833333134651184,"[0.0,27.0,44.0,0.0,89.0,18.0]","[0.0,0.0,7.0,0.0,4.0,10.0]",20,true,false,0,2022-09-20 09:29:03
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,8,1.4500000476837159,"[23.0,27.0,42.0,56.0,0.0,31.0]","[9.0,8.0,6.0,18.0,0.0,3.0]",18,true,true,2,2022-09-20 09:29:04
lyXmEAO9uIYb1beo1hqtw1xuMEC2,115,2.4166667461395265,"[0.0,0.0,122.0,127.0,0.0,114.0]","[0.0,0.0,25.0,26.0,0.0,16.0]",53,true,true,0,2022-09-20 09:29:13
gR5rVklV3oWGjhzkpRINJDDNVyZ2,10,1.3666666746139527,"[31.0,34.0,34.0,17.0,20.0,0.0]","[3.0,0.0,0.0,0.0,13.0,0.0]",18,true,true,1,2022-09-20 09:29:52
zga4eMwnVyPkIHOr2flJkqJyCtT2,227,1.5166666507720948,"[35.0,0.0,31.0,22.0,33.0,20.0]","[8.0,0.0,12.0,8.0,1.0,1.0]",30,true,true,3,2022-09-20 09:30:02
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,9,0.8999999761581421,"[82.0,61.0,73.0,0.0,74.0,0.0]","[29.0,48.0,51.0,0.0,62.0,0.0]",14,true,true,0,2022-09-20 09:30:07
pllcXiqvGabI0f6X6ApMMGEuS2F3,136,1.5833333730697632,"[41.0,25.0,53.0,22.0,18.0,41.0]","[7.0,3.0,11.0,0.0,0.0,10.0]",37,true,true,0,2022-09-20 09:30:23
D2vtwBDgwKaO8pltjmso8dTGXLn2,50976,0.8666666746139526,"[34.0,0.0,34.0,33.0,27.0,26.0]","[3.0,0.0,8.0,8.0,5.0,2.0]",27,true,true,0,2022-09-20 09:30:32
eriQAjT6xzbqGUoSZoLf5dhS6vT2,15,0.8833333253860474,"[42.0,0.0,44.0,59.0,0.0,60.0]","[10.0,0.0,0.0,12.0,0.0,9.0]",14,true,false,10,2022-09-20 09:30:44
zga4eMwnVyPkIHOr2flJkqJyCtT2,228,1.2999999523162842,"[32.0,0.0,32.0,35.0,32.0,27.0]","[0.0,0.0,6.0,4.0,6.0,8.0]",31,true,true,1,2022-09-20 09:31:20
pllcXiqvGabI0f6X6ApMMGEuS2F3,137,0.9333333373069763,"[38.0,0.0,60.0,32.0,0.0,24.0]","[7.0,0.0,6.0,6.0,0.0,4.0]",25,true,true,0,2022-09-20 09:31:25
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,10,1.4833333492279053,"[29.0,38.0,32.0,17.0,21.0,0.0]","[13.0,6.0,7.0,0.0,8.0,0.0]",18,true,true,2,2022-09-20 09:31:51
gR5rVklV3oWGjhzkpRINJDDNVyZ2,11,1.7833333015441895,"[0.0,0.0,59.0,67.0,28.0,41.0]","[0.0,0.0,2.0,7.0,13.0,12.0]",30,true,true,0,2022-09-20 09:31:54
D2vtwBDgwKaO8pltjmso8dTGXLn2,50977,1.1333333253860474,"[33.0,0.0,36.0,38.0,36.0,28.0]","[11.0,0.0,8.0,9.0,5.0,9.0]",36,true,true,0,2022-09-20 09:31:55
eriQAjT6xzbqGUoSZoLf5dhS6vT2,16,0.6000000238418579,"[36.0,27.0,14.0,43.0,0.0,41.0]","[13.0,0.0,0.0,8.0,0.0,9.0]",22,true,false,0,2022-09-20 09:32:20
zga4eMwnVyPkIHOr2flJkqJyCtT2,229,1.4166666269302369,"[21.0,21.0,28.0,0.0,19.0,20.0]","[0.0,1.0,3.0,0.0,2.0,7.0]",22,false,false,2,2022-09-20 09:32:55
yDL7CO28dePkke4QJfRZNP85WB13,38,2.383333444595337,"[67.0,0.0,86.0,72.0,0.0,84.0]","[11.0,0.0,19.0,9.0,0.0,9.0]",53,false,false,0,2022-09-20 09:32:58
gR5rVklV3oWGjhzkpRINJDDNVyZ2,12,0.8333333134651184,"[0.0,0.0,58.0,0.0,63.0,41.0]","[0.0,0.0,4.0,0.0,16.0,17.0]",16,true,true,0,2022-09-20 09:33:35
eriQAjT6xzbqGUoSZoLf5dhS6vT2,17,0.7166666388511658,"[0.0,0.0,55.0,32.0,31.0,44.0]","[0.0,0.0,4.0,3.0,18.0,6.0]",20,true,false,0,2022-09-20 09:34:00
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,11,2.25,"[0.0,0.0,55.0,58.0,30.0,45.0]","[0.0,0.0,14.0,31.0,6.0,14.0]",22,true,true,2,2022-09-20 09:34:16
zga4eMwnVyPkIHOr2flJkqJyCtT2,229,1.399999976158142,"[21.0,25.0,29.0,0.0,21.0,26.0]","[0.0,1.0,2.0,0.0,1.0,5.0]",22,false,false,1,2022-09-20 09:34:25
GJX88U9jx9XCOxcPaorQ76b4CNp2,500,6.016666889190674,"[40.0,20.0,36.0,27.0,25.0,0.0]","[2.0,1.0,11.0,9.0,7.0,0.0]",35,false,false,0,2022-09-20 09:34:42
JnSlap98xed8LAGxDjrvEcxNj1e2,24,1.4500000476837159,"[25.0,32.0,35.0,29.0,57.0,0.0]","[0.0,2.0,1.0,0.0,3.0,0.0]",34,true,true,0,2022-09-20 09:35:05
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,12,0.699999988079071,"[0.0,0.0,51.0,0.0,63.0,40.0]","[0.0,0.0,18.0,0.0,15.0,20.0]",10,true,true,1,2022-09-20 09:35:07
p4xnQ4U2jFcJPF2HCOlUp5Td9Xr2,17,1.0666667222976685,"[0.0,0.0,54.0,31.0,33.0,43.0]","[0.0,0.0,8.0,5.0,9.0,16.0]",19,true,true,0,2022-09-20 09:35:24
gR5rVklV3oWGjhzkpRINJDDNVyZ2,13,1.8666666746139527,"[32.0,0.0,28.0,94.0,38.0,0.0]","[14.0,0.0,13.0,9.0,5.0,0.0]",34,true,true,0,2022-09-20 09:35:38
zga4eMwnVyPkIHOr2flJkqJyCtT2,229,1.3166667222976685,"[20.0,25.0,21.0,0.0,29.0,28.0]","[0.0,5.0,9.0,0.0,14.0,6.0]",22,true,true,1,2022-09-20 09:35:47
D2vtwBDgwKaO8pltjmso8dTGXLn2,50979,1.0666667222976685,"[17.0,0.0,24.0,20.0,24.0,26.0]","[0.0,0.0,5.0,3.0,0.0,0.0]",28,true,true,0,2022-09-20 09:35:50
eriQAjT6xzbqGUoSZoLf5dhS6vT2,18,1.25,"[31.0,18.0,44.0,48.0,41.0,0.0]","[11.0,7.0,10.0,6.0,7.0,0.0]",24,true,false,0,2022-09-20 09:36:06
JnSlap98xed8LAGxDjrvEcxNj1e2,25,1.3166667222976685,"[53.0,37.0,24.0,25.0,46.0,0.0]","[0.0,0.0,4.0,5.0,1.0,0.0]",33,true,true,0,2022-09-20 09:36:34
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,13,1.649999976158142,"[28.0,0.0,21.0,101.0,29.0,0.0]","[19.0,0.0,9.0,14.0,16.0,0.0]",20,true,true,0,2022-09-20 09:36:56
gR5rVklV3oWGjhzkpRINJDDNVyZ2,14,1.2833333015441895,"[3.0,26.0,45.0,0.0,90.0,19.0]","[0.0,0.0,3.0,0.0,11.0,1.0]",23,true,true,0,2022-09-20 09:37:04
eriQAjT6xzbqGUoSZoLf5dhS6vT2,19,0.4166666567325592,"[40.0,0.0,35.0,0.0,27.0,38.0]","[13.0,0.0,9.0,0.0,7.0,15.0]",13,true,false,0,2022-09-20 09:37:14
zga4eMwnVyPkIHOr2flJkqJyCtT2,230,1.6166666746139527,"[35.0,71.0,0.0,46.0,82.0,56.0]","[27.0,3.0,0.0,6.0,17.0,11.0]",40,false,false,2,2022-09-20 09:37:34
JnSlap98xed8LAGxDjrvEcxNj1e2,26,1.0166666507720948,"[14.0,0.0,36.0,21.0,56.0,52.0]","[0.0,0.0,13.0,0.0,11.0,30.0]",28,true,true,0,2022-09-20 09:37:44
Vvrcne2hheTZUx7Kkwuqmd3d7Pz2,6,1.0,"[31.0,0.0,28.0,39.0,22.0,45.0]","[8.0,0.0,9.0,15.0,16.0,1.0]",12,true,true,0,2022-09-20 09:37:48
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,14,1.2166666984558106,"[1.0,27.0,42.0,0.0,90.0,18.0]","[0.0,0.0,7.0,0.0,3.0,7.0]",20,true,true,0,2022-09-20 09:38:20
JnSlap98xed8LAGxDjrvEcxNj1e2,27,1.0833333730697632,"[45.0,0.0,31.0,42.0,0.0,79.0]","[9.0,0.0,16.0,0.0,0.0,3.0]",34,true,true,0,2022-09-20 09:39:00
eriQAjT6xzbqGUoSZoLf5dhS6vT2,20,0.6000000238418579,"[28.0,36.0,18.0,13.0,39.0,0.0]","[6.0,14.0,4.0,6.0,16.0,0.0]",11,true,false,1,2022-09-20 09:39:19
zga4eMwnVyPkIHOr2flJkqJyCtT2,230,1.6333333253860474,"[63.0,91.0,0.0,47.0,96.0,55.0]","[8.0,18.0,0.0,5.0,24.0,1.0]",40,false,false,3,2022-09-20 09:39:19
gR5rVklV3oWGjhzkpRINJDDNVyZ2,15,2.066666603088379,"[48.0,0.0,53.0,62.0,0.0,62.0]","[7.0,0.0,9.0,20.0,0.0,8.0]",31,true,true,1,2022-09-20 09:39:24
3F8OIMfhiJRI9LN8VlYLrxsRIKx2,18,2.4000000953674318,"[36.0,21.0,49.0,46.0,41.0,0.0]","[8.0,7.0,7.0,9.0,13.0,0.0]",35,true,true,0,2022-09-20 09:39:54
zdoRCxrkv4bIGw2xamGJMig5Mtu1,10,2.183333396911621,"[31.0,38.0,33.0,22.0,21.0,0.0]","[3.0,0.0,0.0,0.0,8.0,0.0]",23,true,false,1,2022-09-20 09:40:13
JnSlap98xed8LAGxDjrvEcxNj1e2,28,1.1666666269302369,"[34.0,60.0,62.0,0.0,0.0,42.0]","[4.0,11.0,5.0,0.0,0.0,5.0]",35,true,true,0,2022-09-20 09:40:26
eriQAjT6xzbqGUoSZoLf5dhS6vT2,21,0.800000011920929,"[83.0,0.0,71.0,0.0,68.0,0.0]","[0.0,0.0,14.0,0.0,7.0,0.0]",28,true,false,0,2022-09-20 09:41:02
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,15,2.5166666507720949,"[48.0,0.0,50.0,65.0,0.0,64.0]","[10.0,0.0,15.0,13.0,0.0,12.0]",34,true,true,3,2022-09-20 09:41:03
Vvrcne2hheTZUx7Kkwuqmd3d7Pz2,7,2.9666666984558107,"[36.0,41.0,50.0,23.0,29.0,0.0]","[12.0,6.0,10.0,4.0,16.0,0.0]",18,true,true,3,2022-09-20 09:41:12
gR5rVklV3oWGjhzkpRINJDDNVyZ2,16,2.0166666507720949,"[39.0,28.0,16.0,50.0,0.0,41.0]","[15.0,7.0,0.0,3.0,0.0,18.0]",28,true,true,0,2022-09-20 09:41:44
Xqho4u5Gbkctd2UElxb7aH7Az4J2,88,0.8500000238418579,"[75.0,0.0,34.0,25.0,28.0,0.0]","[10.0,0.0,15.0,17.0,8.0,0.0]",24,true,true,0,2022-09-20 09:41:55
eriQAjT6xzbqGUoSZoLf5dhS6vT2,22,0.6666666865348816,"[52.0,0.0,15.0,38.0,33.0,39.0]","[0.0,0.0,0.0,4.0,15.0,2.0]",19,true,false,0,2022-09-20 09:42:33
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,16,1.4833333492279053,"[37.0,27.0,15.0,44.0,0.0,44.0]","[10.0,0.0,1.0,4.0,0.0,7.0]",26,true,true,1,2022-09-20 09:42:43
gR5rVklV3oWGjhzkpRINJDDNVyZ2,17,1.0499999523162842,"[0.0,0.0,54.0,32.0,33.0,44.0]","[0.0,0.0,3.0,2.0,9.0,18.0]",21,true,true,0,2022-09-20 09:42:57
050esJCBNDTmqKbEP0FI4tfkAvy1,24,1.7666666507720948,"[23.0,33.0,36.0,33.0,57.0,0.0]","[0.0,0.0,2.0,0.0,3.0,0.0]",34,true,true,1,2022-09-20 09:42:59
8T4yY2KbENTlGtZny7x5IfXKBRK2,1,0.550000011920929,"[45.0,0.0,43.0,0.0,0.0,0.0]","[0.0,0.0,18.0,0.0,0.0,0.0]",9,true,false,0,2022-09-20 09:43:10
Vvrcne2hheTZUx7Kkwuqmd3d7Pz2,8,1.850000023841858,"[27.0,28.0,45.0,56.0,0.0,32.0]","[0.0,0.0,0.0,6.0,0.0,0.0]",29,true,true,0,2022-09-20 09:43:48
eriQAjT6xzbqGUoSZoLf5dhS6vT2,23,1.4166666269302369,"[99.0,0.0,85.0,65.0,97.0,86.0]","[18.0,0.0,14.0,0.0,8.0,4.0]",49,true,false,0,2022-09-20 09:44:09
UdeVT9OeOeW42AEyPhOeuMcX7Vy1,1190,2.816666603088379,"[47.0,41.0,51.0,105.0,26.0,34.0]","[3.0,1.0,2.0,2.0,0.0,4.0]",35,true,true,1,2022-09-20 09:44:15
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,17,1.5666667222976685,"[0.0,0.0,55.0,32.0,39.0,45.0]","[0.0,0.0,8.0,5.0,5.0,1.0]",27,true,true,1,2022-09-20 09:44:25
050esJCBNDTmqKbEP0FI4tfkAvy1,25,1.2833333015441895,"[53.0,34.0,24.0,24.0,48.0,0.0]","[0.0,12.0,8.0,4.0,3.0,0.0]",31,true,true,0,2022-09-20 09:44:33
gR5rVklV3oWGjhzkpRINJDDNVyZ2,18,1.6833332777023316,"[30.0,18.0,48.0,48.0,44.0,0.0]","[15.0,7.0,3.0,6.0,1.0,0.0]",30,true,true,0,2022-09-20 09:44:53
zga4eMwnVyPkIHOr2flJkqJyCtT2,230,1.600000023841858,"[61.0,82.0,0.0,48.0,107.0,59.0]","[28.0,7.0,0.0,17.0,21.0,20.0]",39,true,true,2,2022-09-20 09:45:02
UdeVT9OeOeW42AEyPhOeuMcX7Vy1,1191,0.9666666388511658,"[30.0,0.0,46.0,42.0,15.0,38.0]","[12.0,0.0,11.0,17.0,4.0,11.0]",27,true,true,0,2022-09-20 09:45:20
Vvrcne2hheTZUx7Kkwuqmd3d7Pz2,9,0.8833333253860474,"[81.0,62.0,73.0,0.0,77.0,0.0]","[33.0,34.0,51.0,0.0,47.0,0.0]",17,true,true,0,2022-09-20 09:45:38
eriQAjT6xzbqGUoSZoLf5dhS6vT2,24,0.9833333492279053,"[20.0,31.0,34.0,28.0,58.0,0.0]","[2.0,8.0,4.0,4.0,4.0,0.0]",27,true,false,0,2022-09-20 09:46:00
UdeVT9OeOeW42AEyPhOeuMcX7Vy1,1192,0.8666666746139526,"[22.0,0.0,23.0,25.0,19.0,20.0]","[1.0,0.0,3.0,4.0,4.0,5.0]",28,true,true,0,2022-09-20 09:46:18
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,18,1.7999999523162842,"[32.0,18.0,45.0,48.0,41.0,0.0]","[11.0,7.0,7.0,6.0,3.0,0.0]",26,true,true,1,2022-09-20 09:46:21
zga4eMwnVyPkIHOr2flJkqJyCtT2,231,1.25,"[23.0,0.0,31.0,28.0,38.0,12.0]","[3.0,0.0,5.0,4.0,14.0,0.0]",29,true,true,1,2022-09-20 09:46:25
WKHtuKXmX4ThE3j2lIlT39Y2xGn2,8,1.3166667222976685,"[25.0,28.0,44.0,59.0,0.0,29.0]","[6.0,0.0,0.0,3.0,0.0,8.0]",26,true,true,0,2022-09-20 09:46:31
gR5rVklV3oWGjhzkpRINJDDNVyZ2,19,1.4166666269302369,"[41.0,0.0,37.0,0.0,32.0,40.0]","[10.0,0.0,9.0,0.0,4.0,6.0]",18,true,true,0,2022-09-20 09:46:38
Rzavp86JavcYrdMkrkyOFcrwvm92,2,0.8833333253860474,"[11.0,15.0,20.0,0.0,17.0,13.0]","[0.0,10.0,12.0,0.0,13.0,9.0]",6,true,true,1,2022-09-20 09:47:04
UdeVT9OeOeW42AEyPhOeuMcX7Vy1,1193,1.1833332777023316,"[31.0,0.0,24.0,35.0,34.0,23.0]","[3.0,0.0,3.0,4.0,1.0,6.0]",36,true,true,0,2022-09-20 09:47:36
zga4eMwnVyPkIHOr2flJkqJyCtT2,232,1.0833333730697632,"[6.0,0.0,21.0,13.0,16.0,9.0]","[0.0,0.0,4.0,4.0,8.0,2.0]",20,true,true,1,2022-09-20 09:47:38
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,19,1.149999976158142,"[39.0,0.0,37.0,0.0,28.0,42.0]","[12.0,0.0,9.0,0.0,5.0,15.0]",16,true,true,0,2022-09-20 09:47:41
eriQAjT6xzbqGUoSZoLf5dhS6vT2,25,0.8666666746139526,"[53.0,37.0,25.0,26.0,44.0,0.0]","[0.0,1.0,4.0,4.0,2.0,0.0]",33,true,false,0,2022-09-20 09:47:43
JCH2xcIIZ8h7yQTJKJNppkth8Ou2,4795,1.1333333253860474,"[35.0,48.0,35.0,31.0,7.0,37.0]","[12.0,13.0,18.0,0.0,2.0,11.0]",28,true,true,0,2022-09-20 09:47:57
WKHtuKXmX4ThE3j2lIlT39Y2xGn2,9,0.6333333253860474,"[78.0,61.0,75.0,0.0,76.0,0.0]","[59.0,48.0,38.0,0.0,49.0,0.0]",14,true,true,0,2022-09-20 09:47:57
Rzavp86JavcYrdMkrkyOFcrwvm92,3,0.7333333492279053,"[0.0,36.0,25.0,0.0,45.0,0.0]","[0.0,36.0,16.0,0.0,22.0,0.0]",3,true,true,1,2022-09-20 09:48:24
egMxPETQYmTGSSPmnlvy2BUHscs2,2,0.6333333253860474,"[10.0,16.0,20.0,0.0,17.0,13.0]","[6.0,4.0,14.0,0.0,13.0,9.0]",6,true,true,1,2022-09-20 09:48:43
IckIz5Jbs4fuYbRt3UBEu27oqjM2,14,1.350000023841858,"[0.0,26.0,44.0,0.0,92.0,16.0]","[0.0,0.0,5.0,0.0,4.0,16.0]",18,true,true,1,2022-09-20 09:48:53
MH0VzFfWmwZ5LLOrYgeBSJKSRWH3,20,0.8833333253860474,"[29.0,34.0,18.0,13.0,38.0,0.0]","[6.0,13.0,4.0,6.0,22.0,0.0]",9,true,true,1,2022-09-20 09:48:55
N6GrGbfHZNME1U8PoJMduuc71Rz1,4106,2.0333333015441896,"[28.0,0.0,38.0,17.0,22.0,37.0]","[5.0,0.0,6.0,1.0,4.0,9.0]",35,true,true,1,2022-09-20 09:49:04
zga4eMwnVyPkIHOr2flJkqJyCtT2,233,1.2999999523162842,"[32.0,15.0,33.0,0.0,23.0,22.0]","[2.0,3.0,1.0,0.0,3.0,3.0]",36,false,false,0,2022-09-20 09:49:06
