uid,level,time_to_play,ball_popped,ball_drop,shot,is_win,is_first_time_win,powerball,version_name,time_get_info
hDDyNIif8DNjd1Qi3zuLz4vMr0s2,49,2.1666667461395264,"[46.0,0.0,43.0,44.0,27.0,0.0]","[6.0,0.0,3.0,3.0,6.0,0.0]",30,False,False,0,1.30.1,2022-09-16 23:11:28
YEM3ByA0kqdZgSdc3Eye9vBPjBL2,2,0.8500000238418579,"[11.0,16.0,22.0,0.0,18.0,12.0]","[6.0,11.0,8.0,0.0,10.0,12.0]",8,True,True,1,1.30.1,2022-09-16 23:11:28
67ZDyUMcGYRgAzzOnCg8CuYY9Ma2,3,0.3666666746139527,"[0.0,38.0,25.0,0.0,47.0,0.0]","[0.0,26.0,9.0,0.0,11.0,0.0]",8,True,True,1,1.30.1,2022-09-16 23:11:28
PerHaFawCrVglthYHMzaIgRRwgF3,14,1.3166667222976685,"[9.0,27.0,43.0,0.0,104.0,20.0]","[0.0,0.0,9.0,0.0,3.0,4.0]",45,False,False,0,1.30.1,2022-09-16 23:11:28
zC8S0Mo7cfVMf5idVrlLZJIzs0p2,35,3.0166666507720947,"[119.0,83.0,0.0,0.0,0.0,82.0]","[41.0,30.0,0.0,0.0,0.0,4.0]",48,False,False,7,1.30.1,2022-09-16 23:11:28
wawWmbZA58anmz0Vf12ECjjiWq12,8,3.049999952316284,"[23.0,28.0,49.0,61.0,0.0,31.0]","[10.0,0.0,7.0,10.0,0.0,10.0]",30,True,True,1,1.30.1,2022-09-16 23:11:28
YEM3ByA0kqdZgSdc3Eye9vBPjBL2,3,0.5333333611488342,"[0.0,37.0,24.0,0.0,47.0,0.0]","[0.0,29.0,13.0,0.0,6.0,0.0]",6,True,True,1,1.30.1,2022-09-16 23:11:28
67ZDyUMcGYRgAzzOnCg8CuYY9Ma2,4,0.25,"[64.0,0.0,0.0,0.0,88.0,0.0]","[30.0,0.0,0.0,0.0,12.0,0.0]",7,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,132,1.600000023841858,"[0.0,46.0,51.0,51.0,49.0,62.0]","[0.0,4.0,4.0,7.0,6.0,15.0]",48,True,True,0,1.30.1,2022-09-16 23:11:28
lLe3zsGRYVUQQfsumpQzVFetjl83,44,2.299999952316284,"[37.0,46.0,0.0,0.0,73.0,63.0]","[11.0,8.0,0.0,0.0,11.0,11.0]",28,True,True,0,1.30.1,2022-09-16 23:11:28
eD7jaYB30PdV6EI5vHEaUOyPuCq2,13,1.2166666984558103,"[30.0,0.0,29.0,89.0,39.0,0.0]","[18.0,0.0,9.0,14.0,7.0,0.0]",33,True,True,0,1.30.1,2022-09-16 23:11:28
R8ncL6pzJjhB3aAmguPZmwzm6r82,50736,0.7666666507720947,"[29.0,0.0,25.0,26.0,22.0,23.0]","[0.0,0.0,3.0,0.0,3.0,0.0]",28,True,True,0,1.30.1,2022-09-16 23:11:28
hDDyNIif8DNjd1Qi3zuLz4vMr0s2,49,1.5833333730697632,"[59.0,0.0,38.0,49.0,38.0,0.0]","[13.0,0.0,8.0,1.0,3.0,0.0]",29,True,True,0,1.30.1,2022-09-16 23:11:28
h544JxiIk3caFnxAYlBEZEMe2Dp1,29,1.7333333492279053,"[62.0,27.0,0.0,36.0,46.0,46.0]","[1.0,2.0,0.0,8.0,13.0,13.0]",34,True,True,0,1.30.1,2022-09-16 23:11:28
wawWmbZA58anmz0Vf12ECjjiWq12,9,1.1833332777023315,"[80.0,63.0,74.0,0.0,78.0,0.0]","[45.0,35.0,50.0,0.0,41.0,0.0]",19,True,True,0,1.30.1,2022-09-16 23:11:28
eD7jaYB30PdV6EI5vHEaUOyPuCq2,14,0.7166666388511658,"[2.0,27.0,44.0,0.0,90.0,19.0]","[0.0,1.0,9.0,0.0,3.0,4.0]",24,True,True,0,1.30.1,2022-09-16 23:11:28
hDDyNIif8DNjd1Qi3zuLz4vMr0s2,50,1.1666666269302368,"[29.0,61.0,49.0,38.0,0.0,35.0]","[6.0,1.0,8.0,7.0,0.0,17.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,133,1.399999976158142,"[0.0,45.0,44.0,0.0,44.0,34.0]","[0.0,4.0,6.0,0.0,4.0,4.0]",36,False,False,0,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1271,0.9499999880790708,"[18.0,0.0,29.0,23.0,25.0,22.0]","[4.0,0.0,4.0,11.0,2.0,5.0]",27,True,True,0,1.30.1,2022-09-16 23:11:28
zC8S0Mo7cfVMf5idVrlLZJIzs0p2,35,3.933333396911621,"[120.0,89.0,0.0,0.0,0.0,81.0]","[48.0,24.0,0.0,0.0,0.0,23.0]",48,False,False,7,1.30.1,2022-09-16 23:11:28
eD7jaYB30PdV6EI5vHEaUOyPuCq2,15,1.4333332777023315,"[47.0,0.0,51.0,65.0,0.0,69.0]","[8.0,0.0,20.0,10.0,0.0,8.0]",36,True,True,1,1.30.1,2022-09-16 23:11:28
hDDyNIif8DNjd1Qi3zuLz4vMr0s2,51,1.2333333492279053,"[84.0,46.0,46.0,0.0,40.0,0.0]","[6.0,11.0,15.0,0.0,18.0,0.0]",33,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,133,1.5,"[0.0,40.0,45.0,0.0,45.0,41.0]","[0.0,12.0,4.0,0.0,4.0,7.0]",32,True,True,0,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1272,1.4833333492279053,"[28.0,44.0,41.0,0.0,42.0,32.0]","[8.0,2.0,6.0,0.0,11.0,11.0]",42,True,True,0,1.30.1,2022-09-16 23:11:28
lLe3zsGRYVUQQfsumpQzVFetjl83,45,3.1666667461395264,"[27.0,43.0,60.0,46.0,42.0,0.0]","[9.0,1.0,0.0,3.0,13.0,0.0]",44,True,True,0,1.30.1,2022-09-16 23:11:28
kc110Csd2FfSFWdij4pK5MPf0WX2,83,4.0333333015441895,"[63.0,58.0,48.0,63.0,45.0,0.0]","[5.0,16.0,2.0,11.0,14.0,0.0]",52,True,True,9,1.30.1,2022-09-16 23:11:28
zC8S0Mo7cfVMf5idVrlLZJIzs0p2,35,2.533333301544189,"[85.0,61.0,0.0,0.0,0.0,70.0]","[23.0,21.0,0.0,0.0,0.0,12.0]",48,False,False,3,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1273,1.6166666746139529,"[46.0,0.0,36.0,28.0,26.0,27.0]","[14.0,0.0,0.0,11.0,8.0,8.0]",40,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,134,1.350000023841858,"[32.0,31.0,39.0,45.0,61.0,54.0]","[0.0,5.0,1.0,10.0,2.0,0.0]",42,False,False,0,1.30.1,2022-09-16 23:11:28
BK10B7tM4Jhms2Ex2eZ25o1DXGy1,1,0.2333333343267441,"[41.0,0.0,44.0,0.0,0.0,0.0]","[0.0,0.0,4.0,0.0,0.0,0.0]",6,True,True,0,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1274,1.1666666269302368,"[37.0,0.0,30.0,32.0,31.0,29.0]","[4.0,0.0,13.0,17.0,16.0,19.0]",28,True,True,0,1.30.1,2022-09-16 23:11:28
BFZnxq6FPQVeLDg2ExBLQ3FafYM2,11,1.5666667222976685,"[0.0,0.0,54.0,60.0,29.0,46.0]","[0.0,0.0,3.0,15.0,0.0,16.0]",24,True,True,0,1.30.1,2022-09-16 23:11:28
lLe3zsGRYVUQQfsumpQzVFetjl83,46,2.75,"[104.0,0.0,78.0,80.0,103.0,67.0]","[27.0,0.0,39.0,9.0,17.0,15.0]",46,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,74,1.7333333492279053,"[115.0,139.0,0.0,142.0,0.0,0.0]","[30.0,31.0,0.0,15.0,0.0,0.0]",38,True,True,1,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,134,1.7999999523162842,"[46.0,37.0,52.0,49.0,61.0,57.0]","[3.0,8.0,9.0,3.0,4.0,0.0]",42,True,True,0,1.30.1,2022-09-16 23:11:28
zC8S0Mo7cfVMf5idVrlLZJIzs0p2,35,3.033333301544189,"[138.0,115.0,0.0,0.0,0.0,98.0]","[41.0,38.0,0.0,0.0,0.0,30.0]",48,False,False,3,1.30.1,2022-09-16 23:11:28
BFZnxq6FPQVeLDg2ExBLQ3FafYM2,12,0.8666666746139526,"[0.0,0.0,50.0,0.0,65.0,41.0]","[0.0,0.0,24.0,0.0,25.0,6.0]",12,True,True,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,17,0.699999988079071,"[0.0,0.0,55.0,29.0,34.0,44.0]","[0.0,0.0,12.0,22.0,7.0,1.0]",19,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,75,2.0833332538604736,"[53.0,0.0,50.0,39.0,0.0,66.0]","[20.0,0.0,18.0,17.0,0.0,40.0]",30,True,True,2,1.30.1,2022-09-16 23:11:28
lLe3zsGRYVUQQfsumpQzVFetjl83,47,2.033333301544189,"[39.0,39.0,28.0,0.0,39.0,52.0]","[5.0,7.0,0.0,0.0,4.0,9.0]",40,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,135,1.7333333492279053,"[84.0,80.0,0.0,25.0,84.0,76.0]","[6.0,7.0,0.0,10.0,11.0,16.0]",44,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,76,1.6333333253860474,"[48.0,47.0,28.0,32.0,30.0,0.0]","[3.0,1.0,1.0,8.0,3.0,0.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,18,1.3333333730697632,"[31.0,19.0,52.0,47.0,43.0,0.0]","[11.0,8.0,4.0,9.0,5.0,0.0]",34,True,True,0,1.30.1,2022-09-16 23:11:28
zC8S0Mo7cfVMf5idVrlLZJIzs0p2,35,2.616666555404663,"[85.0,68.0,0.0,0.0,0.0,69.0]","[16.0,18.0,0.0,0.0,0.0,13.0]",48,False,False,0,1.30.1,2022-09-16 23:11:28
I0EEBTiguxagMP2tDlWbLtTlhxE2,1501,2.25,"[18.0,35.0,37.0,11.0,33.0,31.0]","[10.0,11.0,13.0,0.0,13.0,19.0]",24,True,True,3,invalid,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,136,1.5666667222976685,"[46.0,23.0,57.0,19.0,18.0,43.0]","[3.0,3.0,6.0,3.0,0.0,12.0]",45,True,True,0,1.30.1,2022-09-16 23:11:28
2G3l729HUhdoLvDJaUi7TWiScCA2,407,4.199999809265137,"[34.0,0.0,45.0,27.0,34.0,33.0]","[1.0,0.0,1.0,5.0,4.0,0.0]",44,True,True,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,19,0.7333333492279053,"[42.0,0.0,38.0,0.0,27.0,38.0]","[11.0,0.0,9.0,0.0,7.0,13.0]",15,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,77,2.816666603088379,"[40.0,76.0,49.0,0.0,0.0,71.0]","[10.0,10.0,13.0,0.0,0.0,9.0]",43,True,True,2,1.30.1,2022-09-16 23:11:28
zt9gjjZ9EsgGvzWbn7GHlzPHmVo1,26,0.4166666567325592,"[29.0,0.0,23.0,36.0,20.0,15.0]","[21.0,0.0,13.0,18.0,12.0,0.0]",12,True,True,1,1.9.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,137,1.0499999523162842,"[36.0,0.0,61.0,31.0,0.0,24.0]","[8.0,0.0,0.0,9.0,0.0,9.0]",22,True,True,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,20,1.0499999523162842,"[29.0,36.0,21.0,13.0,40.0,0.0]","[0.0,13.0,6.0,6.0,11.0,0.0]",13,True,True,1,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,138,1.3833333253860474,"[29.0,0.0,37.0,17.0,37.0,1.0]","[4.0,0.0,8.0,10.0,9.0,1.0]",30,False,False,0,1.30.1,2022-09-16 23:11:28
2G3l729HUhdoLvDJaUi7TWiScCA2,408,3.25,"[39.0,47.0,49.0,0.0,25.0,26.0]","[5.0,11.0,9.0,0.0,5.0,3.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
7lBb68RRjdfr97er264iF0gwe2V2,71,1.850000023841858,"[46.0,0.0,45.0,57.0,38.0,66.0]","[2.0,0.0,3.0,1.0,5.0,2.0]",48,False,False,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,138,1.1666666269302368,"[35.0,0.0,32.0,34.0,44.0,1.0]","[13.0,0.0,8.0,8.0,12.0,1.0]",30,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,78,1.4833333492279053,"[0.0,58.0,0.0,84.0,42.0,0.0]","[0.0,0.0,0.0,15.0,0.0,0.0]",29,True,True,1,1.30.1,2022-09-16 23:11:28
zC8S0Mo7cfVMf5idVrlLZJIzs0p2,35,3.1500000953674316,"[94.0,78.0,0.0,0.0,0.0,78.0]","[30.0,26.0,0.0,0.0,0.0,13.0]",48,False,False,3,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,21,1.2999999523162842,"[87.0,0.0,74.0,0.0,69.0,0.0]","[1.0,0.0,17.0,0.0,3.0,0.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
EhUM4HGNLncHcRu26zuDnrqULuA2,165,2.200000047683716,"[54.0,59.0,67.0,54.0,54.0,62.0]","[6.0,6.0,0.0,28.0,16.0,11.0]",47,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,79,2.5166666507720947,"[58.0,59.0,64.0,60.0,65.0,0.0]","[3.0,8.0,5.0,0.0,5.0,0.0]",49,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,139,1.3166667222976685,"[28.0,43.0,0.0,47.0,0.0,49.0]","[5.0,3.0,0.0,7.0,0.0,2.0]",37,False,False,0,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1278,2.033333301544189,"[27.0,0.0,39.0,44.0,29.0,33.0]","[11.0,0.0,5.0,5.0,3.0,11.0]",47,True,True,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,22,0.9666666388511658,"[52.0,0.0,15.0,39.0,36.0,40.0]","[0.0,0.0,0.0,7.0,11.0,3.0]",24,True,True,0,1.30.1,2022-09-16 23:11:28
zC8S0Mo7cfVMf5idVrlLZJIzs0p2,35,2.533333301544189,"[86.0,68.0,0.0,0.0,0.0,73.0]","[32.0,18.0,0.0,0.0,0.0,12.0]",48,False,False,2,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,139,1.4166666269302368,"[32.0,49.0,0.0,51.0,0.0,45.0]","[4.0,7.0,0.0,10.0,0.0,2.0]",36,True,True,0,1.30.1,2022-09-16 23:11:28
7lBb68RRjdfr97er264iF0gwe2V2,71,2.200000047683716,"[49.0,0.0,46.0,60.0,41.0,71.0]","[10.0,0.0,0.0,12.0,5.0,2.0]",52,False,False,0,1.30.1,2022-09-16 23:11:28
hvDrGCyjlAPe12o3T70vzc7Rkt43,3,0.3333333432674408,"[0.0,37.0,25.0,0.0,46.0,0.0]","[0.0,33.0,16.0,0.0,14.0,0.0]",5,True,True,1,1.9.1,2022-09-16 23:11:28
hvDrGCyjlAPe12o3T70vzc7Rkt43,4,0.3499999940395355,"[64.0,0.0,0.0,0.0,87.0,0.0]","[37.0,0.0,0.0,0.0,23.0,0.0]",6,True,True,0,1.9.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,23,1.5166666507720947,"[96.0,0.0,83.0,64.0,91.0,84.0]","[22.0,0.0,21.0,8.0,22.0,27.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,140,1.649999976158142,"[24.0,43.0,34.0,26.0,36.0,0.0]","[3.0,2.0,1.0,0.0,10.0,0.0]",45,False,False,0,1.30.1,2022-09-16 23:11:28
EhUM4HGNLncHcRu26zuDnrqULuA2,166,3.283333301544189,"[87.0,56.0,59.0,59.0,61.0,34.0]","[3.0,2.0,23.0,14.0,11.0,5.0]",50,True,True,0,1.30.1,2022-09-16 23:11:28
hvDrGCyjlAPe12o3T70vzc7Rkt43,5,0.4833333194255829,"[0.0,0.0,26.0,26.0,34.0,14.0]","[0.0,0.0,16.0,25.0,16.0,14.0]",7,True,True,1,1.9.1,2022-09-16 23:11:28
zC8S0Mo7cfVMf5idVrlLZJIzs0p2,35,2.6666667461395264,"[141.0,108.0,0.0,0.0,0.0,96.0]","[22.0,38.0,0.0,0.0,0.0,25.0]",48,False,False,1,1.30.1,2022-09-16 23:11:28
hvDrGCyjlAPe12o3T70vzc7Rkt43,6,0.4000000059604645,"[32.0,0.0,27.0,43.0,23.0,44.0]","[0.0,0.0,1.0,3.0,17.0,1.0]",18,True,True,0,1.9.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1280,2.3333332538604736,"[49.0,75.0,40.0,92.0,32.0,37.0]","[14.0,17.0,10.0,22.0,14.0,14.0]",48,True,True,1,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,24,1.1666666269302368,"[15.0,29.0,34.0,29.0,59.0,0.0]","[6.0,3.0,3.0,4.0,3.0,0.0]",25,True,True,0,1.30.1,2022-09-16 23:11:28
hvDrGCyjlAPe12o3T70vzc7Rkt43,7,0.6666666865348816,"[41.0,41.0,54.0,26.0,31.0,0.0]","[8.0,1.0,0.0,0.0,9.0,0.0]",29,True,True,0,1.9.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,140,1.7166666984558103,"[32.0,42.0,27.0,26.0,42.0,0.0]","[5.0,3.0,1.0,0.0,4.0,0.0]",45,False,False,0,1.30.1,2022-09-16 23:11:28
WzMXI2rd4Ah79Bl7oN5mvakwFoB2,129,3.5,"[77.0,59.0,59.0,58.0,0.0,67.0]","[19.0,20.0,18.0,18.0,0.0,11.0]",44,True,False,9,1.30.1,2022-09-16 23:11:28
kAAJnw1EmLc8svWKk31a18u6iAB2,3,0.4499999880790711,"[0.0,37.0,24.0,0.0,45.0,0.0]","[0.0,30.0,8.0,0.0,20.0,0.0]",4,True,True,1,1.30.1,2022-09-16 23:11:28
kAAJnw1EmLc8svWKk31a18u6iAB2,4,0.4000000059604645,"[64.0,0.0,0.0,0.0,88.0,0.0]","[37.0,0.0,0.0,0.0,6.0,0.0]",7,True,True,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,25,1.3666666746139529,"[53.0,35.0,26.0,24.0,45.0,0.0]","[0.0,4.0,0.0,10.0,3.0,0.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,140,1.5499999523162842,"[31.0,38.0,38.0,26.0,41.0,0.0]","[3.0,6.0,1.0,1.0,8.0,0.0]",45,False,False,0,1.30.1,2022-09-16 23:11:28
EhUM4HGNLncHcRu26zuDnrqULuA2,167,3.5,"[52.0,55.0,60.0,53.0,60.0,46.0]","[18.0,8.0,10.0,9.0,12.0,23.0]",57,True,True,0,1.30.1,2022-09-16 23:11:28
kAAJnw1EmLc8svWKk31a18u6iAB2,5,0.7166666388511658,"[0.0,0.0,26.0,25.0,33.0,15.0]","[0.0,0.0,16.0,24.0,22.0,12.0]",6,True,True,1,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1282,1.399999976158142,"[39.0,0.0,66.0,44.0,36.0,51.0]","[6.0,0.0,19.0,9.0,0.0,2.0]",40,True,True,0,1.30.1,2022-09-16 23:11:28
MM4ZPSDWGGM3r6qeIyD9SfIm9Fp2,2,3.116666555404663,"[20.0,19.0,21.0,0.0,17.0,13.0]","[11.0,4.0,10.0,0.0,13.0,13.0]",20,True,True,4,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,140,1.6333333253860474,"[34.0,48.0,32.0,27.0,38.0,0.0]","[5.0,7.0,0.0,0.0,11.0,0.0]",45,False,False,0,1.30.1,2022-09-16 23:11:28
WzMXI2rd4Ah79Bl7oN5mvakwFoB2,130,2.700000047683716,"[76.0,0.0,89.0,0.0,81.0,68.0]","[24.0,0.0,23.0,0.0,21.0,33.0]",35,True,True,7,1.30.1,2022-09-16 23:11:28
eD7jaYB30PdV6EI5vHEaUOyPuCq2,17,0.8666666746139526,"[0.0,0.0,56.0,32.0,36.0,44.0]","[0.0,0.0,8.0,3.0,9.0,6.0]",25,True,True,0,1.30.1,2022-09-16 23:11:28
7lBb68RRjdfr97er264iF0gwe2V2,71,1.6833332777023315,"[46.0,0.0,45.0,65.0,42.0,66.0]","[2.0,0.0,2.0,2.0,5.0,18.0]",43,True,True,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,26,1.1666666269302368,"[16.0,0.0,35.0,24.0,59.0,47.0]","[0.0,0.0,15.0,1.0,9.0,10.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1283,2.200000047683716,"[41.0,0.0,41.0,27.0,38.0,40.0]","[7.0,0.0,8.0,3.0,7.0,3.0]",50,True,True,0,1.30.1,2022-09-16 23:11:28
0Q9dDp6FDLNpj38z2p74HgSqut93,3,1.5833333730697632,"[0.0,40.0,24.0,0.0,47.0,0.0]","[0.0,17.0,9.0,0.0,11.0,0.0]",9,True,False,1,1.30.1,2022-09-16 23:11:28
MM4ZPSDWGGM3r6qeIyD9SfIm9Fp2,3,1.8999999761581416,"[0.0,39.0,25.0,0.0,55.0,0.0]","[0.0,20.0,9.0,0.0,6.0,0.0]",17,True,True,2,1.30.1,2022-09-16 23:11:28
eD7jaYB30PdV6EI5vHEaUOyPuCq2,18,1.0833333730697632,"[32.0,20.0,47.0,49.0,42.0,0.0]","[7.0,9.0,5.0,3.0,8.0,0.0]",32,True,True,0,1.30.1,2022-09-16 23:11:28
0Q9dDp6FDLNpj38z2p74HgSqut93,4,0.7666666507720947,"[69.0,0.0,0.0,0.0,89.0,0.0]","[8.0,0.0,0.0,0.0,6.0,0.0]",13,True,False,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,27,0.9499999880790708,"[40.0,0.0,32.0,42.0,0.0,78.0]","[11.0,0.0,17.0,5.0,0.0,5.0]",27,True,True,0,1.30.1,2022-09-16 23:11:28
VLnFx94TUocVIqs9sKnWU0Xugj23,22855,2.1666667461395264,"[118.0,91.0,170.0,18.0,17.0,49.0]","[31.0,28.0,34.0,9.0,7.0,2.0]",34,True,True,3,1.30.1,2022-09-16 23:11:28
EhUM4HGNLncHcRu26zuDnrqULuA2,168,2.6500000953674316,"[63.0,66.0,56.0,46.0,0.0,49.0]","[5.0,24.0,14.0,10.0,0.0,18.0]",46,True,True,0,1.30.1,2022-09-16 23:11:28
MM4ZPSDWGGM3r6qeIyD9SfIm9Fp2,4,0.9499999880790708,"[65.0,0.0,0.0,0.0,91.0,0.0]","[23.0,0.0,0.0,0.0,12.0,0.0]",9,True,True,0,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1284,1.5166666507720947,"[33.0,0.0,39.0,43.0,36.0,31.0]","[9.0,0.0,6.0,2.0,7.0,7.0]",40,True,True,0,1.30.1,2022-09-16 23:11:28
bukTOCYH5IZjmGZn3gNooQ7bP2X2,1,0.3499999940395355,"[42.0,0.0,43.0,0.0,0.0,0.0]","[10.0,0.0,15.0,0.0,0.0,0.0]",6,True,False,0,1.30.1,2022-09-16 23:11:28
VLnFx94TUocVIqs9sKnWU0Xugj23,22856,1.0,"[32.0,0.0,27.0,34.0,36.0,27.0]","[6.0,0.0,15.0,6.0,10.0,3.0]",27,True,True,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,28,2.450000047683716,"[34.0,59.0,66.0,0.0,0.0,43.0]","[3.0,20.0,9.0,0.0,0.0,5.0]",39,True,True,0,1.30.1,2022-09-16 23:11:28
EhUM4HGNLncHcRu26zuDnrqULuA2,169,1.6666666269302368,"[78.0,0.0,0.0,20.0,63.0,0.0]","[11.0,0.0,0.0,0.0,10.0,0.0]",30,True,True,0,1.30.1,2022-09-16 23:11:28
Trpe4oUw9pZ6tFM3PYrDNaxzhqp1,2,1.3833333253860474,"[10.0,16.0,19.0,0.0,17.0,14.0]","[6.0,4.0,19.0,0.0,13.0,6.0]",6,True,True,1,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1285,2.9000000953674316,"[30.0,46.0,27.0,111.0,29.0,37.0]","[3.0,4.0,3.0,11.0,11.0,10.0]",43,True,True,1,1.30.1,2022-09-16 23:11:28
MM4ZPSDWGGM3r6qeIyD9SfIm9Fp2,5,3.633333444595337,"[0.0,0.0,28.0,26.0,38.0,19.0]","[0.0,0.0,17.0,20.0,19.0,3.0]",18,True,True,10,1.30.1,2022-09-16 23:11:28
kAAJnw1EmLc8svWKk31a18u6iAB2,10,0.8333333134651184,"[29.0,30.0,28.0,17.0,21.0,0.0]","[10.0,6.0,0.0,0.0,8.0,0.0]",13,True,True,3,1.30.1,2022-09-16 23:11:28
VLnFx94TUocVIqs9sKnWU0Xugj23,22857,1.9500000476837158,"[33.0,0.0,60.0,25.0,27.0,34.0]","[9.0,0.0,4.0,10.0,5.0,6.0]",44,True,True,0,1.30.1,2022-09-16 23:11:28
EX0xRtEOrZShCkeWOHceww717p03,43,1.8666666746139529,"[57.0,0.0,62.0,72.0,59.0,80.0]","[22.0,0.0,10.0,4.0,5.0,22.0]",37,True,False,0,1.30.1,2022-09-16 23:11:28
oLfCqcjMzATy800AI8Hg26UWXu72,29,1.3333333730697632,"[63.0,28.0,0.0,32.0,46.0,48.0]","[2.0,3.0,0.0,11.0,11.0,8.0]",34,True,True,0,1.30.1,2022-09-16 23:11:28
kAAJnw1EmLc8svWKk31a18u6iAB2,11,0.5666666626930237,"[0.0,0.0,54.0,58.0,30.0,38.0]","[0.0,0.0,3.0,21.0,0.0,15.0]",14,True,True,0,1.30.1,2022-09-16 23:11:28
aOX76DAXQIW18Guejtq5WI1XYH32,2074,0.699999988079071,"[29.0,27.0,33.0,0.0,38.0,32.0]","[2.0,0.0,2.0,0.0,4.0,2.0]",25,True,True,1,1.30.1,2022-09-16 23:11:28
VLnFx94TUocVIqs9sKnWU0Xugj23,22858,0.6499999761581421,"[35.0,0.0,24.0,27.0,25.0,25.0]","[6.0,0.0,0.0,0.0,1.0,0.0]",22,True,True,0,1.30.1,2022-09-16 23:11:28
92V5HXKOrhVeOwxNqPJFWiM9uAq2,1286,2.4000000953674316,"[55.0,0.0,31.0,38.0,49.0,47.0]","[14.0,0.0,6.0,13.0,5.0,13.0]",48,True,True,2,1.30.1,2022-09-16 23:11:28
