uid,level,time_to_play,ball_popped,ball_drop,shot,is_win,is_first_time_win,powerball,version_name,time_get_info
bqACSiV7bdOrX519apwFOTSGLRu1,24,3.683333396911621,"[15.0,31.0,37.0,36.0,52.0,0.0]","[0.0,1.0,2.0,2.0,6.0,0.0]",34,False,False,2,1.30.1,2022-09-16 23:11:28
1eYdTPpl5YRnwnlCnYMRywdvp102,11,22.616666793823253,"[0.0,0.0,54.0,59.0,30.0,42.0]","[0.0,0.0,3.0,14.0,0.0,16.0]",19,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19758,0.9333333373069764,"[37.0,0.0,29.0,24.0,20.0,28.0]","[0.0,0.0,5.0,3.0,5.0,3.0]",25,True,True,0,1.30.1,2022-09-16 23:11:28
0DTCjj9ybYa1Ony2lQquQntb52i2,20,1.2999999523162842,"[30.0,33.0,21.0,14.0,40.0,0.0]","[1.0,17.0,10.0,0.0,17.0,0.0]",13,True,True,1,1.30.1,2022-09-16 23:11:28
3iGRtKXilpUKLHXdIJQuf85xExC3,18,1.100000023841858,"[30.0,17.0,44.0,47.0,42.0,0.0]","[15.0,9.0,9.0,6.0,4.0,0.0]",22,True,True,0,1.30.1,2022-09-16 23:11:28
XpxfdBSTBHU6JuVZ3bF9S1SU3p32,49,1.5333333015441897,"[58.0,0.0,40.0,46.0,40.0,0.0]","[11.0,0.0,0.0,9.0,5.0,0.0]",29,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,12,0.4166666567325592,"[0.0,0.0,51.0,0.0,65.0,41.0]","[0.0,0.0,15.0,0.0,3.0,6.0]",13,True,True,0,1.30.1,2022-09-16 23:11:28
1YhIvXkH2wQN89GPkK0RETXoVaV2,11,0.6833333373069763,"[0.0,0.0,54.0,57.0,30.0,37.0]","[0.0,0.0,3.0,29.0,0.0,20.0]",12,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,142,1.600000023841858,"[0.0,0.0,0.0,50.0,62.0,65.0]","[0.0,0.0,0.0,0.0,5.0,7.0]",39,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,110,2.200000047683716,"[46.0,47.0,54.0,54.0,45.0,0.0]","[7.0,9.0,2.0,0.0,3.0,0.0]",46,True,True,3,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,13,0.8999999761581421,"[29.0,0.0,25.0,91.0,33.0,0.0]","[15.0,0.0,11.0,14.0,12.0,0.0]",26,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19759,1.4333332777023315,"[36.0,35.0,19.0,0.0,33.0,30.0]","[3.0,4.0,3.0,0.0,0.0,3.0]",30,True,True,1,1.30.1,2022-09-16 23:11:28
3iGRtKXilpUKLHXdIJQuf85xExC3,19,1.7833333015441897,"[46.0,0.0,40.0,0.0,33.0,40.0]","[10.0,0.0,4.0,0.0,4.0,4.0]",26,True,True,0,1.30.1,2022-09-16 23:11:28
sHY8BHRU2ZXV4dlpSDyPqnv7Kk82,14,1.2666666507720947,"[0.0,26.0,44.0,0.0,88.0,18.0]","[0.0,0.0,10.0,0.0,3.0,10.0]",19,True,True,1,1.30.1,2022-09-16 23:11:28
BP6Vgifp8AhYVSXSOVEWlmjYWnm1,74,3.049999952316284,"[115.0,142.0,0.0,143.0,0.0,0.0]","[14.0,21.0,0.0,11.0,0.0,0.0]",42,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,143,1.5,"[50.0,0.0,0.0,33.0,50.0,47.0]","[5.0,0.0,0.0,9.0,15.0,13.0]",36,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,14,1.1166666746139529,"[6.0,26.0,44.0,0.0,92.0,21.0]","[0.0,0.0,7.0,0.0,3.0,4.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19760,1.1833332777023315,"[31.0,0.0,32.0,29.0,36.0,36.0]","[3.0,0.0,2.0,4.0,2.0,5.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
3iGRtKXilpUKLHXdIJQuf85xExC3,20,0.9666666388511658,"[25.0,34.0,23.0,13.0,38.0,0.0]","[18.0,18.0,6.0,6.0,24.0,0.0]",8,True,True,1,1.30.1,2022-09-16 23:11:28
1YhIvXkH2wQN89GPkK0RETXoVaV2,12,0.8833333253860474,"[0.0,0.0,51.0,0.0,64.0,42.0]","[0.0,0.0,20.0,0.0,17.0,4.0]",13,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,111,2.06666660308838,"[90.0,84.0,74.0,63.0,0.0,85.0]","[4.0,16.0,5.0,16.0,0.0,0.0]",47,True,True,3,1.30.1,2022-09-16 23:11:28
Q8FzslluC1bPf0miVRX7nZ6WpV32,16,1.5166666507720947,"[38.0,27.0,15.0,44.0,0.0,44.0]","[4.0,0.0,0.0,3.0,0.0,8.0]",27,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19761,0.5,"[34.0,0.0,19.0,12.0,8.0,10.0]","[8.0,0.0,0.0,5.0,0.0,0.0]",20,True,True,0,1.30.1,2022-09-16 23:11:28
MAYpBSzGYHXFzXzZkZBdvP3nX1A2,2,0.3666666746139527,"[11.0,15.0,19.0,0.0,16.0,13.0]","[6.0,10.0,19.0,0.0,16.0,9.0]",3,True,True,1,1.30.1,2022-09-16 23:11:28
sHY8BHRU2ZXV4dlpSDyPqnv7Kk82,15,2.533333301544189,"[46.0,0.0,50.0,65.0,0.0,66.0]","[11.0,0.0,9.0,16.0,0.0,12.0]",32,True,True,1,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,15,1.5166666507720947,"[41.0,0.0,53.0,64.0,0.0,74.0]","[22.0,0.0,0.0,7.0,0.0,11.0]",40,True,True,1,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19762,1.0666667222976685,"[28.0,32.0,13.0,30.0,28.0,0.0]","[1.0,5.0,2.0,10.0,5.0,0.0]",28,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,144,2.133333444595337,"[86.0,76.0,63.0,0.0,84.0,55.0]","[5.0,6.0,5.0,0.0,6.0,0.0]",54,True,True,0,1.30.1,2022-09-16 23:11:28
sHY8BHRU2ZXV4dlpSDyPqnv7Kk82,16,0.9499999880790708,"[36.0,24.0,13.0,42.0,0.0,41.0]","[13.0,7.0,6.0,7.0,0.0,15.0]",15,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,16,0.9333333373069764,"[40.0,26.0,16.0,45.0,0.0,44.0]","[1.0,7.0,0.0,3.0,0.0,7.0]",26,True,True,0,1.30.1,2022-09-16 23:11:28
BP6Vgifp8AhYVSXSOVEWlmjYWnm1,75,3.566666603088379,"[57.0,0.0,55.0,39.0,0.0,71.0]","[18.0,0.0,12.0,14.0,0.0,29.0]",41,True,True,0,1.30.1,2022-09-16 23:11:28
1YhIvXkH2wQN89GPkK0RETXoVaV2,13,1.9500000476837158,"[30.0,0.0,30.0,97.0,32.0,0.0]","[13.0,0.0,5.0,5.0,12.0,0.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19763,1.0499999523162842,"[24.0,0.0,34.0,35.0,20.0,28.0]","[0.0,0.0,0.0,4.0,0.0,0.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,145,1.649999976158142,"[33.0,32.0,0.0,40.0,30.0,55.0]","[0.0,1.0,0.0,4.0,11.0,2.0]",37,True,True,0,1.30.1,2022-09-16 23:11:28
Q8FzslluC1bPf0miVRX7nZ6WpV32,18,1.8666666746139529,"[31.0,19.0,52.0,50.0,41.0,0.0]","[16.0,4.0,6.0,9.0,7.0,0.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
sHY8BHRU2ZXV4dlpSDyPqnv7Kk82,17,1.0,"[0.0,0.0,53.0,33.0,32.0,44.0]","[0.0,0.0,8.0,7.0,8.0,5.0]",20,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,17,0.6499999761581421,"[0.0,0.0,54.0,31.0,32.0,45.0]","[0.0,0.0,11.0,5.0,11.0,13.0]",19,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19764,1.25,"[20.0,0.0,20.0,14.0,28.0,21.0]","[4.0,0.0,3.0,0.0,1.0,1.0]",29,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,113,2.216666698455811,"[54.0,0.0,62.0,85.0,0.0,58.0]","[21.0,0.0,18.0,22.0,0.0,3.0]",40,True,True,2,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,18,1.2666666507720947,"[31.0,20.0,48.0,49.0,45.0,0.0]","[11.0,9.0,8.0,7.0,12.0,0.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,18,1.2666666507720947,"[31.0,20.0,48.0,49.0,45.0,0.0]","[11.0,9.0,8.0,7.0,12.0,0.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19765,1.0333333015441897,"[39.0,35.0,5.0,33.0,24.0,8.0]","[3.0,4.0,0.0,8.0,2.0,0.0]",35,True,True,0,1.30.1,2022-09-16 23:11:28
BP6Vgifp8AhYVSXSOVEWlmjYWnm1,76,2.966666698455811,"[44.0,46.0,31.0,33.0,27.0,0.0]","[7.0,3.0,6.0,8.0,3.0,0.0]",30,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,114,1.1666666269302368,"[29.0,68.0,9.0,33.0,0.0,26.0]","[7.0,2.0,1.0,3.0,0.0,11.0]",30,True,True,1,1.30.1,2022-09-16 23:11:28
bq8BdDeoTFduDwDDmUYkb53n8zh1,11,17.016666412353516,"[0.0,0.0,54.0,59.0,29.0,38.0]","[0.0,0.0,4.0,14.0,0.0,17.0]",15,True,True,1,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19766,0.9499999880790708,"[26.0,27.0,38.0,0.0,35.0,39.0]","[2.0,2.0,4.0,0.0,15.0,2.0]",33,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,19,0.8000000119209291,"[41.0,0.0,40.0,0.0,29.0,43.0]","[10.0,0.0,4.0,0.0,3.0,4.0]",22,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,146,2.433333396911621,"[0.0,74.0,61.0,60.0,74.0,68.0]","[0.0,8.0,7.0,5.0,15.0,16.0]",47,True,True,0,1.30.1,2022-09-16 23:11:28
bq8BdDeoTFduDwDDmUYkb53n8zh1,12,0.4499999880790711,"[0.0,0.0,51.0,0.0,62.0,40.0]","[0.0,0.0,23.0,0.0,31.0,12.0]",9,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19767,0.7166666388511658,"[25.0,18.0,26.0,14.0,12.0,16.0]","[4.0,6.0,0.0,0.0,0.0,0.0]",25,True,True,0,1.30.1,2022-09-16 23:11:28
ft0GgAsySUcsVaP5AWTcIG0zsGb2,3,1.2833333015441897,"[0.0,42.0,27.0,0.0,50.0,0.0]","[0.0,3.0,13.0,0.0,1.0,0.0]",17,True,True,1,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,20,0.5,"[29.0,35.0,18.0,14.0,41.0,0.0]","[6.0,13.0,6.0,0.0,17.0,0.0]",11,True,True,1,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,115,2.216666698455811,"[0.0,0.0,116.0,129.0,0.0,108.0]","[0.0,0.0,31.0,29.0,0.0,21.0]",40,True,True,4,1.30.1,2022-09-16 23:11:28
ft0GgAsySUcsVaP5AWTcIG0zsGb2,4,0.8666666746139526,"[70.0,0.0,0.0,0.0,91.0,0.0]","[6.0,0.0,0.0,0.0,6.0,0.0]",15,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19768,1.0333333015441897,"[25.0,54.0,0.0,44.0,34.0,0.0]","[6.0,10.0,0.0,5.0,3.0,0.0]",33,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,21,1.0333333015441897,"[87.0,0.0,72.0,0.0,70.0,0.0]","[1.0,0.0,6.0,0.0,2.0,0.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,147,1.883333325386048,"[58.0,52.0,43.0,43.0,0.0,63.0]","[5.0,0.0,4.0,0.0,0.0,7.0]",39,True,True,0,1.30.1,2022-09-16 23:11:28
bq8BdDeoTFduDwDDmUYkb53n8zh1,13,1.883333325386048,"[29.0,0.0,28.0,94.0,31.0,0.0]","[20.0,0.0,9.0,9.0,12.0,0.0]",26,True,True,0,1.30.1,2022-09-16 23:11:28
BP6Vgifp8AhYVSXSOVEWlmjYWnm1,77,3.616666555404663,"[24.0,56.0,49.0,0.0,0.0,59.0]","[10.0,7.0,3.0,0.0,0.0,3.0]",44,False,False,0,1.30.1,2022-09-16 23:11:28
XpxfdBSTBHU6JuVZ3bF9S1SU3p32,50,1.5499999523162842,"[25.0,59.0,50.0,42.0,0.0,39.0]","[7.0,7.0,9.0,2.0,0.0,9.0]",33,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,22,0.8000000119209291,"[52.0,0.0,15.0,38.0,34.0,41.0]","[0.0,0.0,0.0,10.0,17.0,1.0]",22,True,True,0,1.30.1,2022-09-16 23:11:28
ft0GgAsySUcsVaP5AWTcIG0zsGb2,5,1.2000000476837158,"[0.0,0.0,34.0,26.0,32.0,16.0]","[0.0,0.0,6.0,18.0,24.0,8.0]",15,True,True,1,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19769,1.2833333015441897,"[18.0,0.0,29.0,27.0,35.0,37.0]","[1.0,0.0,4.0,5.0,4.0,7.0]",36,True,True,2,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,116,1.6333333253860474,"[80.0,71.0,82.0,0.0,60.0,0.0]","[8.0,5.0,20.0,0.0,0.0,0.0]",29,True,True,2,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19770,0.6000000238418579,"[8.0,0.0,17.0,32.0,10.0,32.0]","[1.0,0.0,0.0,0.0,2.0,0.0]",20,True,True,0,1.30.1,2022-09-16 23:11:28
XpxfdBSTBHU6JuVZ3bF9S1SU3p32,51,1.7000000476837158,"[84.0,44.0,50.0,0.0,36.0,0.0]","[7.0,13.0,16.0,0.0,23.0,0.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,148,2.799999952316284,"[50.0,42.0,55.0,64.0,0.0,0.0]","[1.0,6.0,5.0,6.0,0.0,0.0]",55,False,False,0,1.30.1,2022-09-16 23:11:28
ft0GgAsySUcsVaP5AWTcIG0zsGb2,6,1.5833333730697632,"[31.0,0.0,26.0,43.0,24.0,45.0]","[12.0,0.0,16.0,6.0,12.0,1.0]",18,True,True,1,1.30.1,2022-09-16 23:11:28
ugp3UURqvaVShY5Ax0wiovvN8tZ2,3,0.550000011920929,"[0.0,39.0,26.0,0.0,47.0,0.0]","[0.0,25.0,17.0,0.0,16.0,0.0]",9,True,True,1,1.30.1,2022-09-16 23:11:28
3iGRtKXilpUKLHXdIJQuf85xExC3,22,1.3833333253860474,"[52.0,0.0,15.0,40.0,31.0,40.0]","[0.0,0.0,0.0,5.0,23.0,3.0]",20,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19771,1.600000023841858,"[51.0,51.0,0.0,46.0,44.0,11.0]","[10.0,7.0,0.0,3.0,9.0,0.0]",46,True,True,0,1.30.1,2022-09-16 23:11:28
1BabfO9zbDYvWMVqysfWcrq5nMk1,121,5.016666889190674,"[90.0,0.0,83.0,83.0,82.0,0.0]","[19.0,0.0,36.0,21.0,10.0,0.0]",56,True,True,4,1.30.1,2022-09-16 23:11:28
H8UZo8yKVPVddraefNsqHoklQsc2,1823,1.4333332777023315,"[36.0,44.0,27.0,62.0,45.0,51.0]","[13.0,12.0,8.0,12.0,5.0,22.0]",43,True,True,1,1.30.1,2022-09-16 23:11:28
aOX76DAXQIW18Guejtq5WI1XYH32,2121,1.0333333015441897,"[44.0,24.0,31.0,0.0,36.0,25.0]","[0.0,8.0,4.0,0.0,6.0,8.0]",38,True,True,0,1.30.1,2022-09-16 23:11:28
ft0GgAsySUcsVaP5AWTcIG0zsGb2,7,1.5333333015441897,"[36.0,40.0,55.0,25.0,35.0,0.0]","[15.0,1.0,6.0,3.0,10.0,0.0]",26,True,True,2,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,118,2.6666667461395264,"[67.0,44.0,54.0,63.0,0.0,45.0]","[6.0,10.0,13.0,7.0,0.0,13.0]",39,True,True,4,1.30.1,2022-09-16 23:11:28
Rk5HVHVEobe9eP3uYiGlB0Exd153,1,0.3166666626930237,"[43.0,0.0,43.0,0.0,0.0,0.0]","[12.0,0.0,16.0,0.0,0.0,0.0]",7,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19772,1.6833332777023315,"[27.0,0.0,43.0,38.0,31.0,22.0]","[2.0,0.0,6.0,2.0,1.0,3.0]",44,True,True,0,1.30.1,2022-09-16 23:11:28
3iGRtKXilpUKLHXdIJQuf85xExC3,23,2.0166666507720947,"[95.0,0.0,83.0,65.0,93.0,84.0]","[21.0,0.0,21.0,0.0,16.0,14.0]",37,True,True,0,1.30.1,2022-09-16 23:11:28
H8UZo8yKVPVddraefNsqHoklQsc2,1824,0.9166666865348816,"[22.0,0.0,23.0,36.0,29.0,24.0]","[3.0,0.0,5.0,11.0,14.0,8.0]",32,True,True,1,1.30.1,2022-09-16 23:11:28
ft0GgAsySUcsVaP5AWTcIG0zsGb2,8,1.2999999523162842,"[25.0,27.0,44.0,60.0,0.0,34.0]","[6.0,3.0,7.0,0.0,0.0,5.0]",30,True,True,0,1.30.1,2022-09-16 23:11:28
bq8BdDeoTFduDwDDmUYkb53n8zh1,14,6.2166666984558105,"[1.0,28.0,44.0,0.0,91.0,20.0]","[0.0,1.0,7.0,0.0,4.0,4.0]",24,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,119,1.5333333015441897,"[57.0,61.0,63.0,57.0,0.0,52.0]","[9.0,15.0,15.0,12.0,0.0,15.0]",31,True,True,2,1.30.1,2022-09-16 23:11:28
aOX76DAXQIW18Guejtq5WI1XYH32,2123,1.149999976158142,"[22.0,0.0,28.0,37.0,44.0,25.0]","[2.0,0.0,1.0,4.0,1.0,1.0]",36,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,23,1.6833332777023315,"[96.0,0.0,81.0,62.0,93.0,87.0]","[13.0,0.0,38.0,17.0,19.0,9.0]",35,True,True,2,1.30.1,2022-09-16 23:11:28
1BabfO9zbDYvWMVqysfWcrq5nMk1,122,3.0833332538604736,"[0.0,71.0,77.0,0.0,67.0,75.0]","[0.0,2.0,8.0,0.0,15.0,11.0]",53,True,True,0,1.30.1,2022-09-16 23:11:28
XpxfdBSTBHU6JuVZ3bF9S1SU3p32,52,4.766666889190674,"[93.0,0.0,0.0,90.0,77.0,109.0]","[7.0,0.0,0.0,2.0,10.0,11.0]",58,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,148,2.0999999046325684,"[66.0,71.0,86.0,68.0,0.0,0.0]","[14.0,6.0,15.0,3.0,0.0,0.0]",54,True,True,0,1.30.1,2022-09-16 23:11:28
ft0GgAsySUcsVaP5AWTcIG0zsGb2,9,1.4833333492279053,"[84.0,63.0,78.0,0.0,76.0,0.0]","[22.0,38.0,58.0,0.0,50.0,0.0]",25,True,True,1,1.30.1,2022-09-16 23:11:28
29824ckLCuMb0nI01Zrs9th026m1,52,2.866666555404663,"[85.0,0.0,0.0,92.0,78.0,110.0]","[5.0,0.0,0.0,10.0,15.0,14.0]",55,True,True,0,1.30.1,2022-09-16 23:11:28
zJ8AdlqSBKhkmKDPdf4wfHdeHk92,9,1.4666666984558103,"[82.0,62.0,74.0,0.0,80.0,0.0]","[41.0,42.0,43.0,0.0,31.0,0.0]",22,True,True,0,1.30.1,2022-09-16 23:11:28
l22l7g9QISRcpFZPXsfHdqSiEGY2,3,2.9500000476837163,"[0.0,44.0,26.0,0.0,47.0,0.0]","[0.0,11.0,12.0,0.0,21.0,0.0]",14,True,True,2,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,120,1.2166666984558103,"[37.0,0.0,38.0,33.0,23.0,20.0]","[6.0,0.0,7.0,7.0,5.0,3.0]",25,True,True,2,1.30.1,2022-09-16 23:11:28
XT35YocD52SDaGFzLAGMVLNEg8l2,23,77.0999984741211,"[91.0,0.0,80.0,62.0,91.0,86.0]","[34.0,0.0,48.0,17.0,31.0,33.0]",29,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19773,2.25,"[25.0,1.0,25.0,28.0,33.0,14.0]","[6.0,1.0,2.0,7.0,5.0,2.0]",23,True,True,1,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,149,1.25,"[69.0,64.0,60.0,41.0,0.0,0.0]","[4.0,13.0,19.0,10.0,0.0,0.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,24,1.350000023841858,"[20.0,35.0,32.0,36.0,55.0,0.0]","[4.0,0.0,2.0,2.0,2.0,0.0]",33,True,True,0,1.30.1,2022-09-16 23:11:28
bq8BdDeoTFduDwDDmUYkb53n8zh1,15,2.8499999046325684,"[51.0,0.0,56.0,65.0,0.0,63.0]","[9.0,0.0,1.0,12.0,0.0,12.0]",42,True,True,1,1.30.1,2022-09-16 23:11:28
RQAiH1UFuiacaHiXerrVxT56ZPg1,3,0.9833333492279052,"[0.0,39.0,24.0,0.0,50.0,0.0]","[0.0,24.0,13.0,0.0,6.0,0.0]",11,True,True,1,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19774,0.550000011920929,"[17.0,24.0,23.0,0.0,24.0,0.0]","[0.0,5.0,0.0,0.0,7.0,0.0]",15,True,True,0,1.30.1,2022-09-16 23:11:28
XpxfdBSTBHU6JuVZ3bF9S1SU3p32,53,2.616666555404663,"[30.0,87.0,42.0,0.0,0.0,34.0]","[10.0,36.0,12.0,0.0,0.0,11.0]",36,True,True,0,1.30.1,2022-09-16 23:11:28
p9vSLbPLlfcPLPpeMh0g8VW4uo83,150,1.1833332777023315,"[36.0,0.0,62.0,35.0,0.0,36.0]","[7.0,0.0,6.0,5.0,0.0,5.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
RQAiH1UFuiacaHiXerrVxT56ZPg1,4,0.8000000119209291,"[66.0,0.0,0.0,0.0,89.0,0.0]","[23.0,0.0,0.0,0.0,12.0,0.0]",9,True,True,0,1.30.1,2022-09-16 23:11:28
l22l7g9QISRcpFZPXsfHdqSiEGY2,4,2.966666698455811,"[69.0,0.0,0.0,0.0,105.0,0.0]","[22.0,0.0,0.0,0.0,19.0,0.0]",27,True,True,0,1.30.1,2022-09-16 23:11:28
VLnFx94TUocVIqs9sKnWU0Xugj23,22883,1.600000023841858,"[38.0,0.0,41.0,27.0,38.0,33.0]","[5.0,0.0,12.0,7.0,1.0,13.0]",43,True,True,2,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,121,2.8499999046325684,"[82.0,0.0,84.0,84.0,76.0,0.0]","[26.0,0.0,28.0,24.0,17.0,0.0]",44,True,True,4,1.30.1,2022-09-16 23:11:28
133X7iMKHGWHeCsLn6hbnv9m3BP2,33,2.8333332538604736,"[38.0,0.0,42.0,63.0,57.0,0.0]","[0.0,0.0,21.0,9.0,26.0,0.0]",32,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,25,1.649999976158142,"[53.0,40.0,23.0,28.0,47.0,0.0]","[0.0,1.0,9.0,5.0,2.0,0.0]",39,True,True,0,1.30.1,2022-09-16 23:11:28
bq8BdDeoTFduDwDDmUYkb53n8zh1,16,2.033333301544189,"[40.0,28.0,14.0,50.0,0.0,41.0]","[2.0,1.0,0.0,3.0,0.0,11.0]",34,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19775,1.1166666746139529,"[10.0,0.0,23.0,20.0,32.0,32.0]","[1.0,0.0,4.0,5.0,7.0,2.0]",33,True,True,0,1.30.1,2022-09-16 23:11:28
XpxfdBSTBHU6JuVZ3bF9S1SU3p32,54,1.9833333492279053,"[38.0,0.0,57.0,0.0,0.0,45.0]","[8.0,0.0,5.0,0.0,0.0,0.0]",31,True,True,0,1.30.1,2022-09-16 23:11:28
RQAiH1UFuiacaHiXerrVxT56ZPg1,5,1.7666666507720947,"[0.0,0.0,33.0,28.0,33.0,20.0]","[0.0,0.0,18.0,24.0,20.0,2.0]",21,True,True,1,1.30.1,2022-09-16 23:11:28
VLnFx94TUocVIqs9sKnWU0Xugj23,22884,1.7666666507720947,"[29.0,0.0,40.0,41.0,41.0,33.0]","[3.0,0.0,2.0,4.0,5.0,5.0]",42,True,True,1,1.30.1,2022-09-16 23:11:28
133X7iMKHGWHeCsLn6hbnv9m3BP2,34,2.0,"[31.0,0.0,38.0,39.0,39.0,30.0]","[6.0,0.0,4.0,5.0,8.0,3.0]",30,True,True,0,1.30.1,2022-09-16 23:11:28
PPUtK1Ue6HWwLhtMPXwhtbxfiJh1,26,1.3166667222976685,"[16.0,0.0,37.0,22.0,60.0,45.0]","[3.0,0.0,14.0,1.0,12.0,16.0]",34,True,True,0,1.30.1,2022-09-16 23:11:28
NHad0bURKmajLep0PehDQoZ9JdL2,19776,1.1333333253860474,"[26.0,0.0,21.0,31.0,18.0,17.0]","[6.0,0.0,0.0,2.0,7.0,3.0]",30,True,True,0,1.30.1,2022-09-16 23:11:28
ieeTAc5qQEWzRa3BMY2wDm6xVdL2,122,2.7666666507720947,"[0.0,74.0,80.0,0.0,64.0,81.0]","[0.0,8.0,16.0,0.0,12.0,5.0]",57,True,True,3,1.30.1,2022-09-16 23:11:28
VLnFx94TUocVIqs9sKnWU0Xugj23,22885,1.3333333730697632,"[29.0,41.0,23.0,104.0,27.0,38.0]","[2.0,8.0,3.0,18.0,11.0,0.0]",36,True,True,0,1.30.1,2022-09-16 23:11:28
