,uid,time_to_play,active_time,high_level,predictions,days_to_churn,warning
1736,KOcFKxIw8QUaawBpyZszFNLOJCb2,0.0,5039.21,0.0,True,7 days 20:48:11.730090,player does not play!
1738,KPpJIwjdEgcSm60May5g7188xR13,6.23,3184.23,1728.0,True,6 days 19:22:41.730090,"this player play time is only 1.41% of average, skill is 52.362085165481076% of average, churn level is 4200.21"
1749,KWZZs74bv0RF1Un3SIpMsFCHHFN2,0.0,6555.46,0.0,True,8 days 09:08:08.730090,player does not play!
1752,KXxztvlc9MbOc9zgGvkEG0maliB3,0.0,4442.76,0.0,True,5 days 18:45:50.730090,player does not play!
1753,KZXWh6TP4rdDPY8bC6taOuDIi1B2,0.0,5737.26,0.0,True,6 days 03:48:14.730090,player does not play!
1781,KulsTjVAk9ceZ69VqkxcGLHhMY73,0.0,4274.0599999999995,0.0,True,6 days 23:10:22.731088,player does not play!
1790,L0Hy9Wk4iiMqTpU5VS0NVjb1bkf1,0.0,8630.54,0.0,True,6 days 01:28:21.731088,player does not play!
1796,L2atfVsOhtX0988iWqdaTAZBsvz2,15.87,107.97999999999999,33469.0,True,5 days 11:13:01.731088,this player churn level is 11.36
1799,L8JjZUn2bmbg5EFpcMkGFaC2jQf2,1.08,5510.52,6.0,True,5 days 08:26:47.731088,"this player play time is only 0.14% of average, skill is 11.613224184765228% of average, churn level is 15736.54"
1801,L8XEweVRCyREYHvuMUlF0pl4err1,0.0,4595.75,0.0,True,4 days 19:59:14.731088,player does not play!
1808,LDrPxbymkHXFC4D2JTWYmoMV42F2,8.13,5526.27,31.0,True,7 days 16:50:40.732085,"this player play time is only 1.06% of average, churn level is 2773.76"
1815,LGnYggic78XjZfLublUcq7JwQn02,0.0,5508.7,0.0,True,5 days 23:10:47.732085,player does not play!
1818,LJPfcyBSQQhwprr6BJJxjZsN8492,0.0,5767.23,0.0,True,7 days 22:32:34.732085,player does not play!
1845,LioW8ecTo4UHpjFz2UoZEITUgPt2,4.26,8550.599999999999,4.0,True,6 days 00:36:24.732085,"this player play time is only 0.36% of average, skill is 13.571762015491606% of average, churn level is 7510.65"
1851,Lns4FmMvtWP8STLn8FR0wEYIPFe2,2.48,4318.099999999999,28.0,True,5 days 07:27:31.733081,"this player play time is only 0.42% of average, churn level is 5088.23"
1858,LrxKFnwiAgQvc5poQDd6np5BFuD3,1.37,6687.02,3.0,True,5 days 09:49:34.733081,"this player play time is only 0.15% of average, skill is 16.242993645214764% of average, churn level is 1681.14"
1863,LttSFO2vKrTLVVrIwjoesXdXgWy1,0.0,6892.98,0.0,True,7 days 07:56:26.733081,player does not play!
1867,LwMcqweLYET5NUDMjaekvB7ibZU2,5.3,4349.1,36.0,True,6 days 05:26:54.733081,"this player play time is only 0.88% of average, churn level is 704.6"
1870,LyguvvFqDMPpajnc6j75WDOkBMH2,1.95,5160.05,10.0,True,5 days 21:01:22.733081,"this player play time is only 0.27% of average, churn level is 17396.02"
1878,M4nYFHYlYPSxMWbtb7yGm9S7yTB2,0.0,4087.35,0.0,True,7 days 19:27:55.733081,player does not play!
1881,M71o9Ig5KDOVraN8tndkskVdmRg1,0.0,4422.52,0.0,True,7 days 08:31:18.733081,player does not play!
1882,M8YAMgtW1hSfNPpdpKtYoLlwspt1,35.77,5938.94,18.0,True,7 days 08:49:17.733081,"this player play time is only 4.35% of average, churn level is 396.66"
1892,MECEwgVodOOGhTncnFrwMR5XZTO2,0.0,6713.37,0.0,True,6 days 20:47:11.733081,player does not play!
1899,MJJkSQCrTMbIXjwsZ9joK0FyXO03,0.0,4771.92,0.0,True,6 days 02:35:14.733081,player does not play!
1902,MLAmQjUSfLc1Gcfyp60B91y4cBH2,0.0,5255.110000000001,0.0,True,8 days 07:17:36.733081,player does not play!
1918,MTpJ42bdoFhFiZh2dlKMJ9VuCmE2,5.51,4217.87,24.0,True,4 days 21:13:48.733081,"this player play time is only 0.94% of average, churn level is 833.43"
1926,MaxcESH0h0aoC9YgkuisR81R86p2,15.2,4348.14,6.0,True,4 days 23:15:42.734078,"this player play time is only 2.53% of average, skill is 19.611356382701697% of average, churn level is 291.63"
1934,McwU1JytkFXw1BJzw6BDoxl54AX2,4.33,7191.72,58.0,True,4 days 18:20:50.734078,"this player play time is only 0.44% of average, churn level is 2681.01"
1936,MeY1DjZByDgJnsmeoVLIckG4LcZ2,0.0,9921.44,0.0,True,7 days 00:34:29.734078,player does not play!
1943,MjpR42PWkmNLu1r650sekH0bITP2,0.0,8809.47,0.0,True,5 days 01:43:22.734078,player does not play!
1947,MnGNTJ0ERahGmtINBgOyWaV2pl82,2.32,4237.360000000001,38.0,True,7 days 17:26:44.734078,"this player play time is only 0.4% of average, churn level is 1238.96"
1975,N8P8akCVhIZUVEGiKl5JMRukwfn2,0.0,6556.17,0.0,True,7 days 09:33:35.734078,player does not play!
2001,NPTlPXGn1cMU0FYitUwyHOtekXR2,0.0,5017.42,0.0,True,5 days 19:11:20.735075,player does not play!
2002,NQpALJ1qhNforjwRqVgLeDzAgG92,0.0,10059.92,0.0,True,7 days 18:11:28.735075,player does not play!
2003,NRLxEeb16EdBokEE7sMN8KI0MH63,0.48,7743.22,1.0,True,5 days 02:52:44.735075,"this player play time is only 0.04% of average, skill is 14.079433911332938% of average, churn level is 5572.52"
2004,NSDy0YHjsHcMcBCsWV6OJaBQARf2,0.85,8850.02,7.0,True,4 days 17:48:20.735075,"this player play time is only 0.07% of average, skill is 6.041779057555509% of average, win 0.0% of average, churn level is 32940228.19"
2019,NX6WDvnQIARyn5EdyAPMP1ngpVs2,0.0,7185.27,0.0,True,5 days 02:57:42.735075,player does not play!
2020,NXGoodalNdfzdkl2q6Kwq2h8ugy2,0.0,7225.65,0.0,True,8 days 06:50:45.735075,player does not play!
2021,NXON04aUndhbXtgHOTRTEeLE0v73,0.0,6250.4400000000005,0.0,True,7 days 00:53:49.735075,player does not play!
2022,NYOMYadC7WYUDF0XOdbgjIjdzOh1,21.52,5084.88,46.0,True,4 days 23:49:01.735075,"this player play time is only 3.06% of average, churn level is 704.03"
2029,Nbzj31uCJYVCHxAlvACTK0goHrk1,0.0,6025.0199999999995,0.0,True,4 days 23:56:35.735075,player does not play!
2045,NlhXZlQ4FlSRXs1twfLPQBqylnx2,0.0,4503.46,0.0,True,8 days 03:28:16.735075,player does not play!
2058,NvT8VRqOTzUuG1lqrnA4455agl63,0.0,6111.92,0.0,True,5 days 08:25:30.735075,player does not play!
2061,NvwTvpl3A7h8BJEtPd8SV3i0gWY2,0.0,8882.1,0.0,True,5 days 15:16:02.735075,player does not play!
2068,Ny5L0Nh0Z7gSai2cM3HtbiZtK7y1,0.0,5801.05,0.0,True,7 days 01:02:28.735075,player does not play!
2095,OH4MheFPGzeGtZ2tWmWXW0y3kF63,0.0,7961.7699999999995,0.0,True,8 days 03:40:17.736073,player does not play!
2099,OIL1Q4oH8BOg3RRsrsJp2vLleVH3,0.0,5664.650000000001,0.0,True,6 days 09:38:35.736073,player does not play!
2120,OU4yRcG3asUrJsfQ6LnGHsFbTip2,0.0,5649.1,0.0,True,5 days 02:42:17.736073,player does not play!
2122,OVvkyk6K2UV6J8A8LkXmlRV6Mhk2,0.0,7278.679999999999,0.0,True,7 days 01:31:23.736073,player does not play!
2131,Oc4X9mlcGzLmIK0F4ulkuCZ3Pq72,0.0,5905.92,0.0,True,7 days 00:49:12.736073,player does not play!
2133,Of8o7AU75DeGrQrFdckn57Y1q3X2,2.2,6873.65,1.0,True,5 days 04:20:36.736073,"this player play time is only 0.23% of average, skill is 3.54181185711286% of average, churn level is 44216.09"
2141,OgugYmRH8jc9pZ4VoITeY6vvAzo2,0.0,7280.99,0.0,True,7 days 04:33:35.736073,player does not play!
2142,OhOjEJRgZih2XL3H6FAsmevpaNB2,0.0,8561.119999999999,0.0,True,7 days 06:32:49.736073,player does not play!
2147,OkouQxw4jFWjWsweNb3b8aiZug33,58.11,4856.8099999999995,46.0,True,5 days 14:32:56.737070,"this player play time is only 8.65% of average, churn level is 1.53"
2165,OwlaJ76z7SN7JCR4DbBuTXcuQDD2,0.0,4148.61,0.0,True,8 days 02:34:19.737070,player does not play!
2174,P29J1vfh6UNxl6Ij6AlBvKQqrgX2,0.0,5509.43,0.0,True,5 days 22:58:38.737070,player does not play!
2190,PAJ9jx3M9IbJIsfgSBQFOwun3043,2.15,5876.77,28.0,True,6 days 04:50:19.737070,"this player play time is only 0.26% of average, churn level is 7168.34"
2192,PCW416kQX5cEcl0NNwhltOPM09l1,0.0,5558.3,0.0,True,6 days 08:17:45.737070,player does not play!
2219,PPM9G4QK2sOSGfn4dasklh6Zgzz2,3.31,4152.87,6.0,True,5 days 12:29:20.737070,"this player play time is only 0.58% of average, skill is 30.994610216858703% of average, churn level is 2837.96"
2230,PUhadBckIUS8H2QfIhBbgogGbMu1,0.0,7229.61,0.0,True,6 days 01:10:20.738067,player does not play!
2240,PcKSVFccivU5sjlUryJLumOxGa63,11.09,4906.77,16.0,True,5 days 20:00:45.738067,"this player play time is only 1.63% of average, churn level is 1086.58"
2253,PiYLffP2ypgu9JN7UnM2lxW5SU92,5.83,7607.48,29.0,True,6 days 00:50:38.738067,"this player play time is only 0.55% of average, churn level is 1106.65"
2263,PnfYz41X2RY5CXWP19UuadErHY52,0.0,4639.27,0.0,True,6 days 06:03:27.738067,player does not play!
2273,PtsFdQJpqHWQFH2WYG9hGhNwqex1,0.0,4363.860000000001,0.0,True,5 days 15:33:41.738067,player does not play!
2286,Q44zLYSf8oQnspAmK4M13buSJsI2,3.85,2709.94,26.0,True,4 days 22:59:44.738067,"this player play time is only 1.03% of average, churn level is 2225.14"
2290,Q4xlPjqLHec2H0mNnv6AmMXFGIT2,6.28,6796.2699999999995,16.0,True,5 days 02:23:43.738067,"this player play time is only 0.67% of average, churn level is 3602.02"
2303,QGaOxqYzK7aFn6qWrf8yKEDac5s1,0.0,4213.320000000001,0.0,True,5 days 13:12:47.739065,player does not play!
2310,QJWnEKTKYhUhTqVN3Fn1G2PbueN2,0.0,7220.19,0.0,True,7 days 09:49:13.739065,player does not play!
2340,Qgc17b60uqYRQGQwcGCToxrjORQ2,2.29,7541.08,7.0,True,6 days 03:32:13.739065,"this player play time is only 0.22% of average, skill is 19.40886065789839% of average, churn level is 905.96"
2342,QhOnfh9UIFQ8EX7AIWUaFmcvdY22,0.0,7109.2300000000005,0.0,True,5 days 00:24:52.739065,player does not play!
2345,QlKjDdEoTOeM2CaAwIkcmc6c3l02,0.0,4299.41,0.0,True,5 days 10:04:40.739065,player does not play!
2363,QzFRWIXDF9VzkJOOvlfaQNqRjeJ3,0.0,4582.91,0.0,True,6 days 19:50:59.739065,player does not play!
2368,R2mzUSjJHqMJAJ33Qw4cqUXiGdW2,0.0,7722.21,0.0,True,5 days 22:45:17.739065,player does not play!
2370,R3wz9JimCXOStwb1d2P0hzQLLTz1,0.0,8988.08,0.0,True,6 days 14:17:51.739065,player does not play!
2382,RCUCpAnWGAO1B6s84utVTWPFM0h2,0.0,9181.76,0.0,True,6 days 22:51:56.740062,player does not play!
2396,RO6aII9JbkV3kuwlAktCbGjOsh52,0.0,5607.54,0.0,True,4 days 16:42:46.740062,player does not play!
2407,RVjeKHji0TgmVwnXO8G7MCN8RC52,1.2,4111.22,17.0,True,5 days 20:31:33.740062,"this player play time is only 0.21% of average, churn level is 1636.32"
2421,RgBukuuyAAQmAF6GZ4OSJA15GqI2,2.16,4074.7,4.0,True,4 days 20:15:54.740062,"this player play time is only 0.38% of average, skill is 16.36847008169308% of average, churn level is 3246.43"
2426,Ri2aP4vHUvVEtKDDkw2bZBiP1Kk1,0.0,5095.0,0.0,True,5 days 17:35:23.740062,player does not play!
2430,RlJhZeVNklhiHVRDLRmClZm3V5J2,0.0,5761.41,0.0,True,6 days 01:14:43.740062,player does not play!
2435,Rp6E5PpyulegIfvZH8Gtkm9Mxns1,0.0,5465.179999999999,0.0,True,8 days 03:14:37.740062,player does not play!
2443,Rutj7TWsmgW1QJC710kSzUyj81h1,0.0,8854.56,0.0,True,5 days 11:14:57.740062,player does not play!
2450,Rw2pC5EOm1bpBmMjvB7k3pwLdDz2,7.77,6181.28,15.0,True,4 days 16:25:11.741059,"this player play time is only 0.91% of average, skill is 58.07766488424837% of average, churn level is 5186.95"
2454,RxpQ0ZSdKGVnPUtnuFO9SCuWJcT2,0.0,5711.15,0.0,True,6 days 10:16:16.741059,player does not play!
2462,S0iIlgySS4UWov4KKkca6AHznVX2,26.6,3829.33,138.0,True,5 days 04:15:15.741059,"this player play time is only 5.02% of average, churn level is 62.04"
2513,SUWI8OG1OhgqOW5iEOaDg3Jtjwh1,0.0,4218.78,0.0,True,8 days 05:32:57.742059,player does not play!
2529,SdV2zm6ILvhHbqlGfmjQjcHndOv2,0.0,4270.03,0.0,True,7 days 06:26:29.742059,player does not play!
2552,Sz7JDTqGqHZl5CMTLmHVnu21Hna2,0.0,5687.59,0.0,True,4 days 22:59:22.742059,player does not play!
2585,TNiXAXmNrKZdyP68kz5L4UPDwq92,0.0,6226.45,0.0,True,4 days 23:55:37.743093,player does not play!
2593,TTXK3HrjDbOU4vrYBkU0rivVDTC3,0.0,6299.16,0.0,True,5 days 00:17:36.743093,player does not play!
2595,TV1RoMlhCNRXzcKMI05ALChSsLh2,0.0,5636.28,0.0,True,7 days 00:25:10.743093,player does not play!
2600,TZBXGtp4tpUxoTV3mFXNgN7LUfh2,0.0,8427.79,0.0,True,6 days 03:57:43.743093,player does not play!
2602,TacgrL9Z2Yg5mQERpvZtcXZwaPQ2,0.0,6436.17,0.0,True,4 days 18:29:36.743093,player does not play!
2617,TmcMxPYO0saoQsQNjgeuGvazjhZ2,0.0,9267.58,0.0,True,7 days 19:51:26.743093,player does not play!
2621,TqZG49Z4SQYr1ffKLX1R8fmen433,0.0,8097.780000000001,0.0,True,7 days 21:11:52.743093,player does not play!
2641,U2ao0o2NHHaSxMikejYDwpSShgZ2,0.0,4359.32,0.0,True,7 days 01:52:01.744085,player does not play!
2654,U9IQcCEep5a4Af8ui46ckfy1eor1,0.0,7656.93,0.0,True,4 days 21:30:52.744085,player does not play!
2670,UDnwISsYtXewCTS77lsIgaI4w8E2,3.33,8437.160000000002,26.0,True,6 days 03:10:34.744085,"this player play time is only 0.29% of average, churn level is 4016.91"
2673,UGDIKCY4BzXa8bmBU3zTErXtVXt1,1.97,7430.099999999999,27.0,True,6 days 02:59:22.744085,"this player play time is only 0.19% of average, churn level is 4888.79"
2677,UKmWyj4LJSfnDf8S2i1hKX2jOvb2,0.0,6059.370000000001,0.0,True,6 days 23:07:57.744085,player does not play!
2688,UT6rD5Sy9mQEnA19gFXwvQzoRNQ2,5.29,5466.96,6.0,True,7 days 04:30:24.744085,"this player play time is only 0.7% of average, skill is 21.430578674708936% of average, churn level is 1999.21"
2693,UXCriUurBbWt4cIhHzKFf9W4cZL2,0.0,8357.43,0.0,True,6 days 03:33:16.744085,player does not play!
2694,UY9UCQvIJ2YIL3Rl3QHwou4dnvq1,0.0,4010.0,0.0,True,7 days 11:11:35.744085,player does not play!
2697,UZ52wshV52e8EIe7zdJkpfhAou33,31.9,3602.3599999999997,159.0,True,5 days 17:22:45.744085,"this player play time is only 6.4% of average, churn level is 132.8"
2706,UdAQemzMkKQHvZam38z6tSRXx243,0.0,4164.969999999999,0.0,True,8 days 03:31:47.744085,player does not play!
2709,UfXgQh7XZ1c992IX7hx31tANcdb2,6.73,4873.0,10.0,True,5 days 05:17:20.744085,"this player play time is only 1.0% of average, churn level is 1136.18"
2710,UgPYN2jv1Ogn3zoOnrpwUluwbKA2,0.0,5285.89,0.0,True,5 days 11:09:04.745086,player does not play!
2729,UyzqPWyCNVOLToPg8F5bnUzbpOD3,1.88,4061.5499999999997,24.0,True,7 days 22:09:37.745086,"this player play time is only 0.33% of average, churn level is 9848.36"
2734,V2rIHr4Jb6ePpBNUSCsakhkXGoG2,0.0,7415.34,0.0,True,5 days 10:58:15.745086,player does not play!
2769,VPcxDVO1udQqze0Xo2RwV2fKfyI2,0.0,6797.3099999999995,0.0,True,5 days 22:17:36.745086,player does not play!
2802,VoHbEEDIjpUNgggKUHjaOScLGmS2,0.0,7118.04,0.0,True,6 days 06:11:22.746083,player does not play!
2803,VpbaIQk0wXMj329kj3LOoWI6cmo1,96.53,8014.64,77.0,True,5 days 05:25:07.746083,"this player play time is only 8.71% of average, churn level is 128.83"
2820,W6MtQEp56dUhR1nuNZqJk4VjM2n1,0.0,4891.4800000000005,0.0,True,4 days 13:41:09.746083,player does not play!
2830,WGalGTmziMcopP1TxSub3pJYQha2,0.0,5143.7699999999995,0.0,True,6 days 05:25:24.746083,player does not play!
2834,WKHtuKXmX4ThE3j2lIlT39Y2xGn2,9.24,5258.740000000001,15.0,True,4 days 23:45:19.746083,"this player play time is only 1.27% of average, churn level is 515.0"
2847,WWZUNixBVcXUIXTHDhyfcw4RjQl1,0.0,4692.9400000000005,0.0,True,5 days 19:10:46.746083,player does not play!
2868,WqSzpgNUZEUZLoW7trmGrNGJfWp1,0.0,5523.24,0.0,True,4 days 19:59:46.747079,player does not play!
2874,Wv1qfTUc1eRx1kbP0UeZpX6OSyS2,12.29,272.25,887.0,True,6 days 06:31:58.747079,"this player play time is only 32.63% of average, skill is 49.102148465929716% of average, win 36.73% of average, churn level is 547.05"
2876,X2HKamNpf7Ppc4G4pNqIHroiHZ23,0.0,4651.09,0.0,True,8 days 01:52:44.747079,player does not play!
2877,X2wfggP7QwYNEiyNSXhr1fjW4F92,0.0,7767.08,0.0,True,6 days 01:24:08.747079,player does not play!
2878,X3UifksEndgRTKWsbyoVMtQO1Ae2,0.0,4699.38,0.0,True,5 days 06:27:29.747079,player does not play!
2882,X5mV8tJDibSQnqBB6m51v2LGe6v2,19.22,9383.09,23.0,True,4 days 16:05:21.747079,"this player play time is only 1.48% of average, churn level is 1217.84"
2900,XG1PRfAYKSUkvDtmff07lQa4eRo2,4.07,5871.65,18.0,True,4 days 19:48:08.747079,"this player play time is only 0.5% of average, churn level is 1595.34"
2911,XODOOPgjjfcykox7JG56W32v1su2,0.0,4763.0599999999995,0.0,True,7 days 20:41:10.747079,player does not play!
2917,XUIigV9EWUbjsBlrKUz9NWwvstS2,0.0,8882.88,0.0,True,4 days 21:15:24.748042,player does not play!
2918,XUYJSNlqeLTOlXfs6xls2MunCK42,27.97,4157.91,849.0,True,5 days 01:23:52.748042,"this player play time is only 4.86% of average, churn level is 427.88"
2921,XWk2a5JfufYaD0fPZyn9Q4ajgzA3,0.0,4552.9400000000005,0.0,True,7 days 04:46:52.748042,player does not play!
2922,XWogKg4XqqYc6WXGK2YqNfHVogH3,0.0,5141.150000000001,0.0,True,7 days 06:10:07.748042,player does not play!
2942,XjSblDZJLpWfMqI8Q2bUuMFyQLF3,26.72,4746.64,47.0,True,4 days 22:23:50.748042,"this player play time is only 4.07% of average, churn level is 625.32"
2945,XksFFrldi3RFDwzZwORfM89rNjk1,0.0,8137.87,0.0,True,7 days 03:50:02.748042,player does not play!
2953,Xqho4u5Gbkctd2UElxb7aH7Az4J2,8.72,4854.13,91.0,True,5 days 15:46:19.748042,"this player play time is only 1.3% of average, churn level is 1172.9"
2979,Y7u28E5Y7zVUN24kIxQGfIpFn9w1,0.0,4646.400000000001,0.0,True,7 days 22:00:05.748042,player does not play!
2987,YBnuTUfTDrhLx424hY0JKRQp4YF3,0.0,5210.13,0.0,True,5 days 12:20:34.748042,player does not play!
3000,YOquO0vVO5UnUe7MMFJDDXjNGud2,0.0,10025.880000000001,0.0,True,4 days 19:37:54.749038,player does not play!
3018,YarkqYSkNoMr1gSGH6C6zuxuaZl1,0.0,8346.83,0.0,True,7 days 02:34:12.749038,player does not play!
3027,YfnCpPfQdbgwYUX2Wiuvd0usrbg1,31.59,5646.66,1331.0,True,5 days 21:22:19.749038,"this player play time is only 4.04% of average, churn level is 267.26"
3038,YlEPiq7Tkjg7BPbxLktTVJM2juN2,0.0,8383.41,0.0,True,5 days 20:17:18.749038,player does not play!
3042,Yq33rdIwhEY3zCT4On5XGGT2t632,0.0,5233.92,0.0,True,6 days 05:07:41.749038,player does not play!
3046,YqgS95QeH3ct5Pj7aofKHosFbqR2,1.58,6373.71,20.0,True,5 days 02:25:30.749038,"this player play time is only 0.18% of average, churn level is 1698.39"
3063,Z6nLsuHulwVKLkgKDbmvW5pAw3u1,0.62,9374.58,2.0,True,5 days 07:10:50.749038,"this player play time is only 0.05% of average, skill is 22.25246793733472% of average, churn level is 99052.33"
3065,Z7KoQX3M5VNgUp0X6r9TMUNXUFk1,0.0,7860.61,0.0,True,5 days 10:01:37.750035,player does not play!
3067,Z9ce5R3Wq0QJKHBpa49bn1Rup0C2,1.35,8290.6,5.0,True,5 days 01:47:05.750035,"this player play time is only 0.12% of average, skill is 26.113675327990798% of average, churn level is 18192.33"
3075,ZEobrSVFoAcGscBeYqxotnM6zMF3,0.0,10044.67,0.0,True,8 days 00:00:11.750035,player does not play!
3087,ZPNHRn5xH6fKdunfVle5gI9md0D2,19.65,4788.4,18.0,True,5 days 01:21:34.750035,"this player play time is only 2.97% of average, churn level is 710.92"
3088,ZQNmS3SGYYf3WCbxufzkelQbSxH3,0.48,8768.21,2.0,True,5 days 03:18:58.750035,"this player play time is only 0.04% of average, skill is 59.1697235401915% of average, churn level is 728808.0"
3090,ZRKV5I9vv6VfJJiT3b8Bzj433el1,8.9,12.940000000000001,657.0,True,5 days 13:35:01.750035,this player churn level is 6.02
3091,ZRXTKfzVIkgAdHL4wgk7EaIU0Ui2,1.25,6802.5,1.0,True,5 days 04:10:13.750035,"this player play time is only 0.13% of average, skill is 10.586651267944577% of average, churn level is 12939.46"
3096,ZUNMd4IQPGQbFnKYSRsi2bOreEO2,0.0,5537.0199999999995,0.0,True,6 days 03:41:47.750035,player does not play!
3101,ZYp7iRE8Fmcxnkp1bOiBPbBiVBh1,0.0,4866.7699999999995,0.0,True,8 days 04:55:10.750035,player does not play!
3105,ZaVZyB0VstRPICTLc0aRgCAYG5b2,0.0,7922.089999999999,0.0,True,5 days 02:21:18.750035,player does not play!
3113,ZgQqHnXIgcQbv5c8RRA5QDb7z1N2,4.95,4779.620000000001,13.0,True,6 days 01:25:11.750035,"this player play time is only 0.75% of average, churn level is 997.98"
3114,ZghlC4TiAQa0sKxNJedgCgR0tpr1,0.0,5571.49,0.0,True,5 days 20:41:52.750035,player does not play!
3116,Zh1W4wUX0VVgrplNJ1GKFPlfUXh1,0.0,4814.36,0.0,True,5 days 05:50:22.750035,player does not play!
3131,Zr3ksSf1uEZEPNxm2nzs2U9Vb4x1,2.52,4130.54,3.0,True,8 days 04:44:00.750035,"this player play time is only 0.44% of average, skill is 23.525891706543504% of average, churn level is 9139.92"
3151,aCnxDXRiZgYT3WcmBu8wsAtSk2C3,0.0,4530.44,0.0,True,7 days 06:20:59.751033,player does not play!
3153,aDu0IXyFhcNCQjSM8JDEsesn5gi2,2.87,4349.23,15.0,True,7 days 00:13:36.751033,"this player play time is only 0.48% of average, churn level is 595.26"
3162,aJeYKAIg9EMAAzuahH7Hy1HeLRH3,0.0,4435.4,0.0,True,5 days 18:39:58.751033,player does not play!
3163,aKS5BRVcJ6Qh8xqCwrpE8wyk2nA3,19.78,4338.990000000001,24.0,True,6 days 00:30:33.751033,"this player play time is only 3.3% of average, churn level is 392.26"
3167,aNDjXhtpFEYNHsR0Qgx3xi0vemg2,0.0,6268.16,0.0,True,6 days 00:50:55.751033,player does not play!
3170,aOZxRzAmcegAx69YsfOknSac5Uv1,0.0,8161.31,0.0,True,8 days 11:00:21.751033,player does not play!
3174,aRLZNuAYuFdWAWJCKYPmxQNpjy53,6.43,5770.58,56.0,True,6 days 04:56:56.751033,"this player play time is only 0.81% of average, churn level is 1433.33"
3178,aS7WMufPoPXJcc85Df3hg4ZZJiR2,0.0,7074.469999999999,0.0,True,5 days 09:14:40.751033,player does not play!
3201,ahwqmmyHWvPUcyp0Yw19xx4Rj3w2,24.54,4120.07,2011.0,True,1 days 14:11:03.751033,"this player play time is only 4.31% of average, churn level is 658.49"
3203,ajmuYpxk4XWeJNgTgRGI2HWlZyK2,12.71,5738.97,1514.0,True,4 days 17:03:18.751033,"this player play time is only 1.6% of average, churn level is 1661.82"
3220,atB3IJoMYJZptI9nHmsWpsiq8bZ2,0.0,7481.53,0.0,True,7 days 09:42:33.752030,player does not play!
3239,bAXOVP4vJnabDk1eKBOGUhXCGiz2,0.0,4422.47,0.0,True,6 days 04:51:44.752030,player does not play!
3240,bAtjMfL8HibD9kextsLgeYnd1oW2,0.0,9912.029999999999,0.0,True,6 days 07:13:46.752030,player does not play!
3249,bKzO0xO08Cb5gPjsTmhVH7m0SxI2,0.0,9032.880000000001,0.0,True,7 days 05:04:52.752030,player does not play!
3250,bL75xW1SlcSqRrnQ3nEQi45ND8p2,0.0,4195.509999999999,0.0,True,8 days 01:40:07.752030,player does not play!
3257,bO5j0PXs7aT9XaCwsIrOC7mCTmk1,0.0,8401.58,0.0,True,6 days 03:46:47.752030,player does not play!
3264,bT3Uj6F7L3ZrEoeO2uQ1A1Zdcij2,30.37,5419.33,31.0,True,5 days 03:53:27.752030,"this player play time is only 4.05% of average, churn level is 557.03"
3270,bYQiSa1IGsfYxucLd8HuQwJApCa2,3.27,9794.01,22.0,True,5 days 09:01:47.752030,"this player play time is only 0.24% of average, churn level is 5537.02"
3274,baSj9xcrxfbgshqcekvihkyiX6u2,0.0,4427.42,0.0,True,6 days 14:18:36.752030,player does not play!
3286,bieFplrfGZfvLaY62mDvExwC4jj1,9.09,7687.580000000001,42.0,True,4 days 15:48:37.753027,"this player play time is only 0.85% of average, churn level is 378.54"
3292,bnW9BJdOxXa8KV6FfFzSKUObssm2,0.0,5702.89,0.0,True,6 days 10:31:08.753027,player does not play!
3293,bnhL3U1Sx8WwG8G5JbrnRMHbQ3a2,19.02,5813.91,24.0,True,4 days 17:52:35.753027,"this player play time is only 2.37% of average, churn level is 678.48"
3298,bqibFDHfKTNEnTwD7LZVVVI177g2,0.0,4809.599999999999,0.0,True,7 days 21:56:56.753027,player does not play!
3305,bvt1pR7s8RgjRbtLgO0YdO87Vxv1,0.37,5980.65,1.0,True,5 days 09:40:55.753027,"this player play time is only 0.04% of average, skill is 16.400219720893315% of average, churn level is 34830.58"
3316,c1UILh4VkGWkCJrfFnLuvT7XHfe2,0.0,6101.7,0.0,True,6 days 01:36:17.753027,player does not play!
3319,c54eYiqNIUWvCwfpcDHmeWP7zhK2,0.0,4334.64,0.0,True,5 days 22:10:30.753027,player does not play!
3328,cCopswQtgOYorgcjYWNsPqPO15i2,0.0,5969.2,0.0,True,6 days 01:17:11.753027,player does not play!
3337,cHCiLWJMBBeITEHHHXH1rsxAn6X2,59.15,4430.36,37.0,True,4 days 17:29:12.753027,"this player play time is only 9.65% of average, churn level is 249.08"
3347,cTHvEAY6bpSajGqqSjPaqmqxkgw1,0.0,7248.2699999999995,0.0,True,6 days 19:42:36.753027,player does not play!
3349,cTd20BBujlZzyzhEkmFFbv6UOrK2,0.0,7713.110000000001,0.0,True,5 days 23:40:19.753027,player does not play!
3354,cWUdPRrZM7eirbFsbmTu3pAj1Y42,4.68,7285.75,6.0,True,6 days 02:21:21.753027,"this player play time is only 0.46% of average, skill is 18.192704427416263% of average, churn level is 3562.63"
3365,cfBrTHUJb0g55XjQVymKuUhFsw12,0.0,8149.45,0.0,True,5 days 06:13:22.754025,player does not play!
3366,cfNqnhHsfDT7LiPqs3RWS6yqPID3,135.62,995.16,73.0,True,4 days 15:41:45.754025,this player churn level is 3.85
3380,cpsVt50L67cMiPqJy2gi0m5ShGv2,0.0,6466.84,0.0,True,6 days 07:31:41.754025,player does not play!
