,uid,time_to_play,active_time,high_level,predictions,days_to_churn,warning
3387,cvib5mPuQHN3aPmLUvkOhGDJ9lS2,12.05,7411.57,30.0,True,4 days 22:27:12.754025,"this player play time is only 1.18% of average, churn level is 2570.12"
3388,cwTNdthcyvOm9c63fDFRA5rRy9B3,0.0,5588.46,0.0,True,5 days 06:04:46.754025,player does not play!
3398,d14sfqezmRM72Ocx6Tohkx4HWyk1,26.63,4124.33,1376.0,True,6 days 08:27:34.754025,"this player play time is only 4.67% of average, churn level is 355.5"
3409,d76vhIooSJVazXU3leXnM4tBGc63,30.86,984.31,154.0,True,5 days 18:13:46.754025,"this player play time is only 22.67% of average, churn level is 2.23"
3440,dQhcPeWeLxTQdtp7lAQvxDx5avo1,0.0,7477.6,0.0,True,8 days 09:49:05.755022,player does not play!
3450,dVMy2kzDNicTV55eytHubBpBAtx1,1.42,4122.88,6.0,True,6 days 14:46:48.755022,"this player play time is only 0.25% of average, skill is 25.461902352470883% of average, churn level is 726.83"
3452,dXgfAikdkKet9c4CZl2Gbtd05Rg1,6.18,669.08,19062.0,True,4 days 16:51:21.755022,"this player play time is only 6.68% of average, churn level is 64.02"
3469,dmYGHBeilzZudusOTJ5gxdy83Vi2,2.12,2.44,2309.0,True,8 days 08:39:28.755022,"this player skill is 45.021445646704166% of average, churn level is 12.7"
3481,duoHNcSvTbZutTq7R3QKdBdu6Iz1,0.0,4514.9,0.0,True,6 days 00:00:00.755022,player does not play!
3482,dvOXbpaanphrDA4WiH3BxYbNpMT2,0.0,5804.04,0.0,True,7 days 10:09:27.755022,player does not play!
3491,e0FMdOQZEPVJX1iaa9n61ysnJTu1,0.0,5847.46,0.0,True,7 days 08:34:21.755022,player does not play!
3492,e1tEG1NZpRS3ToibW82ZKQFT8Iy1,0.0,6126.650000000001,0.0,True,5 days 01:41:08.755022,player does not play!
3506,eBSgUumJ1Gd7BB266FiI1HepOu52,24.91,4318.339999999999,36.0,True,5 days 20:00:03.755022,"this player play time is only 4.17% of average, churn level is 405.0"
3511,eF6bsu8UsOV7DiyAJ2VH5y1cifw1,0.0,10203.07,0.0,True,8 days 07:32:07.756019,player does not play!
3518,eGp251a7giWHYwl6H0WRDwm8dFS2,0.0,5637.25,0.0,True,6 days 23:16:36.756019,player does not play!
3526,eMXvpLn1eoTrqzehcLvX1yZgUro1,20.14,4881.6,82.0,True,6 days 20:35:48.756019,"this player play time is only 2.98% of average, churn level is 1030.55"
3530,eQN9VGNcAxV0KggEzvuDZkeKucl2,4.35,5366.8099999999995,8714.0,True,5 days 08:37:23.756019,"this player play time is only 0.59% of average, churn level is 2006.47"
3535,eUZjeLQBcsUsKsxrsLqpeGPcP882,11.34,7002.410000000001,32.0,True,6 days 04:52:14.756019,"this player play time is only 1.17% of average, churn level is 2402.17"
3575,ewZVMbXlTmYFkabdiAWgF17Eoch2,0.0,9806.4,0.0,True,5 days 02:06:36.756019,player does not play!
3578,eyd0PtiV8mYFXnEODlnsHBtlPdC2,1.87,4280.849999999999,33.0,True,7 days 22:32:58.756019,"this player play time is only 0.32% of average, churn level is 1528.47"
3587,f1eS6tezD4dNh3s84sjpnhxJ4U52,0.0,6395.96,0.0,True,8 days 12:37:05.757017,player does not play!
3588,f1ehlFRbBZMfMS2JO8dMRX0tbbU2,0.0,5141.88,0.0,True,5 days 10:51:42.757017,player does not play!
3592,f3f22Q6uURUgYNQlVjJKnt4wUaq2,5.5,6377.63,15.0,True,8 days 00:02:58.757017,"this player play time is only 0.62% of average, churn level is 5018.03"
3603,fC8nToUwYkP8CfGlrD2gQy9Z5iC3,0.0,6667.47,0.0,True,4 days 20:28:46.757017,player does not play!
3606,fDi7IdHVz8cvQGNLdAijtMfHjHS2,2.46,4496.200000000001,4.0,True,5 days 00:04:45.757017,"this player play time is only 0.4% of average, skill is 25.528643905164117% of average, churn level is 8952.87"
3612,fH7vBCbQ0HYOBwDdl0jYeDVu61r1,0.0,3136.67,0.0,True,4 days 20:08:48.757017,player does not play!
3613,fHPk2ypN3XXNBCLcLbzqyGuQzS52,0.0,4385.2699999999995,0.0,True,5 days 00:54:01.757017,player does not play!
3621,fNO5kesWrUaBO8AXTioJHArrA8Y2,0.0,6123.73,0.0,True,4 days 21:01:53.757017,player does not play!
3622,fOKkB6jmTafopS8EKhdwqXROWdy1,18.01,1553.6,1487.0,True,7 days 17:13:59.757017,"this player play time is only 8.38% of average, churn level is 349.66"
3635,fXqM8XKTqtRj6MFQXveUjW0b1fn2,0.0,6425.2300000000005,0.0,True,5 days 13:45:24.757017,player does not play!
3639,faKRwZ7M7IYxsCfHl3P13ckY4ZR2,0.0,5905.71,0.0,True,7 days 01:02:13.757017,player does not play!
3642,fbhOElilDJgGIs49cCVCKrTaeNj2,0.0,8475.91,0.0,True,5 days 05:30:16.757017,player does not play!
3651,flIlISt0aeUwwRhV5oOQJYw7HR32,4.85,6883.0,33.0,True,8 days 06:01:51.757017,"this player play time is only 0.51% of average, churn level is 1534.21"
3653,fmQU0l0r2tbc54f5O8a2VRXmjYJ3,11.53,5208.6900000000005,25.0,True,5 days 05:30:06.757017,"this player play time is only 1.6% of average, churn level is 318.13"
3659,foaiE8xGljhNoro7md4Lh7zwQe93,27.48,179.14,870.0,True,4 days 22:27:13.757017,this player churn level is 29.24
3660,fp4UXygtVbXfHlE7FNvN5OLWErn2,1.4,5478.88,6.0,True,5 days 05:47:15.757017,"this player play time is only 0.18% of average, skill is 32.90654018192278% of average, churn level is 16769.5"
3674,fvmO7KKnTuSBedBRqkT92x17S1m1,0.0,5520.259999999999,0.0,True,7 days 03:54:06.758014,player does not play!
3686,g7fbmK4BRBQVSXJMCRsDuFJiW4r2,0.0,4408.53,0.0,True,5 days 00:42:31.758014,player does not play!
3704,gMJfbegADOUe9Q5c9ufn2VksQit2,8.43,6884.410000000001,32.0,True,6 days 01:08:11.758014,"this player play time is only 0.89% of average, churn level is 157.73"
3729,gcMyMw7daDUAZRTTR69uqAJmjIR2,0.0,7369.450000000001,0.0,True,7 days 15:50:49.759053,player does not play!
3732,gewFH7ppLrTzxVIm1g4Wl5mwFnY2,0.0,9607.14,0.0,True,6 days 09:59:26.759053,player does not play!
3733,gf86srtJhggKse9gIW58flbaKBi1,0.0,8401.03,0.0,True,6 days 00:16:13.759053,player does not play!
3754,guRcSTGOA9XqjspHtrf2zPgLO5C3,0.0,9934.54,0.0,True,5 days 10:39:11.759053,player does not play!
3761,h13bOmzF3paUxCdAJt0wuROkHIo2,0.0,6972.62,0.0,True,7 days 14:11:29.759053,player does not play!
3764,h34yxWW9TySNJZhM9fnke2hu9Rh1,0.0,7471.089999999999,0.0,True,6 days 20:28:57.759053,player does not play!
3777,h8UgMwKApKgQgRpCnJuGu99eu572,0.0,4374.01,0.0,True,5 days 13:53:09.759053,player does not play!
3782,hCn3d2aCuwZFXkXzgdMjLecvkpi1,0.0,6364.5599999999995,0.0,True,4 days 18:14:19.759053,player does not play!
3798,hJe1CL0dUUhX6F8NhSZ5pt1CrMp2,0.0,5539.929999999999,0.0,True,8 days 04:36:42.760051,player does not play!
3810,hTsMHF86PXbllNCYcNaWV4YNKA92,6.16,4969.52,36.0,True,5 days 11:08:35.760051,"this player play time is only 0.9% of average, churn level is 1949.19"
3833,hiADtwreyKenylNeOzG9YggpFDh2,0.0,5785.96,0.0,True,4 days 18:57:32.760051,player does not play!
3836,hlkXJLcuEHS4FrO9wOQA5qA6Qiw1,0.0,8433.769999999999,0.0,True,7 days 00:29:24.760051,player does not play!
3839,hoioHRgN2zcQAj3mnUAcayoHMTt1,0.85,4212.03,6.0,True,5 days 07:13:31.760051,"this player play time is only 0.15% of average, skill is 34.78550474000675% of average, churn level is 26280.02"
3849,htaaF1S0GGNn1P1bQmS78KKhBw92,0.0,4536.49,0.0,True,5 days 13:38:57.760051,player does not play!
3852,hww841gJJmUSBpfrJ07YSkK5bjw1,0.0,8780.24,0.0,True,5 days 23:58:26.760051,player does not play!
3858,hyuKliFZTPc0tWxhBxDouuOi9Sg1,5.47,8007.07,6.0,True,4 days 17:56:48.760051,"this player play time is only 0.49% of average, skill is 34.54876475165544% of average, churn level is 5944.16"
3886,iLMQFkq1ryUwKTcs9FOlaYF1C352,0.0,3998.7599999999998,0.0,True,5 days 06:56:58.761047,player does not play!
3887,iLvO0CJAQYPy1jLhYxA9BF7VLs92,0.0,7165.87,0.0,True,5 days 05:55:57.761047,player does not play!
3896,iQPupqYKZZTzQkdVPJTQHi6QLnw2,1.55,6276.34,20.0,True,6 days 19:32:53.761047,"this player play time is only 0.18% of average, churn level is 5149.62"
3897,iQhEu7qmGPOHsngRaWzKpuS245A3,0.0,4029.7,0.0,True,4 days 22:35:14.761047,player does not play!
3901,iTegLJjAIUQUN5uWJ3YDtvy2GXA3,9.6,5537.070000000001,18.0,True,5 days 11:05:31.761047,"this player play time is only 1.25% of average, churn level is 1791.78"
3935,iuVokjnHywMzmKW9eU9r8oB2li03,7.65,9025.34,17.0,True,8 days 03:06:43.762050,"this player play time is only 0.61% of average, churn level is 5211.02"
3952,j8NMd6LFL2hw6sxTaTDNsn5xZ7N2,0.0,4303.35,0.0,True,5 days 15:47:16.762050,player does not play!
3953,j8a2YduTGWcfB74wsQVCcWXWbaJ2,3.73,7275.8099999999995,12.0,True,6 days 18:33:16.762050,"this player play time is only 0.37% of average, skill is 234.43083504776138% of average, churn level is 14876.21"
3955,j9e80YaOpYNbHlvxcmJN7Kiq7l42,0.53,7294.89,6.0,True,5 days 21:41:02.762050,"this player play time is only 0.05% of average, skill is 28.09569087562785% of average, churn level is 23092.47"
3959,jBvft5mheneMxaYJnrSVCcPnI642,0.0,7782.85,0.0,True,5 days 03:50:26.762050,player does not play!
3960,jE6eJn3SFoVGhEtSTwzvzstuE8w1,0.0,4285.360000000001,0.0,True,6 days 20:37:09.762050,player does not play!
3961,jE72FSXUYaNcDR1ZOk8rB3TLaaZ2,76.12,438.18999999999994,71.0,True,5 days 16:50:13.762050,this player churn level is 23.14
3967,jLCDg60il6NbJhYac3NdsJXypDP2,0.0,4362.98,0.0,True,6 days 00:18:21.762050,player does not play!
3979,jQUCoICI8QU5qjprlNOjQZHgajH3,0.0,5690.639999999999,0.0,True,7 days 03:45:17.762050,player does not play!
3980,jQlR7AflEgTjTQMbWqGcHvX3XT82,0.0,7458.78,0.0,True,5 days 22:57:50.762050,player does not play!
3985,jU8F4g11U9VhdTdn5mqn7Vasghy1,0.0,9640.5,0.0,True,8 days 07:29:21.762050,player does not play!
3990,jV9TKS9oMEaPJ9Lc8jbs5GmE0ZB2,1.42,4520.4800000000005,48.0,True,5 days 16:36:38.762050,"this player play time is only 0.23% of average, churn level is 3516.99"
3995,jYMIXlhGsmVsrUSw6AztrDgxpjx1,16.79,6941.09,33.0,True,4 days 17:23:50.762050,"this player play time is only 1.75% of average, churn level is 4.95"
4006,jiFeZVoL2Fcn2GrlszxCJ72XkAs2,0.0,5559.75,0.0,True,5 days 01:27:42.762050,player does not play!
4009,jk5p8CZTGBhBf1bu3yVQSH0de6g1,0.0,7558.96,0.0,True,8 days 07:55:48.763043,player does not play!
4015,jqCcqbD2wyPzfabZtRVeXPa6jwt1,0.0,5793.4400000000005,0.0,True,7 days 08:09:46.763043,player does not play!
4049,kJvUH36YXCR6rhXIkv3MCivc8vq2,0.0,4944.679999999999,0.0,True,7 days 20:32:10.763043,player does not play!
4067,kRoAEuF7F5Y1nnhgacj91xXOvU63,0.0,4249.21,0.0,True,7 days 10:08:37.763043,player does not play!
4069,kSFo5Dd5oFUKUhKc9eEjquowz1D3,0.25,4242.98,1.0,True,5 days 07:09:09.763043,"this player play time is only 0.04% of average, skill is 35.67241188111759% of average, churn level is 371600.36"
4072,kV6skEIphEXBVYEj9MIA3b97lxh1,2.82,4738.98,11.0,True,6 days 00:25:29.763043,"this player play time is only 0.43% of average, churn level is 4858.92"
4091,keQz6KI7E6SauGvQr4Eh57ewOiE2,0.0,9668.33,0.0,True,8 days 07:38:21.764040,player does not play!
4097,khMEgOUN3iYm04KzHpbTJWxq2bD3,0.0,7162.79,0.0,True,5 days 18:03:50.764040,player does not play!
4111,krhjd6hYe7UBSSo1p11tMdPm8O43,0.0,8175.48,0.0,True,7 days 02:16:59.764040,player does not play!
4121,ky7gpEmFGegLj0ybdyifL0phOHg1,0.0,7457.61,0.0,True,7 days 18:25:29.764040,player does not play!
4123,kyLALVher3bheVzY4zwwU7byIeC3,7.68,8636.83,11.0,True,6 days 22:38:21.764040,"this player play time is only 0.64% of average, skill is 178.96052130184958% of average, churn level is 2941.83"
4127,l09vdIC5U3Q3QDAgYkjxg4vGQi22,0.0,4641.320000000001,0.0,True,5 days 07:55:27.764040,player does not play!
4133,l2zXhq6wnUNjPSFFMrl2t1QpXvQ2,0.0,7233.51,0.0,True,5 days 22:29:44.764040,player does not play!
4141,l8nVeiD7ALfUq3Z2INFQEpAsHcB3,0.0,9024.85,0.0,True,6 days 00:54:12.764040,player does not play!
4154,lIsuS5UfuERmK18c3VtiT33ROq23,2.07,8143.030000000001,15263.0,True,4 days 16:34:58.764040,"this player play time is only 0.18% of average, skill is 46.84119358962689% of average, churn level is 40325.68"
4164,lRFXo7LHHsaYZHNHAcnnN59DLgq2,1.15,7016.16,5.0,True,5 days 20:12:14.765039,"this player play time is only 0.12% of average, skill is 37.26200139234532% of average, churn level is 61079.21"
4186,ljvrRygeFROWdNbscTOCPunhARj1,0.0,5175.56,0.0,True,6 days 09:53:49.765039,player does not play!
4189,lkmI4NZ0cIWs3NCOLU78510NEu92,0.0,5136.35,0.0,True,8 days 05:36:13.765039,player does not play!
4196,ls5lXXLAZYaXBb4I6lef4b3B4iw1,0.0,5581.71,0.0,True,5 days 22:53:41.765039,player does not play!
4217,m5ueN5C9xmcpouuT5kLZrR235Wi2,0.0,4669.25,0.0,True,4 days 22:39:48.765039,player does not play!
4218,m7JhDfrwG3SSIQoVvpbXMfPW5rH2,6.22,4347.639999999999,17.0,True,4 days 20:53:10.765039,"this player play time is only 1.03% of average, churn level is 584.65"
4249,mPfkLo8DiKQRzJYe1CvlCoKVskD2,5.51,5319.24,12.0,True,5 days 09:03:59.766035,"this player play time is only 0.75% of average, churn level is 339.71"
4254,mSOnXCAdd3OmCp9vZ3rKO3ZAgWn2,69.64,5527.35,14.0,True,5 days 00:55:52.766035,"this player play time is only 9.11% of average, churn level is 49.95"
4262,mWxM4o5INeXBuXXxVV0ZPK6Uz582,0.0,4457.23,0.0,True,7 days 23:35:59.766035,player does not play!
4264,mZrpyVUUxcSPMiYcpopIN2JmF392,4.17,8859.630000000001,515.0,True,5 days 01:48:32.766035,"this player play time is only 0.34% of average, win 0.0% of average, churn level is 1135568.77"
4273,mj6PQ9N9q5SURvOmD5QEU2pbFnG3,79.8,1962541.69,70.0,True,4 days 16:17:08.766035,"this player play time is only 0.03% of average, churn level is 7761.06"
4281,mnjDqGPqvpOWxjXHaypPRE2dDiq2,0.0,5188.42,0.0,True,7 days 00:53:07.766035,player does not play!
4306,n3s31zWLFKO509LrosKZBUMsPwT2,0.0,4125.429999999999,0.0,True,7 days 00:38:50.767032,player does not play!
4319,nGaoauWuI8O0ndSoUeVJQnTS2R42,2.45,5862.389999999999,43.0,True,6 days 08:30:56.767032,"this player play time is only 0.3% of average, win 0.0% of average, churn level is 292408.21"
4344,nZeoPHDUYWWfIpELqEibrTGGikO2,7.3,5518.95,5.0,True,6 days 07:32:56.767032,"this player play time is only 0.96% of average, skill is 20.897217797779156% of average, churn level is 38.87"
4357,ngLQr5TNzYRS2C0BspHYy5kV1t72,0.0,7086.39,0.0,True,5 days 05:46:10.767032,player does not play!
4380,npzNREzxd1TEE79tu482515Yo9q2,0.82,1859.38,5466.0,True,4 days 20:27:37.768030,"this player play time is only 0.32% of average, churn level is 3270.74"
4382,nr5hxnEfymV31D2getmuTrUwEA22,1.13,9234.130000000001,22.0,True,5 days 13:45:46.768030,"this player play time is only 0.09% of average, churn level is 18491.39"
4383,nrmr6WR9PGfqQL1f3URyQZtVCZZ2,0.0,5570.88,0.0,True,5 days 01:45:16.768030,player does not play!
4386,ntqwyyDDFdgT4ZIfg1fUlb5FFfE3,0.0,5034.4800000000005,0.0,True,4 days 22:44:51.768030,player does not play!
4394,o0m1QP6BDHV1WCo8Vzz1t5OeGCt1,0.0,7322.76,0.0,True,6 days 23:28:44.768030,player does not play!
4395,o15KVlz7WsOw36lVnGBs9J7bLyG3,0.0,7115.589999999999,0.0,True,6 days 08:35:56.768030,player does not play!
4409,oAY2Wu5crJV6XiiOSxCKFySDJ913,0.0,8942.96,0.0,True,7 days 05:39:09.768030,player does not play!
4423,oHVOmYm4YCQ9pnTIk7ZX3gLjRPb2,4.83,4745.660000000001,17.0,True,5 days 03:05:28.768030,"this player play time is only 0.74% of average, churn level is 4085.7"
4433,oLNgbc5gFaVd7pYhIHrqU2nWapn2,0.98,6298.3,3.0,True,5 days 19:36:58.768030,"this player play time is only 0.11% of average, skill is 14.128031562900656% of average, churn level is 13263.52"
4437,oNVNf4sPrBYMyC8zqofM8V9Ka3C2,0.0,4111.62,0.0,True,8 days 10:10:50.768030,player does not play!
4445,oWZhwk5CtYZxFug7ir5cdCUwBCX2,2.3,9268.0,4.0,True,6 days 09:17:40.768030,"this player play time is only 0.18% of average, skill is 14.147123497445117% of average, churn level is 10516.8"
4450,oZvV7kSD1gRm9Q9fXZNceBiF5Qr1,0.0,9872.16,0.0,True,6 days 01:00:28.768030,player does not play!
4460,okzzHQkjcQduQjwJYYnqOUK7Y7A2,13.72,1074.77,777.0,True,7 days 09:17:17.769025,"this player play time is only 9.23% of average, churn level is 226.23"
4483,oyygCeuSPUYkdwCCWBXzrbjFKv43,8.41,2.36,33522.0,True,4 days 14:01:27.769025,this player churn level is 1.35
4484,ozXatqewLLg194d0iUA3zKFjoPI2,0.68,5995.03,3.0,True,5 days 00:17:28.769025,"this player play time is only 0.08% of average, skill is 26.754164274970428% of average, churn level is 72298.14"
4486,ozdT6YjaEQSOzYNbjvcVIrjrBGM2,0.0,4546.03,0.0,True,6 days 21:38:41.769025,player does not play!
4501,p6rE2Kah8oQgvoFpERKzWVsTDTq2,0.0,4804.48,0.0,True,7 days 20:07:22.769025,player does not play!
4509,pAg6Ui59VVaAtVmQzdPk12JmZJh2,48.15,3992.74,72.0,True,4 days 14:18:21.769025,"this player play time is only 8.72% of average, churn level is 50.71"
4516,pFNjeOLeASazczPEn51Avr0Dd5i2,3.7,8506.34,5.0,True,7 days 03:52:47.769025,"this player play time is only 0.31% of average, skill is 9.975081229610424% of average, churn level is 8973.97"
4539,pXhOnGK4YCYU5UM9y0Uo3f9hiTz2,3.81,4048.34,34.0,True,7 days 02:26:26.770028,"this player play time is only 0.68% of average, churn level is 263.32"
4543,pZ3Ay32E5MP6WDe1sTdFMeYZA6S2,0.0,7187.23,0.0,True,5 days 04:00:02.770028,player does not play!
4546,pbwPnsoAlIa3uJDImgj6z2vZhgb2,0.0,6992.0199999999995,0.0,True,5 days 00:29:53.770028,player does not play!
4563,plkthZiDkHRXeC6pA0mxpPgz4Ap1,0.0,7667.349999999999,0.0,True,5 days 06:04:05.770028,player does not play!
4584,pvc60aVNYtgcRVImcen4rcSggq13,9.1,2020.77,7896.0,True,5 days 17:24:36.770028,"this player play time is only 3.26% of average, churn level is 173.05"
4590,q0PAS78WH0QM1Dbgf5OApdrLZFf2,0.0,5416.92,0.0,True,7 days 09:18:07.770028,player does not play!
4593,q2XkxdBnnzgA0kcEYugg56fMONH3,348.43,4143.01,60.0,True,5 days 10:33:53.770028,this player churn level is 4.94
4602,q9rrGTRp78MhKgb9Qrcv9ngDugL2,0.0,4569.43,0.0,True,6 days 21:13:42.771021,player does not play!
4617,qJolP2m0KbhKE0yyvdIOQwkI6Tm1,2.02,7192.01,24.0,True,6 days 06:24:47.771021,"this player play time is only 0.2% of average, skill is 58.64705375566257% of average, win 0.0% of average, churn level is 3437915.66"
4618,qK2plkjLMhTxgQBaS7qwK4PbqXl2,13.33,4251.31,68.0,True,5 days 17:48:54.771021,"this player play time is only 2.27% of average, churn level is 423.32"
4622,qLHS6f2HIJTVYxnMHVUNDZ4tzNo2,0.0,8962.070000000002,0.0,True,7 days 22:22:18.771021,player does not play!
4623,qMIFxTgA2wcCHWgEKMwD0OvxnqA3,6.64,4849.1900000000005,4.0,True,5 days 08:31:21.771021,"this player play time is only 0.99% of average, skill is 13.478790776735122% of average, churn level is 246.75"
4634,qTWFjrSttcRfCaDs6GYRm4hy1d72,0.0,4402.52,0.0,True,5 days 04:21:38.771021,player does not play!
4648,qclNo0zHGUZoBofULJlV3D2sdOJ3,20.35,4141.219999999999,199.0,True,5 days 12:10:33.771021,"this player play time is only 3.55% of average, churn level is 519.89"
4661,qkZms5yiU0fbunLR2zgPPDyi3O53,0.0,4035.22,0.0,True,7 days 05:48:40.771021,player does not play!
4678,qrdPaNcYEfgB5X3K8RVVvvFL6op1,11.17,1904.03,75.0,True,7 days 11:29:36.772018,"this player play time is only 4.24% of average, churn level is 204.88"
4682,qwFecpgPOrbOsc3ffITgeiLaTOn1,5.5,7478.7699999999995,14.0,True,6 days 23:13:48.772018,"this player play time is only 0.53% of average, churn level is 2780.03"
4690,r2tIpDHilBR7j8TKC1kwnxZPx2y1,128.86,4632.44,79.0,True,5 days 09:48:51.772018,"this player play time is only 20.11% of average, churn level is 43.51"
4702,rALVvDznjmcLbk9D4lS0LO7Kuaf2,0.0,7425.2300000000005,0.0,True,5 days 10:13:08.772018,player does not play!
4716,rHTRTGrohaPOHNh3u8VrIitXSRr1,0.0,7074.56,0.0,True,4 days 19:52:55.772018,player does not play!
4717,rIEnb0Q6vVb4dLehSavJYH5IfSU2,32.99,13.69,178.0,True,8 days 05:13:06.772018,this player churn level is 0.17
4730,rP691tZdVKZIImQxKuxNZhxwA5H3,0.0,8524.79,0.0,True,8 days 05:28:37.772018,player does not play!
4743,rXYvxW5EhvUP64uqjeVnItNh3ao1,0.0,6873.03,0.0,True,7 days 01:39:32.772018,player does not play!
4745,rZitIaQmeFV8ZW03vNqe039rZUo2,1.33,6649.3,11.0,True,6 days 06:45:55.772018,"this player play time is only 0.14% of average, churn level is 251.68"
4763,rmQeLi7ocMNiwK1jPmVMdJdXA9j2,0.92,7168.67,4.0,True,5 days 22:14:53.773017,"this player play time is only 0.09% of average, skill is 18.568099590396717% of average, churn level is 1024.22"
4769,rs5hD8N3RYQIqKsOKGxjmYj21852,0.0,5892.89,0.0,True,8 days 01:31:19.773017,player does not play!
4786,s5LSFE3rpTdIJpO3aEyeiKsz6Q52,0.0,9591.27,0.0,True,8 days 08:16:48.773017,player does not play!
4789,s9bkhcc84SevvGDWibrRwFB6vgC3,3.82,5979.34,17.0,True,4 days 23:11:58.773017,"this player play time is only 0.46% of average, churn level is 1370.96"
4811,sRiYxsAd2iWxXRZsJuQiJ5ojC8o2,0.0,6926.51,0.0,True,6 days 05:40:44.773017,player does not play!
4813,sSaVv4YjjqWwBWTWB0wF2DwOCkA2,0.0,8519.1,0.0,True,5 days 08:06:32.773017,player does not play!
4816,sUTdb3qWpEXn55QT6tG2xy0kN4e2,30.52,5850.639999999999,45.0,True,5 days 02:11:44.773017,"this player play time is only 3.77% of average, churn level is 52.08"
4821,sWM0Q2jk5rRM6LO9IBBwxHTKdSx1,8.51,224.18,1032.0,True,7 days 02:43:40.774014,"this player play time is only 27.44% of average, churn level is 30.65"
4829,scDQsc8KUcTgPi4eeOq0d5fssjC3,0.0,4672.929999999999,0.0,True,8 days 01:58:10.774014,player does not play!
4832,seP8kYuzC4NQuQMFeQ16oLydMzk1,0.0,6941.46,0.0,True,6 days 00:08:55.774014,player does not play!
4845,sloRFilViFPIXxCq1JOUd03nTtp2,0.0,6975.5199999999995,0.0,True,7 days 02:52:03.774014,player does not play!
4858,svnewK0JRkQX9b950ZVkz0kJnoa2,0.0,4845.469999999999,0.0,True,6 days 20:13:51.774014,player does not play!
4903,tQvT6HNjKSZ3QOf978r4JILz0bt2,5.37,4293.8,10.0,True,7 days 08:00:26.775011,"this player play time is only 0.9% of average, churn level is 2593.68"
4915,taI6SYFBU0QNdAD9cBFibS8N26E2,2.55,5141.22,2.0,True,5 days 10:33:53.775011,"this player play time is only 0.36% of average, skill is 11.40594596207271% of average, churn level is 5135.9"
4929,tk7EsIti0OgrB6kHwyMFb2ahhJA3,0.0,6926.48,0.0,True,6 days 02:11:51.775011,player does not play!
4936,toaRChps1nXMQxKAUOnAbkgFKPk1,5.0,5622.68,24.0,True,5 days 16:03:29.775967,"this player play time is only 0.64% of average, churn level is 3341.17"
4938,tqYlEp7ejFdc31A4KCcKQd4kg6B2,1.38,4337.429999999999,2.0,True,6 days 22:20:06.775967,"this player play time is only 0.23% of average, skill is 37.750482174761444% of average, churn level is 15539.42"
4940,trfGksqiBAY8RMVjcEycYZrz4rz2,39.57,1217.2800000000002,248.0,True,6 days 06:06:49.775967,"this player play time is only 23.5% of average, churn level is 125.13"
4942,tsasCaHS0Lel1zMsOxYCb0wdfkq1,0.0,7649.47,0.0,True,7 days 04:56:21.775967,player does not play!
4946,tvicKBmciEa9kOV8meEzmMGsdUC3,0.0,7222.79,0.0,True,4 days 13:37:36.775967,player does not play!
4953,u27IzJKZH0Y5Mc9moK8MLdxu35y2,0.0,6693.3099999999995,0.0,True,7 days 07:07:51.775967,player does not play!
4967,uBOyXHSwJebvTzLFaqiwkGsXwHJ3,4.03,5395.87,19.0,True,8 days 10:07:39.775967,"this player play time is only 0.54% of average, churn level is 2162.54"
4980,uMYLet91uNZ9abbffe70a5ddGUf2,0.0,7894.79,0.0,True,4 days 18:05:31.775967,player does not play!
5012,uiePeNvWK8OjIaTsU7yPSGZKaGS2,0.0,4245.96,0.0,True,8 days 12:03:29.776963,player does not play!
5013,uinfEudvpFamR652VPh9ytNsatv2,0.0,7609.799999999999,0.0,True,7 days 01:00:55.776963,player does not play!
5029,ut2zapI05NeK3Ov0GzvfosQklw63,0.0,4817.4800000000005,0.0,True,8 days 03:15:20.776963,player does not play!
5032,uuGGcxS2wgMbhFQ79krxnopjGLs1,0.0,9660.470000000001,0.0,True,6 days 13:40:24.776963,player does not play!
5039,ux200fDGYbe2OVIkpKpdMLbNfAA3,0.0,8222.769999999999,0.0,True,8 days 09:02:42.776963,player does not play!
5053,v79cCactcXSZIHjXdr9dftCO0qZ2,0.0,7211.179999999999,0.0,True,6 days 00:13:12.776963,player does not play!
5069,vEeyDwxtbLT7dT6Sv4yq7OcAkR63,14.93,1333.72,739.0,True,7 days 17:14:08.776963,"this player play time is only 8.09% of average, churn level is 250.91"
5085,vLWpgJlsA5gLRKlkHOuKvOdtiAV2,0.0,4117.95,0.0,True,6 days 10:45:29.777961,player does not play!
5095,vP0BpTvezBXRhksXlaf2JftSAw92,0.0,4952.0599999999995,0.0,True,7 days 13:05:51.777961,player does not play!
5099,vRKSCHhu3yfnuV2ykihRUG9pfOs2,0.0,7131.89,0.0,True,4 days 17:40:13.777961,player does not play!
5100,vSSMmtEUc0Xl9RXn9AdnUMEACmR2,0.0,7370.72,0.0,True,4 days 23:17:36.777961,player does not play!
5107,vVjS05Bc4cP9rWYJ9CDUe9SubxC2,4.09,5742.08,52.0,True,5 days 01:11:48.777961,"this player play time is only 0.51% of average, churn level is 1011.48"
5108,vVxXcVfaCzOkhKbaqDL6FCPKAxV2,0.0,4673.67,0.0,True,4 days 19:04:34.777961,player does not play!
5125,vjxEJvJ5m7WT7OOZEhW2bOrVHC23,4.95,7.24,843.0,True,5 days 09:09:53.777961,this player churn level is 3.87
5139,vv31JmYbzpPcestQe2Eb8EPJ71w1,3.23,5.04,1543.0,True,7 days 23:52:31.778958,this player churn level is 0.43
